Date,Ticker,LT_Trend,lt_avg,lt_hi,lt_lo
2025-04-01,ABT,0.02,0.0088,0.0171,0.0005
2025-05-01,ABT,0.01,0.0088,0.0171,0.0005
2025-06-01,ABT,0.02,0.0088,0.0171,0.0005
2025-07-01,ABT,0.01,0.0088,0.0171,0.0005
2025-08-01,ABT,0.01,0.0088,0.0171,0.0005
2025-09-01,ABT,0.02,0.0088,0.0171,0.0005
2024-08-01,ACGL,0.08,0.0465,0.0696,0.0234
2024-09-01,ACGL,0.09,0.0465,0.0696,0.0234
2024-10-01,ACGL,0.06,0.0465,0.0696,0.0234
2024-11-01,ACGL,0.07,0.0465,0.0696,0.0234
2024-12-01,ACGL,0.06,0.0465,0.0696,0.0234
2025-01-01,ACGL,0.05,0.0465,0.0696,0.0234
2025-02-01,ACGL,0.04,0.0465,0.0696,0.0234
2025-03-01,ACGL,0.04,0.0465,0.0696,0.0234
2025-04-01,ACGL,0.03,0.0465,0.0696,0.0234
2025-05-01,ACGL,0.03,0.0465,0.0696,0.0234
2025-06-01,ACGL,0.03,0.0465,0.0696,0.0234
2025-07-01,ACGL,0.02,0.0465,0.0696,0.0234
2025-08-01,ACGL,0.01,0.0465,0.0696,0.0234
2025-09-01,ACGL,0.02,0.0465,0.0696,0.0234
2024-08-01,ACN,0.0013,0.0066,0.0199,-0.0066
2024-09-01,ACN,0.01,0.0066,0.0199,-0.0066
2024-10-01,ACN,0.02,0.0066,0.0199,-0.0066
2024-11-01,ACN,0.02,0.0066,0.0199,-0.0066
2024-12-01,ACN,0.02,0.0066,0.0199,-0.0066
2025-01-01,ACN,0.02,0.0066,0.0199,-0.0066
2025-02-01,ACN,0.02,0.0066,0.0199,-0.0066
2025-03-01,ACN,0.01,0.0066,0.0199,-0.0066
2025-04-01,ACN,0.0092,0.0066,0.0199,-0.0066
2025-05-01,ACN,0.0007,0.0066,0.0199,-0.0066
2025-06-01,ACN,-0.0079,0.0066,0.0199,-0.0066
2025-07-01,ACN,-0.01,0.0066,0.0199,-0.0066
2025-08-01,ACN,-0.02,0.0066,0.0199,-0.0066
2025-09-01,ACN,-0.02,0.0066,0.0199,-0.0066
2024-08-01,ADBE,0.02,0.0143,0.0451,-0.0164
2024-09-01,ADBE,0.05,0.0143,0.0451,-0.0164
2024-10-01,ADBE,0.05,0.0143,0.0451,-0.0164
2024-11-01,ADBE,0.05,0.0143,0.0451,-0.0164
2024-12-01,ADBE,0.04,0.0143,0.0451,-0.0164
2025-01-01,ADBE,0.03,0.0143,0.0451,-0.0164
2025-02-01,ADBE,0.03,0.0143,0.0451,-0.0164
2025-03-01,ADBE,0.02,0.0143,0.0451,-0.0164
2025-04-01,ADBE,0.0033,0.0143,0.0451,-0.0164
2025-05-01,ADBE,-0.0021,0.0143,0.0451,-0.0164
2025-06-01,ADBE,-0.02,0.0143,0.0451,-0.0164
2025-07-01,ADBE,-0.03,0.0143,0.0451,-0.0164
2025-08-01,ADBE,-0.04,0.0143,0.0451,-0.0164
2025-09-01,ADBE,-0.05,0.0143,0.0451,-0.0164
2024-08-01,ADI,0.03,0.0111,0.0258,-0.0035
2024-09-01,ADI,0.03,0.0111,0.0258,-0.0035
2024-10-01,ADI,0.04,0.0111,0.0258,-0.0035
2024-11-01,ADI,0.02,0.0111,0.0258,-0.0035
2024-12-01,ADI,0.01,0.0111,0.0258,-0.0035
2025-01-01,ADI,0.01,0.0111,0.0258,-0.0035
2025-02-01,ADI,0.01,0.0111,0.0258,-0.0035
2025-03-01,ADI,0.0019,0.0111,0.0258,-0.0035
2025-04-01,ADI,-0.01,0.0111,0.0258,-0.0035
2025-05-01,ADI,-0.0063,0.0111,0.0258,-0.0035
2025-06-01,ADI,-0.0015,0.0111,0.0258,-0.0035
2025-07-01,ADI,0.0007,0.0111,0.0258,-0.0035
2025-08-01,ADI,0.0077,0.0111,0.0258,-0.0035
2025-09-01,ADI,0.01,0.0111,0.0258,-0.0035
2024-08-01,ADM,-0.05,-0.0703,-0.0594,-0.0813
2024-09-01,ADM,-0.06,-0.0703,-0.0594,-0.0813
2024-10-01,ADM,-0.07,-0.0703,-0.0594,-0.0813
2024-11-01,ADM,-0.08,-0.0703,-0.0594,-0.0813
2024-12-01,ADM,-0.09,-0.0703,-0.0594,-0.0813
2025-01-01,ADM,-0.08,-0.0703,-0.0594,-0.0813
2025-02-01,ADM,-0.08,-0.0703,-0.0594,-0.0813
2025-03-01,ADM,-0.07,-0.0703,-0.0594,-0.0813
2025-04-01,ADM,-0.08,-0.0703,-0.0594,-0.0813
2025-05-01,ADM,-0.07,-0.0703,-0.0594,-0.0813
2025-06-01,ADM,-0.06,-0.0703,-0.0594,-0.0813
2025-07-01,ADM,-0.07,-0.0703,-0.0594,-0.0813
2025-08-01,ADM,-0.06,-0.0703,-0.0594,-0.0813
2025-09-01,ADM,-0.05,-0.0703,-0.0594,-0.0813
2024-08-01,ADP,0.01,0.0159,0.0209,0.0108
2024-09-01,ADP,0.01,0.0159,0.0209,0.0108
2024-10-01,ADP,0.02,0.0159,0.0209,0.0108
2024-11-01,ADP,0.02,0.0159,0.0209,0.0108
2024-12-01,ADP,0.01,0.0159,0.0209,0.0108
2025-01-01,ADP,0.02,0.0159,0.0209,0.0108
2025-02-01,ADP,0.02,0.0159,0.0209,0.0108
2025-03-01,ADP,0.02,0.0159,0.0209,0.0108
2025-04-01,ADP,0.02,0.0159,0.0209,0.0108
2025-05-01,ADP,0.02,0.0159,0.0209,0.0108
2025-06-01,ADP,0.02,0.0159,0.0209,0.0108
2025-07-01,ADP,0.01,0.0159,0.0209,0.0108
2025-08-01,ADP,0.0089,0.0159,0.0209,0.0108
2025-09-01,ADP,0.0076,0.0159,0.0209,0.0108
2024-08-01,ADSK,0.01,0.0237,0.0329,0.0145
2024-09-01,ADSK,0.02,0.0237,0.0329,0.0145
2024-10-01,ADSK,0.03,0.0237,0.0329,0.0145
2024-11-01,ADSK,0.03,0.0237,0.0329,0.0145
2024-12-01,ADSK,0.04,0.0237,0.0329,0.0145
2025-01-01,ADSK,0.04,0.0237,0.0329,0.0145
2025-02-01,ADSK,0.03,0.0237,0.0329,0.0145
2025-03-01,ADSK,0.02,0.0237,0.0329,0.0145
2025-04-01,ADSK,0.01,0.0237,0.0329,0.0145
2025-05-01,ADSK,0.02,0.0237,0.0329,0.0145
2025-06-01,ADSK,0.02,0.0237,0.0329,0.0145
2025-07-01,ADSK,0.02,0.0237,0.0329,0.0145
2025-08-01,ADSK,0.02,0.0237,0.0329,0.0145
2025-09-01,ADSK,0.02,0.0237,0.0329,0.0145
2024-08-01,AEE,-0.02,0.0062,0.0169,-0.0045
2024-09-01,AEE,-0.01,0.0062,0.0169,-0.0045
2024-10-01,AEE,0.0002,0.0062,0.0169,-0.0045
2024-11-01,AEE,0.0069,0.0062,0.0169,-0.0045
2024-12-01,AEE,0.0059,0.0062,0.0169,-0.0045
2025-01-01,AEE,0.0063,0.0062,0.0169,-0.0045
2025-02-01,AEE,0.01,0.0062,0.0169,-0.0045
2025-03-01,AEE,0.02,0.0062,0.0169,-0.0045
2025-04-01,AEE,0.01,0.0062,0.0169,-0.0045
2025-05-01,AEE,0.01,0.0062,0.0169,-0.0045
2025-06-01,AEE,0.01,0.0062,0.0169,-0.0045
2025-07-01,AEE,0.01,0.0062,0.0169,-0.0045
2025-08-01,AEE,0.02,0.0062,0.0169,-0.0045
2025-09-01,AEE,0.02,0.0062,0.0169,-0.0045
2024-08-01,AEP,-0.01,0.0039,0.0127,-0.0049
2024-09-01,AEP,-0.0031,0.0039,0.0127,-0.0049
2024-10-01,AEP,0.0056,0.0039,0.0127,-0.0049
2024-11-01,AEP,-0.0002,0.0039,0.0127,-0.0049
2024-12-01,AEP,-0.007,0.0039,0.0127,-0.0049
2025-01-01,AEP,-0.0062,0.0039,0.0127,-0.0049
2025-02-01,AEP,0.0017,0.0039,0.0127,-0.0049
2025-03-01,AEP,0.0081,0.0039,0.0127,-0.0049
2025-04-01,AEP,0.0063,0.0039,0.0127,-0.0049
2025-05-01,AEP,0.01,0.0039,0.0127,-0.0049
2025-06-01,AEP,0.01,0.0039,0.0127,-0.0049
2025-07-01,AEP,0.01,0.0039,0.0127,-0.0049
2025-08-01,AEP,0.02,0.0039,0.0127,-0.0049
2025-09-01,AEP,0.03,0.0039,0.0127,-0.0049
2024-08-01,AES,-0.06,-0.0866,-0.0669,-0.1062
2024-09-01,AES,-0.06,-0.0866,-0.0669,-0.1062
2024-10-01,AES,-0.06,-0.0866,-0.0669,-0.1062
2024-11-01,AES,-0.09,-0.0866,-0.0669,-0.1062
2024-12-01,AES,-0.1,-0.0866,-0.0669,-0.1062
2025-01-01,AES,-0.11,-0.0866,-0.0669,-0.1062
2025-02-01,AES,-0.12,-0.0866,-0.0669,-0.1062
2025-03-01,AES,-0.1,-0.0866,-0.0669,-0.1062
2025-04-01,AES,-0.1,-0.0866,-0.0669,-0.1062
2025-05-01,AES,-0.1,-0.0866,-0.0669,-0.1062
2025-06-01,AES,-0.09,-0.0866,-0.0669,-0.1062
2025-07-01,AES,-0.08,-0.0866,-0.0669,-0.1062
2025-08-01,AES,-0.07,-0.0866,-0.0669,-0.1062
2025-09-01,AES,-0.05,-0.0866,-0.0669,-0.1062
2024-08-01,AFL,0.05,0.0485,0.0552,0.0418
2024-09-01,AFL,0.05,0.0485,0.0552,0.0418
2024-10-01,AFL,0.06,0.0485,0.0552,0.0418
2024-11-01,AFL,0.05,0.0485,0.0552,0.0418
2024-12-01,AFL,0.04,0.0485,0.0552,0.0418
2025-01-01,AFL,0.04,0.0485,0.0552,0.0418
2025-02-01,AFL,0.04,0.0485,0.0552,0.0418
2025-03-01,AFL,0.06,0.0485,0.0552,0.0418
2025-04-01,AFL,0.05,0.0485,0.0552,0.0418
2025-05-01,AFL,0.05,0.0485,0.0552,0.0418
2025-06-01,AFL,0.05,0.0485,0.0552,0.0418
2025-07-01,AFL,0.05,0.0485,0.0552,0.0418
2025-08-01,AFL,0.04,0.0485,0.0552,0.0418
2025-09-01,AFL,0.04,0.0485,0.0552,0.0418
2024-08-01,AIG,0.0096,0.0195,0.0353,0.0036
2024-09-01,AIG,0.01,0.0195,0.0353,0.0036
2024-10-01,AIG,0.01,0.0195,0.0353,0.0036
2024-11-01,AIG,0.0084,0.0195,0.0353,0.0036
2024-12-01,AIG,0.0004,0.0195,0.0353,0.0036
2025-01-01,AIG,-0.0044,0.0195,0.0353,0.0036
2025-02-01,AIG,0.0057,0.0195,0.0353,0.0036
2025-03-01,AIG,0.04,0.0195,0.0353,0.0036
2025-04-01,AIG,0.04,0.0195,0.0353,0.0036
2025-05-01,AIG,0.04,0.0195,0.0353,0.0036
2025-06-01,AIG,0.04,0.0195,0.0353,0.0036
2025-07-01,AIG,0.03,0.0195,0.0353,0.0036
2025-08-01,AIG,0.02,0.0195,0.0353,0.0036
2025-09-01,AIG,0.03,0.0195,0.0353,0.0036
2024-08-01,AIZ,0.0028,0.0336,0.0487,0.0185
2024-09-01,AIZ,0.01,0.0336,0.0487,0.0185
2024-10-01,AIZ,0.02,0.0336,0.0487,0.0185
2024-11-01,AIZ,0.04,0.0336,0.0487,0.0185
2024-12-01,AIZ,0.05,0.0336,0.0487,0.0185
2025-01-01,AIZ,0.04,0.0336,0.0487,0.0185
2025-02-01,AIZ,0.04,0.0336,0.0487,0.0185
2025-03-01,AIZ,0.06,0.0336,0.0487,0.0185
2025-04-01,AIZ,0.04,0.0336,0.0487,0.0185
2025-05-01,AIZ,0.04,0.0336,0.0487,0.0185
2025-06-01,AIZ,0.04,0.0336,0.0487,0.0185
2025-07-01,AIZ,0.03,0.0336,0.0487,0.0185
2025-08-01,AIZ,0.03,0.0336,0.0487,0.0185
2025-09-01,AIZ,0.02,0.0336,0.0487,0.0185
2024-08-01,AJG,0.05,0.0474,0.0547,0.0402
2024-09-01,AJG,0.05,0.0474,0.0547,0.0402
2024-10-01,AJG,0.05,0.0474,0.0547,0.0402
2024-11-01,AJG,0.05,0.0474,0.0547,0.0402
2024-12-01,AJG,0.05,0.0474,0.0547,0.0402
2025-01-01,AJG,0.04,0.0474,0.0547,0.0402
2025-02-01,AJG,0.05,0.0474,0.0547,0.0402
2025-03-01,AJG,0.06,0.0474,0.0547,0.0402
2025-04-01,AJG,0.05,0.0474,0.0547,0.0402
2025-05-01,AJG,0.05,0.0474,0.0547,0.0402
2025-06-01,AJG,0.05,0.0474,0.0547,0.0402
2025-07-01,AJG,0.04,0.0474,0.0547,0.0402
2025-08-01,AJG,0.03,0.0474,0.0547,0.0402
2025-09-01,AJG,0.03,0.0474,0.0547,0.0402
2024-08-01,AKAM,0.0061,0.0008,0.0167,-0.0151
2024-09-01,AKAM,0.01,0.0008,0.0167,-0.0151
2024-10-01,AKAM,0.03,0.0008,0.0167,-0.0151
2024-11-01,AKAM,0.01,0.0008,0.0167,-0.0151
2024-12-01,AKAM,0.01,0.0008,0.0167,-0.0151
2025-01-01,AKAM,0.0096,0.0008,0.0167,-0.0151
2025-02-01,AKAM,0.003,0.0008,0.0167,-0.0151
2025-03-01,AKAM,0.0089,0.0008,0.0167,-0.0151
2025-04-01,AKAM,-0.0004,0.0008,0.0167,-0.0151
2025-05-01,AKAM,-0.01,0.0008,0.0167,-0.0151
2025-06-01,AKAM,-0.01,0.0008,0.0167,-0.0151
2025-07-01,AKAM,-0.02,0.0008,0.0167,-0.0151
2025-08-01,AKAM,-0.03,0.0008,0.0167,-0.0151
2025-09-01,AKAM,-0.04,0.0008,0.0167,-0.0151
2024-08-01,ALB,-0.15,-0.1593,-0.1444,-0.1742
2024-09-01,ALB,-0.16,-0.1593,-0.1444,-0.1742
2024-10-01,ALB,-0.16,-0.1593,-0.1444,-0.1742
2024-11-01,ALB,-0.16,-0.1593,-0.1444,-0.1742
2024-12-01,ALB,-0.15,-0.1593,-0.1444,-0.1742
2025-01-01,ALB,-0.15,-0.1593,-0.1444,-0.1742
2025-02-01,ALB,-0.16,-0.1593,-0.1444,-0.1742
2025-03-01,ALB,-0.17,-0.1593,-0.1444,-0.1742
2025-04-01,ALB,-0.18,-0.1593,-0.1444,-0.1742
2025-05-01,ALB,-0.18,-0.1593,-0.1444,-0.1742
2025-06-01,ALB,-0.18,-0.1593,-0.1444,-0.1742
2025-07-01,ALB,-0.15,-0.1593,-0.1444,-0.1742
2025-08-01,ALB,-0.13,-0.1593,-0.1444,-0.1742
2025-09-01,ALB,-0.12,-0.1593,-0.1444,-0.1742
2024-08-01,ALGN,-0.06,-0.085,-0.0338,-0.1362
2024-09-01,ALGN,-0.04,-0.085,-0.0338,-0.1362
2024-10-01,ALGN,-0.02,-0.085,-0.0338,-0.1362
2024-11-01,ALGN,-0.02,-0.085,-0.0338,-0.1362
2024-12-01,ALGN,-0.02,-0.085,-0.0338,-0.1362
2025-01-01,ALGN,-0.04,-0.085,-0.0338,-0.1362
2025-02-01,ALGN,-0.09,-0.085,-0.0338,-0.1362
2025-03-01,ALGN,-0.12,-0.085,-0.0338,-0.1362
2025-04-01,ALGN,-0.13,-0.085,-0.0338,-0.1362
2025-05-01,ALGN,-0.12,-0.085,-0.0338,-0.1362
2025-06-01,ALGN,-0.12,-0.085,-0.0338,-0.1362
2025-07-01,ALGN,-0.15,-0.085,-0.0338,-0.1362
2025-08-01,ALGN,-0.16,-0.085,-0.0338,-0.1362
2025-09-01,ALGN,-0.16,-0.085,-0.0338,-0.1362
2024-08-01,ALL,0.03,0.0511,0.0652,0.0371
2024-09-01,ALL,0.04,0.0511,0.0652,0.0371
2024-10-01,ALL,0.04,0.0511,0.0652,0.0371
2024-11-01,ALL,0.04,0.0511,0.0652,0.0371
2024-12-01,ALL,0.04,0.0511,0.0652,0.0371
2025-01-01,ALL,0.04,0.0511,0.0652,0.0371
2025-02-01,ALL,0.04,0.0511,0.0652,0.0371
2025-03-01,ALL,0.07,0.0511,0.0652,0.0371
2025-04-01,ALL,0.06,0.0511,0.0652,0.0371
2025-05-01,ALL,0.06,0.0511,0.0652,0.0371
2025-06-01,ALL,0.06,0.0511,0.0652,0.0371
2025-07-01,ALL,0.07,0.0511,0.0652,0.0371
2025-08-01,ALL,0.07,0.0511,0.0652,0.0371
2025-09-01,ALL,0.07,0.0511,0.0652,0.0371
2024-08-01,ALLE,0.03,0.032,0.0409,0.0231
2024-09-01,ALLE,0.04,0.032,0.0409,0.0231
2024-10-01,ALLE,0.05,0.032,0.0409,0.0231
2024-11-01,ALLE,0.04,0.032,0.0409,0.0231
2024-12-01,ALLE,0.03,0.032,0.0409,0.0231
2025-01-01,ALLE,0.02,0.032,0.0409,0.0231
2025-02-01,ALLE,0.02,0.032,0.0409,0.0231
2025-03-01,ALLE,0.02,0.032,0.0409,0.0231
2025-04-01,ALLE,0.03,0.032,0.0409,0.0231
2025-05-01,ALLE,0.03,0.032,0.0409,0.0231
2025-06-01,ALLE,0.03,0.032,0.0409,0.0231
2025-07-01,ALLE,0.03,0.032,0.0409,0.0231
2025-08-01,ALLE,0.04,0.032,0.0409,0.0231
2025-09-01,ALLE,0.05,0.032,0.0409,0.0231
2024-08-01,AMAT,0.07,0.0482,0.0711,0.0253
2024-09-01,AMAT,0.07,0.0482,0.0711,0.0253
2024-10-01,AMAT,0.09,0.0482,0.0711,0.0253
2024-11-01,AMAT,0.07,0.0482,0.0711,0.0253
2024-12-01,AMAT,0.06,0.0482,0.0711,0.0253
2025-01-01,AMAT,0.06,0.0482,0.0711,0.0253
2025-02-01,AMAT,0.05,0.0482,0.0711,0.0253
2025-03-01,AMAT,0.04,0.0482,0.0711,0.0253
2025-04-01,AMAT,0.02,0.0482,0.0711,0.0253
2025-05-01,AMAT,0.02,0.0482,0.0711,0.0253
2025-06-01,AMAT,0.03,0.0482,0.0711,0.0253
2025-07-01,AMAT,0.03,0.0482,0.0711,0.0253
2025-08-01,AMAT,0.02,0.0482,0.0711,0.0253
2025-09-01,AMAT,0.02,0.0482,0.0711,0.0253
2024-08-01,AMCR,-0.03,-0.0202,-0.0114,-0.029
2024-09-01,AMCR,-0.01,-0.0202,-0.0114,-0.029
2024-10-01,AMCR,-0.0066,-0.0202,-0.0114,-0.029
2024-11-01,AMCR,-0.02,-0.0202,-0.0114,-0.029
2024-12-01,AMCR,-0.03,-0.0202,-0.0114,-0.029
2025-01-01,AMCR,-0.03,-0.0202,-0.0114,-0.029
2025-02-01,AMCR,-0.03,-0.0202,-0.0114,-0.029
2025-03-01,AMCR,-0.02,-0.0202,-0.0114,-0.029
2025-04-01,AMCR,-0.03,-0.0202,-0.0114,-0.029
2025-05-01,AMCR,-0.02,-0.0202,-0.0114,-0.029
2025-06-01,AMCR,-0.02,-0.0202,-0.0114,-0.029
2025-07-01,AMCR,-0.01,-0.0202,-0.0114,-0.029
2025-08-01,AMCR,-0.01,-0.0202,-0.0114,-0.029
2025-09-01,AMCR,-0.01,-0.0202,-0.0114,-0.029
2024-08-01,AMD,0.05,0.0455,0.0816,0.0095
2024-09-01,AMD,0.07,0.0455,0.0816,0.0095
2024-10-01,AMD,0.1,0.0455,0.0816,0.0095
2024-11-01,AMD,0.1,0.0455,0.0816,0.0095
2024-12-01,AMD,0.08,0.0455,0.0816,0.0095
2025-01-01,AMD,0.07,0.0455,0.0816,0.0095
2025-02-01,AMD,0.05,0.0455,0.0816,0.0095
2025-03-01,AMD,0.02,0.0455,0.0816,0.0095
2025-04-01,AMD,0.0004,0.0455,0.0816,0.0095
2025-05-01,AMD,-0.01,0.0455,0.0816,0.0095
2025-06-01,AMD,-0.0002,0.0455,0.0816,0.0095
2025-07-01,AMD,0.02,0.0455,0.0816,0.0095
2025-08-01,AMD,0.04,0.0455,0.0816,0.0095
2025-09-01,AMD,0.05,0.0455,0.0816,0.0095
2024-08-01,AME,0.0088,0.006,0.0167,-0.0047
2024-09-01,AME,0.01,0.006,0.0167,-0.0047
2024-10-01,AME,0.02,0.006,0.0167,-0.0047
2024-11-01,AME,0.02,0.006,0.0167,-0.0047
2024-12-01,AME,0.02,0.006,0.0167,-0.0047
2025-01-01,AME,0.01,0.006,0.0167,-0.0047
2025-02-01,AME,0.01,0.006,0.0167,-0.0047
2025-03-01,AME,0.01,0.006,0.0167,-0.0047
2025-04-01,AME,0.0004,0.006,0.0167,-0.0047
2025-05-01,AME,-0.0006,0.006,0.0167,-0.0047
2025-06-01,AME,-0.01,0.006,0.0167,-0.0047
2025-07-01,AME,-0.0099,0.006,0.0167,-0.0047
2025-08-01,AME,-0.009,0.006,0.0167,-0.0047
2025-09-01,AME,-0.0051,0.006,0.0167,-0.0047
2024-08-01,AMGN,0.04,0.0292,0.0421,0.0164
2024-09-01,AMGN,0.05,0.0292,0.0421,0.0164
2024-10-01,AMGN,0.05,0.0292,0.0421,0.0164
2024-11-01,AMGN,0.02,0.0292,0.0421,0.0164
2024-12-01,AMGN,0.01,0.0292,0.0421,0.0164
2025-01-01,AMGN,0.01,0.0292,0.0421,0.0164
2025-02-01,AMGN,0.02,0.0292,0.0421,0.0164
2025-03-01,AMGN,0.04,0.0292,0.0421,0.0164
2025-04-01,AMGN,0.03,0.0292,0.0421,0.0164
2025-05-01,AMGN,0.03,0.0292,0.0421,0.0164
2025-06-01,AMGN,0.03,0.0292,0.0421,0.0164
2025-07-01,AMGN,0.03,0.0292,0.0421,0.0164
2025-08-01,AMGN,0.02,0.0292,0.0421,0.0164
2025-09-01,AMGN,0.01,0.0292,0.0421,0.0164
2024-08-01,AMP,0.03,0.0334,0.0485,0.0182
2024-09-01,AMP,0.03,0.0334,0.0485,0.0182
2024-10-01,AMP,0.04,0.0334,0.0485,0.0182
2024-11-01,AMP,0.05,0.0334,0.0485,0.0182
2024-12-01,AMP,0.05,0.0334,0.0485,0.0182
2025-01-01,AMP,0.05,0.0334,0.0485,0.0182
2025-02-01,AMP,0.04,0.0334,0.0485,0.0182
2025-03-01,AMP,0.06,0.0334,0.0485,0.0182
2025-04-01,AMP,0.02,0.0334,0.0485,0.0182
2025-05-01,AMP,0.02,0.0334,0.0485,0.0182
2025-06-01,AMP,0.02,0.0334,0.0485,0.0182
2025-07-01,AMP,0.02,0.0334,0.0485,0.0182
2025-08-01,AMP,0.01,0.0334,0.0485,0.0182
2025-09-01,AMP,0.01,0.0334,0.0485,0.0182
2024-08-01,AMT,-0.04,-0.0148,-0.0026,-0.0271
2024-09-01,AMT,-0.02,-0.0148,-0.0026,-0.0271
2024-10-01,AMT,-0.0064,-0.0148,-0.0026,-0.0271
2024-11-01,AMT,-0.01,-0.0148,-0.0026,-0.0271
2024-12-01,AMT,-0.02,-0.0148,-0.0026,-0.0271
2025-01-01,AMT,-0.03,-0.0148,-0.0026,-0.0271
2025-02-01,AMT,-0.03,-0.0148,-0.0026,-0.0271
2025-03-01,AMT,-0.02,-0.0148,-0.0026,-0.0271
2025-04-01,AMT,-0.01,-0.0148,-0.0026,-0.0271
2025-05-01,AMT,-0.0069,-0.0148,-0.0026,-0.0271
2025-06-01,AMT,-0.0036,-0.0148,-0.0026,-0.0271
2025-07-01,AMT,-0.0014,-0.0148,-0.0026,-0.0271
2025-08-01,AMT,-0.0004,-0.0148,-0.0026,-0.0271
2025-09-01,AMT,0.0053,-0.0148,-0.0026,-0.0271
2024-08-01,AMZN,0.02,0.054,0.0781,0.0298
2024-09-01,AMZN,0.02,0.054,0.0781,0.0298
2024-10-01,AMZN,0.05,0.054,0.0781,0.0298
2024-11-01,AMZN,0.07,0.054,0.0781,0.0298
2024-12-01,AMZN,0.09,0.054,0.0781,0.0298
2025-01-01,AMZN,0.1,0.054,0.0781,0.0298
2025-02-01,AMZN,0.08,0.054,0.0781,0.0298
2025-03-01,AMZN,0.07,0.054,0.0781,0.0298
