"Date","Ticker","close","mt_pb_anchor","lt_pb_anchor"
2/26/2025 0:00:00,"XLK",231.00,241.19,257.23
2/27/2025 0:00:00,"XLK",222.59,241.19,257.23
2/28/2025 0:00:00,"XLK",225.53,241.19,257.23
3/3/2025 0:00:00,"XLK",218.67,231.46,242.76
3/4/2025 0:00:00,"XLK",218.50,231.46,242.76
3/5/2025 0:00:00,"XLK",221.57,231.46,242.76
3/6/2025 0:00:00,"XLK",215.42,231.46,242.76
3/7/2025 0:00:00,"XLK",218.54,231.46,242.76
3/10/2025 0:00:00,"XLK",209.25,221.40,242.76
3/11/2025 0:00:00,"XLK",208.40,221.40,242.76
3/12/2025 0:00:00,"XLK",211.68,221.40,242.76
3/13/2025 0:00:00,"XLK",207.66,221.40,242.76
3/14/2025 0:00:00,"XLK",213.94,221.40,242.76
3/17/2025 0:00:00,"XLK",215.43,218.38,242.76
3/18/2025 0:00:00,"XLK",212.15,218.38,242.76
3/19/2025 0:00:00,"XLK",214.91,218.38,242.76
3/20/2025 0:00:00,"XLK",213.38,218.38,242.76
3/21/2025 0:00:00,"XLK",213.96,218.38,242.76
3/24/2025 0:00:00,"XLK",217.63,217.86,242.76
3/25/2025 0:00:00,"XLK",218.35,217.86,242.76
3/26/2025 0:00:00,"XLK",213.48,217.86,242.76
3/27/2025 0:00:00,"XLK",211.51,217.86,242.76
3/28/2025 0:00:00,"XLK",206.38,217.86,242.76
3/31/2025 0:00:00,"XLK",206.48,210.61,242.76
4/1/2025 0:00:00,"XLK",207.99,210.61,222.40
4/2/2025 0:00:00,"XLK",209.53,210.61,222.40
4/3/2025 0:00:00,"XLK",195.23,210.61,222.40
4/4/2025 0:00:00,"XLK",182.37,210.61,222.40
4/7/2025 0:00:00,"XLK",183.46,200.02,222.40
4/8/2025 0:00:00,"XLK",179.73,200.02,222.40
4/9/2025 0:00:00,"XLK",203.86,200.02,222.40
4/10/2025 0:00:00,"XLK",194.37,200.02,222.40
4/11/2025 0:00:00,"XLK",198.35,200.02,222.40
4/14/2025 0:00:00,"XLK",200.16,203.56,222.40
4/15/2025 0:00:00,"XLK",200.89,203.56,222.40
4/16/2025 0:00:00,"XLK",193.91,203.56,222.40
4/17/2025 0:00:00,"XLK",192.86,203.56,222.40
4/21/2025 0:00:00,"XLK",187.88,200.33,222.40
4/22/2025 0:00:00,"XLK",192.46,200.33,222.40
4/23/2025 0:00:00,"XLK",198.04,200.33,222.40
4/24/2025 0:00:00,"XLK",205.43,200.33,222.40
4/25/2025 0:00:00,"XLK",208.47,200.33,222.40
4/28/2025 0:00:00,"XLK",208.13,203.76,222.40
4/29/2025 0:00:00,"XLK",209.10,203.76,222.40
4/30/2025 0:00:00,"XLK",209.97,203.76,222.40
5/1/2025 0:00:00,"XLK",213.05,203.76,228.56
5/2/2025 0:00:00,"XLK",216.61,203.76,228.56
5/5/2025 0:00:00,"XLK",215.46,206.77,228.56
5/6/2025 0:00:00,"XLK",213.67,206.77,228.56
5/7/2025 0:00:00,"XLK",215.81,206.77,228.56
5/8/2025 0:00:00,"XLK",217.87,206.77,228.56
5/9/2025 0:00:00,"XLK",217.60,206.77,228.56
5/12/2025 0:00:00,"XLK",227.70,215.25,228.56
5/13/2025 0:00:00,"XLK",232.62,215.25,228.56
5/14/2025 0:00:00,"XLK",234.13,215.25,228.56
5/15/2025 0:00:00,"XLK",234.45,215.25,228.56
5/16/2025 0:00:00,"XLK",234.89,215.25,228.56
5/19/2025 0:00:00,"XLK",234.55,225.50,228.56
5/20/2025 0:00:00,"XLK",233.67,225.50,228.56
5/21/2025 0:00:00,"XLK",229.28,225.50,228.56
5/22/2025 0:00:00,"XLK",229.34,225.50,228.56
5/23/2025 0:00:00,"XLK",226.81,225.50,228.56
5/27/2025 0:00:00,"XLK",232.20,228.29,228.56
5/28/2025 0:00:00,"XLK",231.24,228.29,228.56
5/29/2025 0:00:00,"XLK",231.63,228.29,228.56
5/30/2025 0:00:00,"XLK",230.91,228.29,228.56
6/2/2025 0:00:00,"XLK",232.95,233.73,247.84
6/3/2025 0:00:00,"XLK",236.45,233.73,247.84
6/4/2025 0:00:00,"XLK",236.80,233.73,247.84
6/5/2025 0:00:00,"XLK",236.13,233.73,247.84
6/6/2025 0:00:00,"XLK",238.36,233.73,247.84
6/9/2025 0:00:00,"XLK",239.53,239.40,247.84
6/10/2025 0:00:00,"XLK",240.87,239.40,247.84
6/11/2025 0:00:00,"XLK",240.34,239.40,247.84
6/12/2025 0:00:00,"XLK",242.57,239.40,247.84
6/13/2025 0:00:00,"XLK",239.17,239.40,247.84
6/16/2025 0:00:00,"XLK",243.04,240.34,247.84
6/17/2025 0:00:00,"XLK",241.32,240.34,247.84
6/18/2025 0:00:00,"XLK",241.61,240.34,247.84
6/20/2025 0:00:00,"XLK",240.54,240.34,247.84
6/23/2025 0:00:00,"XLK",242.88,244.35,247.84
6/24/2025 0:00:00,"XLK",247.24,244.35,247.84
6/25/2025 0:00:00,"XLK",249.35,244.35,247.84
6/26/2025 0:00:00,"XLK",251.07,244.35,247.84
6/27/2025 0:00:00,"XLK",250.77,244.35,247.84
6/30/2025 0:00:00,"XLK",253.23,256.53,247.84
7/1/2025 0:00:00,"XLK",250.97,256.53,264.21
7/2/2025 0:00:00,"XLK",253.62,256.53,264.21
7/3/2025 0:00:00,"XLK",256.96,256.53,264.21
7/7/2025 0:00:00,"XLK",254.92,270.94,264.21
7/8/2025 0:00:00,"XLK",256.29,270.94,264.21
7/9/2025 0:00:00,"XLK",257.83,270.94,264.21
7/10/2025 0:00:00,"XLK",256.98,270.94,264.21
7/11/2025 0:00:00,"XLK",255.85,270.94,264.21
7/14/2025 0:00:00,"XLK",255.64,276.03,264.21
7/15/2025 0:00:00,"XLK",257.91,276.03,264.21
7/16/2025 0:00:00,"XLK",258.71,276.03,264.21
7/17/2025 0:00:00,"XLK",261.06,276.03,264.21
7/18/2025 0:00:00,"XLK",260.89,276.03,264.21
7/21/2025 0:00:00,"XLK",261.23,278.76,264.21
7/22/2025 0:00:00,"XLK",258.81,278.76,264.21
7/23/2025 0:00:00,"XLK",260.29,278.76,264.21
7/24/2025 0:00:00,"XLK",261.39,278.76,264.21
7/25/2025 0:00:00,"XLK",261.99,278.76,264.21
7/28/2025 0:00:00,"XLK",264.08,278.15,264.21
7/29/2025 0:00:00,"XLK",264.09,278.15,264.21
7/30/2025 0:00:00,"XLK",264.68,278.15,264.21
7/31/2025 0:00:00,"XLK",262.74,278.15,264.21
8/1/2025 0:00:00,"XLK",257.07,278.15,274.94
8/4/2025 0:00:00,"XLK",262.29,280.18,274.94
8/5/2025 0:00:00,"XLK",260.12,280.18,274.94
8/6/2025 0:00:00,"XLK",263.05,280.18,274.94
8/7/2025 0:00:00,"XLK",263.29,280.18,274.94
8/8/2025 0:00:00,"XLK",265.92,280.18,274.94
8/11/2025 0:00:00,"XLK",264.12,280.64,274.94
8/12/2025 0:00:00,"XLK",268.21,280.64,274.94
8/13/2025 0:00:00,"XLK",268.31,280.64,274.94
8/14/2025 0:00:00,"XLK",267.73,280.64,274.94
8/15/2025 0:00:00,"XLK",265.70,280.64,274.94
8/18/2025 0:00:00,"XLK",266.27,279.45,274.94
8/19/2025 0:00:00,"XLK",261.62,279.45,274.94
8/20/2025 0:00:00,"XLK",259.85,279.45,274.94
8/21/2025 0:00:00,"XLK",258.91,279.45,274.94
8/22/2025 0:00:00,"XLK",262.42,279.45,274.94
8/25/2025 0:00:00,"XLK",261.83,274.52,274.94
8/26/2025 0:00:00,"XLK",263.03,274.52,274.94
8/27/2025 0:00:00,"XLK",264.45,274.52,274.94
8/28/2025 0:00:00,"XLK",266.54,274.52,274.94
8/29/2025 0:00:00,"XLK",262.45,274.52,274.94
8/1/2024 0:00:00,"XLV",151.16,154.07,156.20
8/2/2024 0:00:00,"XLV",150.86,154.07,156.20
8/5/2024 0:00:00,"XLV",146.83,153.22,156.20
8/6/2024 0:00:00,"XLV",147.51,153.22,156.20
8/7/2024 0:00:00,"XLV",146.01,153.22,156.20
8/8/2024 0:00:00,"XLV",149.24,153.22,156.20
8/9/2024 0:00:00,"XLV",149.98,153.22,156.20
8/12/2024 0:00:00,"XLV",149.41,153.70,156.20
8/13/2024 0:00:00,"XLV",151.22,153.70,156.20
8/14/2024 0:00:00,"XLV",151.76,153.70,156.20
8/15/2024 0:00:00,"XLV",152.71,153.70,156.20
8/16/2024 0:00:00,"XLV",152.87,153.70,156.20
8/19/2024 0:00:00,"XLV",153.80,156.67,156.20
8/20/2024 0:00:00,"XLV",154.42,156.67,156.20
8/21/2024 0:00:00,"XLV",154.68,156.67,156.20
8/22/2024 0:00:00,"XLV",154.78,156.67,156.20
8/23/2024 0:00:00,"XLV",155.45,156.67,156.20
8/26/2024 0:00:00,"XLV",155.37,158.39,156.20
8/27/2024 0:00:00,"XLV",155.61,158.39,156.20
8/28/2024 0:00:00,"XLV",155.79,158.39,156.20
8/29/2024 0:00:00,"XLV",156.12,158.39,156.20
8/30/2024 0:00:00,"XLV",157.20,158.39,156.20
9/3/2024 0:00:00,"XLV",156.90,160.51,161.40
9/4/2024 0:00:00,"XLV",156.63,160.51,161.40
9/5/2024 0:00:00,"XLV",154.48,160.51,161.40
9/6/2024 0:00:00,"XLV",153.95,160.51,161.40
9/9/2024 0:00:00,"XLV",155.03,161.32,161.40
9/10/2024 0:00:00,"XLV",155.74,161.32,161.40
9/11/2024 0:00:00,"XLV",155.28,161.32,161.40
9/12/2024 0:00:00,"XLV",155.84,161.32,161.40
9/13/2024 0:00:00,"XLV",156.16,161.32,161.40
9/16/2024 0:00:00,"XLV",157.24,162.06,161.40
9/17/2024 0:00:00,"XLV",155.62,162.06,161.40
9/18/2024 0:00:00,"XLV",155.36,162.06,161.40
9/19/2024 0:00:00,"XLV",155.92,162.06,161.40
9/20/2024 0:00:00,"XLV",155.28,162.06,161.40
9/23/2024 0:00:00,"XLV",154.40,160.48,161.40
9/24/2024 0:00:00,"XLV",154.09,160.48,161.40
9/25/2024 0:00:00,"XLV",152.59,160.48,161.40
9/26/2024 0:00:00,"XLV",153.10,160.48,161.40
9/27/2024 0:00:00,"XLV",153.02,160.48,161.40
9/30/2024 0:00:00,"XLV",154.02,158.20,161.40
10/1/2024 0:00:00,"XLV",153.21,158.20,158.35
10/2/2024 0:00:00,"XLV",152.90,158.20,158.35
10/3/2024 0:00:00,"XLV",151.52,158.20,158.35
10/4/2024 0:00:00,"XLV",151.64,158.20,158.35
10/7/2024 0:00:00,"XLV",150.97,157.71,158.35
10/8/2024 0:00:00,"XLV",151.79,157.71,158.35
10/9/2024 0:00:00,"XLV",153.34,157.71,158.35
10/10/2024 0:00:00,"XLV",152.77,157.71,158.35
10/11/2024 0:00:00,"XLV",153.89,157.71,158.35
10/14/2024 0:00:00,"XLV",154.74,159.37,158.35
10/15/2024 0:00:00,"XLV",152.85,159.37,158.35
10/16/2024 0:00:00,"XLV",153.28,159.37,158.35
10/17/2024 0:00:00,"XLV",152.39,159.37,158.35
10/18/2024 0:00:00,"XLV",153.13,159.37,158.35
10/21/2024 0:00:00,"XLV",151.33,157.60,158.35
10/22/2024 0:00:00,"XLV",151.11,157.60,158.35
10/23/2024 0:00:00,"XLV",150.40,157.60,158.35
10/24/2024 0:00:00,"XLV",149.41,157.60,158.35
10/25/2024 0:00:00,"XLV",148.59,157.60,158.35
10/28/2024 0:00:00,"XLV",148.81,154.20,158.35
10/29/2024 0:00:00,"XLV",148.40,154.20,158.35
10/30/2024 0:00:00,"XLV",148.12,154.20,158.35
10/31/2024 0:00:00,"XLV",146.87,154.20,158.35
11/1/2024 0:00:00,"XLV",147.74,154.20,152.09
11/4/2024 0:00:00,"XLV",146.77,152.38,152.09
11/5/2024 0:00:00,"XLV",147.85,152.38,152.09
11/6/2024 0:00:00,"XLV",148.04,152.38,152.09
11/7/2024 0:00:00,"XLV",149.11,152.38,152.09
11/8/2024 0:00:00,"XLV",150.18,152.38,152.09
11/11/2024 0:00:00,"XLV",149.30,153.07,152.09
11/12/2024 0:00:00,"XLV",147.22,153.07,152.09
11/13/2024 0:00:00,"XLV",146.83,153.07,152.09
11/14/2024 0:00:00,"XLV",144.52,153.07,152.09
11/15/2024 0:00:00,"XLV",141.84,153.07,152.09
11/18/2024 0:00:00,"XLV",141.94,149.17,152.09
11/19/2024 0:00:00,"XLV",141.21,149.17,152.09
11/20/2024 0:00:00,"XLV",142.88,149.17,152.09
11/21/2024 0:00:00,"XLV",144.03,149.17,152.09
11/22/2024 0:00:00,"XLV",144.16,149.17,152.09
11/25/2024 0:00:00,"XLV",145.39,148.78,152.09
11/26/2024 0:00:00,"XLV",146.17,148.78,152.09
11/27/2024 0:00:00,"XLV",146.95,148.78,152.09
11/29/2024 0:00:00,"XLV",147.41,148.78,152.09
12/2/2024 0:00:00,"XLV",147.15,150.14,147.66
12/3/2024 0:00:00,"XLV",146.82,150.14,147.66
12/4/2024 0:00:00,"XLV",146.74,150.14,147.66
12/5/2024 0:00:00,"XLV",145.10,150.14,147.66
12/6/2024 0:00:00,"XLV",144.28,150.14,147.66
12/9/2024 0:00:00,"XLV",144.70,146.48,147.66
12/10/2024 0:00:00,"XLV",144.10,146.48,147.66
12/11/2024 0:00:00,"XLV",142.14,146.48,147.66
12/12/2024 0:00:00,"XLV",141.01,146.48,147.66
12/13/2024 0:00:00,"XLV",140.99,146.48,147.66
12/16/2024 0:00:00,"XLV",139.31,141.54,147.66
12/17/2024 0:00:00,"XLV",139.21,141.54,147.66
12/18/2024 0:00:00,"XLV",137.32,141.54,147.66
12/19/2024 0:00:00,"XLV",136.28,141.54,147.66
12/20/2024 0:00:00,"XLV",138.00,141.54,147.66
12/23/2024 0:00:00,"XLV",138.75,138.83,147.66
12/24/2024 0:00:00,"XLV",139.32,138.83,147.66
12/26/2024 0:00:00,"XLV",139.60,138.83,147.66
12/27/2024 0:00:00,"XLV",138.95,138.83,147.66
12/30/2024 0:00:00,"XLV",137.24,139.28,147.66
12/31/2024 0:00:00,"XLV",137.57,139.28,147.66
1/2/2025 0:00:00,"XLV",137.61,139.28,145.64
1/3/2025 0:00:00,"XLV",138.96,139.28,145.64
1/6/2025 0:00:00,"XLV",139.02,139.40,145.64
1/7/2025 0:00:00,"XLV",139.71,139.40,145.64
1/8/2025 0:00:00,"XLV",140.43,139.40,145.64
1/10/2025 0:00:00,"XLV",139.64,139.40,145.64
1/13/2025 0:00:00,"XLV",141.46,140.30,145.64
1/14/2025 0:00:00,"XLV",140.00,140.30,145.64
1/15/2025 0:00:00,"XLV",140.57,140.30,145.64
1/16/2025 0:00:00,"XLV",141.13,140.30,145.64
1/17/2025 0:00:00,"XLV",140.18,140.30,145.64
1/21/2025 0:00:00,"XLV",142.50,140.76,145.64
1/22/2025 0:00:00,"XLV",142.18,140.76,145.64
1/23/2025 0:00:00,"XLV",144.08,140.76,145.64
1/24/2025 0:00:00,"XLV",144.31,140.76,145.64
1/27/2025 0:00:00,"XLV",147.55,144.95,145.64
1/28/2025 0:00:00,"XLV",146.52,144.95,145.64
1/29/2025 0:00:00,"XLV",145.66,144.95,145.64
1/30/2025 0:00:00,"XLV",147.34,144.95,145.64
1/31/2025 0:00:00,"XLV",146.87,144.95,145.64
2/3/2025 0:00:00,"XLV",147.44,148.55,150.60
2/4/2025 0:00:00,"XLV",147.04,148.55,150.60
2/5/2025 0:00:00,"XLV",148.45,148.55,150.60
2/6/2025 0:00:00,"XLV",147.12,148.55,150.60
2/7/2025 0:00:00,"XLV",146.43,148.55,150.60
2/10/2025 0:00:00,"XLV",146.30,149.51,150.60
2/11/2025 0:00:00,"XLV",146.03,149.51,150.60
2/12/2025 0:00:00,"XLV",145.82,149.51,150.60
2/13/2025 0:00:00,"XLV",146.39,149.51,150.60
2/14/2025 0:00:00,"XLV",144.80,149.51,150.60
2/18/2025 0:00:00,"XLV",144.52,149.74,150.60
2/19/2025 0:00:00,"XLV",146.40,149.74,150.60
2/20/2025 0:00:00,"XLV",147.22,149.74,150.60
2/21/2025 0:00:00,"XLV",146.43,149.74,150.60
2/24/2025 0:00:00,"XLV",147.62,151.54,150.60
2/25/2025 0:00:00,"XLV",148.89,151.54,150.60
2/26/2025 0:00:00,"XLV",147.82,151.54,150.60
2/27/2025 0:00:00,"XLV",147.22,151.54,150.60
2/28/2025 0:00:00,"XLV",148.93,151.54,150.60
3/3/2025 0:00:00,"XLV",149.58,153.46,152.16
3/4/2025 0:00:00,"XLV",148.19,153.46,152.16
3/5/2025 0:00:00,"XLV",149.68,153.46,152.16
3/6/2025 0:00:00,"XLV",149.27,153.46,152.16
3/7/2025 0:00:00,"XLV",149.28,153.46,152.16
3/10/2025 0:00:00,"XLV",147.67,153.01,152.16
3/11/2025 0:00:00,"XLV",146.06,153.01,152.16
3/12/2025 0:00:00,"XLV",144.60,153.01,152.16
3/13/2025 0:00:00,"XLV",143.83,153.01,152.16
3/14/2025 0:00:00,"XLV",144.93,153.01,152.16
3/17/2025 0:00:00,"XLV",146.77,151.92,152.16
3/18/2025 0:00:00,"XLV",146.84,151.92,152.16
3/19/2025 0:00:00,"XLV",146.92,151.92,152.16
3/20/2025 0:00:00,"XLV",147.01,151.92,152.16
3/21/2025 0:00:00,"XLV",146.60,151.92,152.16
3/24/2025 0:00:00,"XLV",147.15,152.73,152.16
3/25/2025 0:00:00,"XLV",145.27,152.73,152.16
3/26/2025 0:00:00,"XLV",144.74,152.73,152.16
3/27/2025 0:00:00,"XLV",144.97,152.73,152.16
3/28/2025 0:00:00,"XLV",144.52,152.73,152.16
3/31/2025 0:00:00,"XLV",146.01,148.52,152.16
4/1/2025 0:00:00,"XLV",143.34,148.52,146.30
4/2/2025 0:00:00,"XLV",144.30,148.52,146.30
4/3/2025 0:00:00,"XLV",143.13,148.52,146.30
4/4/2025 0:00:00,"XLV",135.28,148.52,146.30
4/7/2025 0:00:00,"XLV",134.47,145.90,146.30
4/8/2025 0:00:00,"XLV",132.98,145.90,146.30
4/9/2025 0:00:00,"XLV",138.76,145.90,146.30
4/10/2025 0:00:00,"XLV",134.89,145.90,146.30
4/11/2025 0:00:00,"XLV",136.87,145.90,146.30
4/14/2025 0:00:00,"XLV",138.54,144.76,146.30
4/15/2025 0:00:00,"XLV",137.69,144.76,146.30
4/16/2025 0:00:00,"XLV",136.29,144.76,146.30
4/17/2025 0:00:00,"XLV",135.49,144.76,146.30
4/21/2025 0:00:00,"XLV",132.57,143.10,146.30
4/22/2025 0:00:00,"XLV",135.06,143.10,146.30
4/23/2025 0:00:00,"XLV",135.73,143.10,146.30
4/24/2025 0:00:00,"XLV",137.39,143.10,146.30
4/25/2025 0:00:00,"XLV",138.05,143.10,146.30
4/28/2025 0:00:00,"XLV",138.60,139.82,146.30
4/29/2025 0:00:00,"XLV",139.28,139.82,146.30
4/30/2025 0:00:00,"XLV",140.47,139.82,146.30
5/1/2025 0:00:00,"XLV",136.64,139.82,137.95
5/2/2025 0:00:00,"XLV",138.53,139.82,137.95
5/5/2025 0:00:00,"XLV",138.14,135.80,137.95
5/6/2025 0:00:00,"XLV",134.33,135.80,137.95
5/7/2025 0:00:00,"XLV",135.36,135.80,137.95
5/8/2025 0:00:00,"XLV",134.14,135.80,137.95
