"Date","Ticker","close","day_pr_low","day_pr_high","week_pr_low","week_pr_high","month_pr_low","month_pr_high"
8/2/2024 0:00:00,"XLV",150.86,147.68,154.25,143.79,157.98,137.44,163.57
8/2/2024 0:00:00,"QQQ",448.75,441.27,478.31,426.18,510.91,416.35,543.54
8/2/2024 0:00:00,"XLU",74.22,71.03,74.66,67.96,78.88,63.92,80.99
8/2/2024 0:00:00,"XLRE",41.86,40.43,42.80,39.44,43.88,35.61,46.34
8/2/2024 0:00:00,"XLRE",41.86,40.43,42.80,39.44,43.88,35.61,46.34
8/2/2024 0:00:00,"XLB",90.04,90.02,95.17,86.61,95.36,81.97,100.55
8/2/2024 0:00:00,"XLI",122.73,123.90,131.73,118.19,134.01,113.85,140.25
8/2/2024 0:00:00,"XLU",74.22,71.03,74.66,67.96,78.88,63.92,80.99
8/2/2024 0:00:00,"IWM",208.92,213.38,238.11,201.08,244.26,185.06,248.67
8/2/2024 0:00:00,"SPY",532.90,526.71,561.12,513.57,578.82,501.99,605.22
8/2/2024 0:00:00,"QQQ",448.75,441.27,478.31,426.18,510.91,416.35,543.54
8/2/2024 0:00:00,"XLE",88.40,89.56,96.12,84.88,97.60,81.45,100.53
8/2/2024 0:00:00,"XLP",79.26,76.74,79.90,75.50,82.12,72.51,85.54
8/2/2024 0:00:00,"DIA",397.13,396.40,422.56,375.62,435.67,368.56,441.31
8/2/2024 0:00:00,"XLF",42.06,42.67,45.21,41.02,45.74,38.13,48.82
8/5/2024 0:00:00,"XLRE",40.65,40.89,42.85,39.69,44.45,35.61,46.34
8/5/2024 0:00:00,"XLK",197.90,197.20,219.54,181.65,230.70,188.11,256.67
8/5/2024 0:00:00,"XLF",40.84,41.87,45.11,39.56,45.30,38.13,48.82
8/5/2024 0:00:00,"XLV",146.83,147.73,154.08,141.97,157.09,137.44,163.57
8/5/2024 0:00:00,"QQQ",435.37,436.00,474.50,407.26,495.92,416.35,543.54
8/5/2024 0:00:00,"XLI",120.60,122.00,131.04,116.28,132.10,113.85,140.25
8/5/2024 0:00:00,"XLY",171.18,173.04,191.20,159.92,195.07,162.02,207.04
8/5/2024 0:00:00,"DIA",386.81,391.53,420.78,368.21,428.99,368.56,441.31
8/5/2024 0:00:00,"SPY",517.38,521.36,558.62,495.61,573.11,501.99,605.22
8/5/2024 0:00:00,"XLP",77.70,76.68,80.38,75.64,82.00,72.51,85.54
8/5/2024 0:00:00,"IWM",202.20,208.92,233.83,189.01,237.62,185.06,248.67
8/5/2024 0:00:00,"XLC",82.31,82.37,88.61,80.53,90.18,77.67,96.26
8/5/2024 0:00:00,"XLU",72.26,71.93,75.66,68.93,79.74,63.92,80.99
8/5/2024 0:00:00,"XLC",82.31,82.37,88.61,80.53,90.18,77.67,96.26
8/5/2024 0:00:00,"XLV",146.83,147.73,154.08,141.97,157.09,137.44,163.57
8/5/2024 0:00:00,"XLB",88.03,89.12,94.43,85.55,94.19,81.97,100.55
8/5/2024 0:00:00,"XLK",197.90,197.20,219.54,181.65,230.70,188.11,256.67
8/5/2024 0:00:00,"XLE",86.45,87.96,95.74,82.49,96.06,81.45,100.53
8/5/2024 0:00:00,"XLY",171.18,173.04,191.20,159.92,195.07,162.02,207.04
8/5/2024 0:00:00,"SPY",517.38,521.36,558.62,495.61,573.11,501.99,605.22
8/5/2024 0:00:00,"XLB",88.03,89.12,94.43,85.55,94.19,81.97,100.55
8/5/2024 0:00:00,"XLE",86.45,87.96,95.74,82.49,96.06,81.45,100.53
8/5/2024 0:00:00,"XLRE",40.65,40.89,42.85,39.69,44.45,35.61,46.34
8/5/2024 0:00:00,"XLU",72.26,71.93,75.66,68.93,79.74,63.92,80.99
8/5/2024 0:00:00,"QQQ",435.37,436.00,474.50,407.26,495.92,416.35,543.54
8/5/2024 0:00:00,"XLP",77.70,76.68,80.38,75.64,82.00,72.51,85.54
8/5/2024 0:00:00,"XLI",120.60,122.00,131.04,116.28,132.10,113.85,140.25
8/5/2024 0:00:00,"DIA",386.81,391.53,420.78,368.21,428.99,368.56,441.31
8/5/2024 0:00:00,"XLF",40.84,41.87,45.11,39.56,45.30,38.13,48.82
8/5/2024 0:00:00,"IWM",202.20,208.92,233.83,189.01,237.62,185.06,248.67
8/6/2024 0:00:00,"DIA",389.96,383.23,417.15,368.21,428.99,368.56,441.31
8/6/2024 0:00:00,"XLC",83.28,81.03,88.26,80.53,90.18,77.67,96.26
8/6/2024 0:00:00,"XLY",173.07,166.53,187.84,159.92,195.07,162.02,207.04
8/6/2024 0:00:00,"XLI",122.05,119.31,129.68,116.28,132.10,113.85,140.25
8/6/2024 0:00:00,"XLY",173.07,166.53,187.84,159.92,195.07,162.02,207.04
8/6/2024 0:00:00,"XLV",147.51,145.96,153.52,141.97,157.09,137.44,163.57
8/6/2024 0:00:00,"XLC",83.28,81.03,88.26,80.53,90.18,77.67,96.26
8/6/2024 0:00:00,"XLE",86.98,85.71,94.17,82.49,96.06,81.45,100.53
8/6/2024 0:00:00,"XLB",88.48,87.55,93.82,85.55,94.19,81.97,100.55
8/6/2024 0:00:00,"QQQ",439.53,423.20,468.76,407.26,495.92,416.35,543.54
8/6/2024 0:00:00,"XLF",41.50,40.65,44.61,39.56,45.30,38.13,48.82
8/6/2024 0:00:00,"XLK",200.59,190.41,215.98,181.65,230.70,188.11,256.67
8/6/2024 0:00:00,"IWM",204.40,199.24,228.01,189.01,237.62,185.06,248.67
8/6/2024 0:00:00,"XLK",200.59,190.41,215.98,181.65,230.70,188.11,256.67
8/6/2024 0:00:00,"XLU",72.87,72.14,76.37,68.93,79.74,63.92,80.99
8/6/2024 0:00:00,"SPY",522.15,508.23,554.81,495.61,573.11,501.99,605.22
8/6/2024 0:00:00,"XLP",78.24,76.71,80.75,75.64,82.00,72.51,85.54
8/6/2024 0:00:00,"XLV",147.51,145.96,153.52,141.97,157.09,137.44,163.57
8/6/2024 0:00:00,"XLRE",41.55,40.62,42.90,39.69,44.45,35.61,46.34
8/6/2024 0:00:00,"SPY",522.15,508.23,554.81,495.61,573.11,501.99,605.22
8/6/2024 0:00:00,"XLI",122.05,119.31,129.68,116.28,132.10,113.85,140.25
8/6/2024 0:00:00,"XLU",72.87,72.14,76.37,68.93,79.74,63.92,80.99
8/6/2024 0:00:00,"QQQ",439.53,423.20,468.76,407.26,495.92,416.35,543.54
8/6/2024 0:00:00,"XLF",41.50,40.65,44.61,39.56,45.30,38.13,48.82
8/6/2024 0:00:00,"DIA",389.96,383.23,417.15,368.21,428.99,368.56,441.31
8/6/2024 0:00:00,"XLE",86.98,85.71,94.17,82.49,96.06,81.45,100.53
8/6/2024 0:00:00,"XLB",88.48,87.55,93.82,85.55,94.19,81.97,100.55
8/6/2024 0:00:00,"IWM",204.40,199.24,228.01,189.01,237.62,185.06,248.67
8/6/2024 0:00:00,"XLRE",41.55,40.62,42.90,39.69,44.45,35.61,46.34
8/6/2024 0:00:00,"XLP",78.24,76.71,80.75,75.64,82.00,72.51,85.54
8/7/2024 0:00:00,"SPY",518.66,499.80,548.24,495.61,573.11,501.99,605.22
8/7/2024 0:00:00,"XLV",146.01,145.30,152.93,141.97,157.09,137.44,163.57
8/7/2024 0:00:00,"QQQ",434.77,415.04,461.62,407.26,495.92,416.35,543.54
8/7/2024 0:00:00,"XLF",41.55,39.80,43.93,39.56,45.30,38.13,48.82
8/7/2024 0:00:00,"XLB",87.28,86.18,92.78,85.55,94.19,81.97,100.55
8/7/2024 0:00:00,"XLE",87.33,83.76,92.42,82.49,96.06,81.45,100.53
8/7/2024 0:00:00,"XLK",197.34,186.41,211.83,181.65,230.70,188.11,256.67
8/7/2024 0:00:00,"XLC",82.84,80.18,87.72,80.53,90.18,77.67,96.26
8/7/2024 0:00:00,"XLP",78.32,76.79,81.00,75.64,82.00,72.51,85.54
8/7/2024 0:00:00,"XLV",146.01,145.30,152.93,141.97,157.09,137.44,163.57
8/7/2024 0:00:00,"XLY",170.05,162.27,183.85,159.92,195.07,162.02,207.04
8/7/2024 0:00:00,"XLU",73.28,72.26,76.50,68.93,79.74,63.92,80.99
8/7/2024 0:00:00,"XLC",82.84,80.18,87.72,80.53,90.18,77.67,96.26
8/7/2024 0:00:00,"XLK",197.34,186.41,211.83,181.65,230.70,188.11,256.67
8/7/2024 0:00:00,"DIA",387.77,377.24,410.53,368.21,428.99,368.56,441.31
8/7/2024 0:00:00,"IWM",201.98,193.47,220.22,189.01,237.62,185.06,248.67
8/7/2024 0:00:00,"XLRE",41.25,40.37,42.89,39.69,44.45,35.61,46.34
8/7/2024 0:00:00,"XLI",121.46,117.63,127.31,116.28,132.10,113.85,140.25
8/7/2024 0:00:00,"XLY",170.05,162.27,183.85,159.92,195.07,162.02,207.04
8/7/2024 0:00:00,"XLRE",41.25,40.37,42.89,39.69,44.45,35.61,46.34
8/7/2024 0:00:00,"XLF",41.55,39.80,43.93,39.56,45.30,38.13,48.82
8/7/2024 0:00:00,"XLB",87.28,86.18,92.78,85.55,94.19,81.97,100.55
8/7/2024 0:00:00,"QQQ",434.77,415.04,461.62,407.26,495.92,416.35,543.54
8/7/2024 0:00:00,"XLE",87.33,83.76,92.42,82.49,96.06,81.45,100.53
8/7/2024 0:00:00,"IWM",201.98,193.47,220.22,189.01,237.62,185.06,248.67
8/7/2024 0:00:00,"XLU",73.28,72.26,76.50,68.93,79.74,63.92,80.99
8/7/2024 0:00:00,"SPY",518.66,499.80,548.24,495.61,573.11,501.99,605.22
8/7/2024 0:00:00,"XLI",121.46,117.63,127.31,116.28,132.10,113.85,140.25
8/7/2024 0:00:00,"XLP",78.32,76.79,81.00,75.64,82.00,72.51,85.54
8/7/2024 0:00:00,"DIA",387.77,377.24,410.53,368.21,428.99,368.56,441.31
8/8/2024 0:00:00,"XLB",88.63,85.13,91.56,85.55,94.19,81.97,100.55
8/8/2024 0:00:00,"SPY",530.65,494.72,541.93,495.61,573.11,501.99,605.22
8/8/2024 0:00:00,"XLC",84.49,79.57,86.88,80.53,90.18,77.67,96.26
8/8/2024 0:00:00,"XLRE",41.60,40.32,42.87,39.69,44.45,35.61,46.34
8/8/2024 0:00:00,"XLI",124.26,116.70,126.02,116.28,132.10,113.85,140.25
8/8/2024 0:00:00,"QQQ",448.07,411.09,453.77,407.26,495.92,416.35,543.54
8/8/2024 0:00:00,"XLU",73.36,72.39,76.45,68.93,79.74,63.92,80.99
8/8/2024 0:00:00,"XLK",204.71,184.18,208.09,181.65,230.70,188.11,256.67
8/8/2024 0:00:00,"IWM",206.89,190.12,214.32,189.01,237.62,185.06,248.67
8/8/2024 0:00:00,"XLF",42.22,39.47,43.35,39.56,45.30,38.13,48.82
8/8/2024 0:00:00,"DIA",394.52,374.14,404.61,368.21,428.99,368.56,441.31
8/8/2024 0:00:00,"XLE",89.21,83.05,90.89,82.49,96.06,81.45,100.53
8/8/2024 0:00:00,"XLP",79.03,77.12,80.71,75.64,82.00,72.51,85.54
8/8/2024 0:00:00,"XLY",173.76,159.48,180.07,159.92,195.07,162.02,207.04
8/8/2024 0:00:00,"XLV",149.24,143.98,151.67,141.97,157.09,137.44,163.57
8/8/2024 0:00:00,"XLV",149.24,143.98,151.67,141.97,157.09,137.44,163.57
8/8/2024 0:00:00,"XLK",204.71,184.18,208.09,181.65,230.70,188.11,256.67
8/8/2024 0:00:00,"XLY",173.76,159.48,180.07,159.92,195.07,162.02,207.04
8/8/2024 0:00:00,"XLC",84.49,79.57,86.88,80.53,90.18,77.67,96.26
8/8/2024 0:00:00,"SPY",530.65,494.72,541.93,495.61,573.11,501.99,605.22
8/8/2024 0:00:00,"XLI",124.26,116.70,126.02,116.28,132.10,113.85,140.25
8/8/2024 0:00:00,"XLU",73.36,72.39,76.45,68.93,79.74,63.92,80.99
8/8/2024 0:00:00,"QQQ",448.07,411.09,453.77,407.26,495.92,416.35,543.54
8/8/2024 0:00:00,"XLP",79.03,77.12,80.71,75.64,82.00,72.51,85.54
8/8/2024 0:00:00,"XLF",42.22,39.47,43.35,39.56,45.30,38.13,48.82
8/8/2024 0:00:00,"DIA",394.52,374.14,404.61,368.21,428.99,368.56,441.31
8/8/2024 0:00:00,"XLRE",41.60,40.32,42.87,39.69,44.45,35.61,46.34
8/8/2024 0:00:00,"IWM",206.89,190.12,214.32,189.01,237.62,185.06,248.67
8/8/2024 0:00:00,"XLE",89.21,83.05,90.89,82.49,96.06,81.45,100.53
8/8/2024 0:00:00,"XLB",88.63,85.13,91.56,85.55,94.19,81.97,100.55
8/9/2024 0:00:00,"XLV",149.98,143.87,150.97,141.97,157.09,137.44,163.57
8/9/2024 0:00:00,"XLC",85.21,79.35,86.56,80.53,90.18,77.67,96.26
8/9/2024 0:00:00,"XLI",124.28,116.90,125.97,116.28,132.10,113.85,140.25
8/9/2024 0:00:00,"SPY",532.99,494.53,540.71,495.61,573.11,501.99,605.22
8/9/2024 0:00:00,"XLY",174.34,158.76,179.23,159.92,195.07,162.02,207.04
8/9/2024 0:00:00,"XLE",89.41,83.08,90.48,82.49,96.06,81.45,100.53
8/9/2024 0:00:00,"XLU",73.61,72.28,76.02,68.93,79.74,63.92,80.99
8/9/2024 0:00:00,"XLF",42.40,39.46,43.13,39.56,45.30,38.13,48.82
8/9/2024 0:00:00,"XLP",79.15,77.19,80.36,75.64,82.00,72.51,85.54
8/9/2024 0:00:00,"IWM",206.46,189.27,212.74,189.01,237.62,185.06,248.67
8/9/2024 0:00:00,"XLV",149.98,143.87,150.97,141.97,157.09,137.44,163.57
8/9/2024 0:00:00,"DIA",395.15,373.15,402.35,368.21,428.99,368.56,441.31
8/9/2024 0:00:00,"XLC",85.21,79.35,86.56,80.53,90.18,77.67,96.26
8/9/2024 0:00:00,"XLK",205.63,184.06,208.07,181.65,230.70,188.11,256.67
8/9/2024 0:00:00,"QQQ",450.41,410.41,453.19,407.26,495.92,416.35,543.54
8/9/2024 0:00:00,"XLB",88.56,84.83,90.88,85.55,94.19,81.97,100.55
8/9/2024 0:00:00,"XLY",174.34,158.76,179.23,159.92,195.07,162.02,207.04
8/9/2024 0:00:00,"XLK",205.63,184.06,208.07,181.65,230.70,188.11,256.67
8/9/2024 0:00:00,"XLRE",41.81,40.21,42.62,39.69,44.45,35.61,46.34
8/9/2024 0:00:00,"XLE",89.41,83.08,90.48,82.49,96.06,81.45,100.53
8/9/2024 0:00:00,"XLI",124.28,116.90,125.97,116.28,132.10,113.85,140.25
8/9/2024 0:00:00,"XLP",79.15,77.19,80.36,75.64,82.00,72.51,85.54
8/9/2024 0:00:00,"QQQ",450.41,410.41,453.19,407.26,495.92,416.35,543.54
8/9/2024 0:00:00,"XLU",73.61,72.28,76.02,68.93,79.74,63.92,80.99
8/9/2024 0:00:00,"SPY",532.99,494.53,540.71,495.61,573.11,501.99,605.22
8/9/2024 0:00:00,"IWM",206.46,189.27,212.74,189.01,237.62,185.06,248.67
8/9/2024 0:00:00,"XLRE",41.81,40.21,42.62,39.69,44.45,35.61,46.34
8/9/2024 0:00:00,"DIA",395.15,373.15,402.35,368.21,428.99,368.56,441.31
8/9/2024 0:00:00,"XLF",42.40,39.46,43.13,39.56,45.30,38.13,48.82
8/9/2024 0:00:00,"XLB",88.56,84.83,90.88,85.55,94.19,81.97,100.55
8/12/2024 0:00:00,"XLF",42.18,39.78,43.57,39.59,45.18,38.13,48.82
8/12/2024 0:00:00,"SPY",533.27,499.52,543.78,493.42,575.62,501.99,605.22
8/12/2024 0:00:00,"XLRE",41.56,40.34,42.70,39.87,44.55,35.61,46.34
8/12/2024 0:00:00,"XLY",173.65,160.66,179.44,158.34,193.59,162.02,207.04
8/12/2024 0:00:00,"XLV",149.41,144.59,151.40,140.43,159.37,137.44,163.57
8/12/2024 0:00:00,"DIA",393.77,375.18,404.39,368.79,425.24,368.56,441.31
8/12/2024 0:00:00,"XLV",149.41,144.59,151.40,140.43,159.37,137.44,163.57
8/12/2024 0:00:00,"XLK",207.31,187.07,210.06,182.35,231.70,188.11,256.67
8/12/2024 0:00:00,"XLP",78.75,77.40,80.35,75.90,82.79,72.51,85.54
8/12/2024 0:00:00,"XLC",84.62,80.05,87.24,80.38,89.73,77.67,96.26
8/12/2024 0:00:00,"XLU",73.74,72.23,75.83,70.03,78.90,63.92,80.99
8/12/2024 0:00:00,"XLB",88.17,84.83,91.12,84.69,93.11,81.97,100.55
8/12/2024 0:00:00,"XLE",89.85,83.79,91.29,82.42,94.33,81.45,100.53
8/12/2024 0:00:00,"XLC",84.62,80.05,87.24,80.38,89.73,77.67,96.26
8/12/2024 0:00:00,"XLK",207.31,187.07,210.06,182.35,231.70,188.11,256.67
8/12/2024 0:00:00,"QQQ",451.38,415.81,457.01,407.87,496.60,416.35,543.54
8/12/2024 0:00:00,"XLY",173.65,160.66,179.44,158.34,193.59,162.02,207.04
8/12/2024 0:00:00,"XLI",123.65,117.85,126.90,116.37,132.07,113.85,140.25
8/12/2024 0:00:00,"IWM",204.60,191.42,213.56,187.51,229.01,185.06,248.67
8/12/2024 0:00:00,"XLB",88.17,84.83,91.12,84.69,93.11,81.97,100.55
8/12/2024 0:00:00,"XLF",42.18,39.78,43.57,39.59,45.18,38.13,48.82
8/12/2024 0:00:00,"XLRE",41.56,40.34,42.70,39.87,44.55,35.61,46.34
8/12/2024 0:00:00,"SPY",533.27,499.52,543.78,493.42,575.62,501.99,605.22
8/12/2024 0:00:00,"XLP",78.75,77.40,80.35,75.90,82.79,72.51,85.54
8/12/2024 0:00:00,"QQQ",451.38,415.81,457.01,407.87,496.60,416.35,543.54
8/12/2024 0:00:00,"XLU",73.74,72.23,75.83,70.03,78.90,63.92,80.99
8/12/2024 0:00:00,"IWM",204.60,191.42,213.56,187.51,229.01,185.06,248.67
8/12/2024 0:00:00,"DIA",393.77,375.18,404.39,368.79,425.24,368.56,441.31
8/12/2024 0:00:00,"XLI",123.65,117.85,126.90,116.37,132.07,113.85,140.25
8/12/2024 0:00:00,"XLE",89.85,83.79,91.29,82.42,94.33,81.45,100.53
8/13/2024 0:00:00,"XLU",74.17,72.38,75.86,70.03,78.90,63.92,80.99
8/13/2024 0:00:00,"XLK",213.68,188.67,211.84,182.35,231.70,188.11,256.67
8/13/2024 0:00:00,"DIA",397.79,376.99,404.74,368.79,425.24,368.56,441.31
8/13/2024 0:00:00,"XLV",151.22,145.00,151.84,140.43,159.37,137.44,163.57
8/13/2024 0:00:00,"XLC",85.72,80.58,87.63,80.38,89.73,77.67,96.26
8/13/2024 0:00:00,"XLE",88.98,84.09,92.18,82.42,94.33,81.45,100.53
8/13/2024 0:00:00,"XLY",178.00,161.25,179.30,158.34,193.59,162.02,207.04
8/13/2024 0:00:00,"XLK",213.68,188.67,211.84,182.35,231.70,188.11,256.67
8/13/2024 0:00:00,"QQQ",462.58,419.08,460.12,407.87,496.60,416.35,543.54
8/13/2024 0:00:00,"IWM",207.97,192.21,213.71,187.51,229.01,185.06,248.67
8/13/2024 0:00:00,"XLRE",41.85,40.54,42.64,39.87,44.55,35.61,46.34
8/13/2024 0:00:00,"XLF",42.53,40.11,43.76,39.59,45.18,38.13,48.82
8/13/2024 0:00:00,"XLI",124.95,118.58,127.12,116.37,132.07,113.85,140.25
8/13/2024 0:00:00,"XLY",178.00,161.25,179.30,158.34,193.59,162.02,207.04
8/13/2024 0:00:00,"SPY",542.04,502.78,546.03,493.42,575.62,501.99,605.22
8/13/2024 0:00:00,"XLB",89.05,84.95,90.93,84.69,93.11,81.97,100.55
8/13/2024 0:00:00,"XLV",151.22,145.00,151.84,140.43,159.37,137.44,163.57
8/13/2024 0:00:00,"XLC",85.72,80.58,87.63,80.38,89.73,77.67,96.26
8/13/2024 0:00:00,"XLP",79.11,77.52,80.39,75.90,82.79,72.51,85.54
8/13/2024 0:00:00,"XLB",89.05,84.95,90.93,84.69,93.11,81.97,100.55
8/13/2024 0:00:00,"XLP",79.11,77.52,80.39,75.90,82.79,72.51,85.54
8/13/2024 0:00:00,"XLI",124.95,118.58,127.12,116.37,132.07,113.85,140.25
8/13/2024 0:00:00,"QQQ",462.58,419.08,460.12,407.87,496.60,416.35,543.54
8/13/2024 0:00:00,"XLRE",41.85,40.54,42.64,39.87,44.55,35.61,46.34
8/13/2024 0:00:00,"XLE",88.98,84.09,92.18,82.42,94.33,81.45,100.53
8/13/2024 0:00:00,"SPY",542.04,502.78,546.03,493.42,575.62,501.99,605.22
8/13/2024 0:00:00,"XLU",74.17,72.38,75.86,70.03,78.90,63.92,80.99
8/13/2024 0:00:00,"DIA",397.79,376.99,404.74,368.79,425.24,368.56,441.31
8/13/2024 0:00:00,"XLF",42.53,40.11,43.76,39.59,45.18,38.13,48.82
8/13/2024 0:00:00,"IWM",207.97,192.21,213.71,187.51,229.01,185.06,248.67
8/14/2024 0:00:00,"QQQ",462.73,424.09,465.45,407.87,496.60,416.35,543.54
8/14/2024 0:00:00,"XLRE",42.00,40.63,42.55,39.87,44.55,35.61,46.34
8/14/2024 0:00:00,"XLE",89.50,84.66,92.22,82.42,94.33,81.45,100.53
8/14/2024 0:00:00,"XLK",214.85,191.61,214.59,182.35,231.70,188.11,256.67
8/14/2024 0:00:00,"IWM",206.68,192.95,213.88,187.51,229.01,185.06,248.67
8/14/2024 0:00:00,"XLF",43.05,40.27,43.83,39.59,45.18,38.13,48.82
8/14/2024 0:00:00,"DIA",400.09,378.75,406.06,368.79,425.24,368.56,441.31
8/14/2024 0:00:00,"XLC",85.23,81.15,88.02,80.38,89.73,77.67,96.26
8/14/2024 0:00:00,"XLV",151.76,146.05,152.89,140.43,159.37,137.44,163.57
8/14/2024 0:00:00,"SPY",543.75,507.14,550.05,493.42,575.62,501.99,605.22
8/14/2024 0:00:00,"XLC",85.23,81.15,88.02,80.38,89.73,77.67,96.26
8/14/2024 0:00:00,"XLK",214.85,191.61,214.59,182.35,231.70,188.11,256.67
8/14/2024 0:00:00,"XLY",177.05,162.28,180.73,158.34,193.59,162.02,207.04
8/14/2024 0:00:00,"XLP",79.47,77.56,80.29,75.90,82.79,72.51,85.54
8/14/2024 0:00:00,"XLI",125.46,119.05,127.44,116.37,132.07,113.85,140.25
8/14/2024 0:00:00,"XLY",177.05,162.28,180.73,158.34,193.59,162.02,207.04
8/14/2024 0:00:00,"XLV",151.76,146.05,152.89,140.43,159.37,137.44,163.57
8/14/2024 0:00:00,"XLB",89.05,85.23,90.89,84.69,93.11,81.97,100.55
8/14/2024 0:00:00,"XLU",74.12,72.58,75.91,70.03,78.90,63.92,80.99
8/14/2024 0:00:00,"XLP",79.47,77.56,80.29,75.90,82.79,72.51,85.54
8/14/2024 0:00:00,"DIA",400.09,378.75,406.06,368.79,425.24,368.56,441.31
8/14/2024 0:00:00,"XLF",43.05,40.27,43.83,39.59,45.18,38.13,48.82
8/14/2024 0:00:00,"XLI",125.46,119.05,127.44,116.37,132.07,113.85,140.25
8/14/2024 0:00:00,"QQQ",462.73,424.09,465.45,407.87,496.60,416.35,543.54
8/14/2024 0:00:00,"XLRE",42.00,40.63,42.55,39.87,44.55,35.61,46.34
8/14/2024 0:00:00,"SPY",543.75,507.14,550.05,493.42,575.62,501.99,605.22
8/14/2024 0:00:00,"XLB",89.05,85.23,90.89,84.69,93.11,81.97,100.55
8/14/2024 0:00:00,"XLE",89.50,84.66,92.22,82.42,94.33,81.45,100.53
8/14/2024 0:00:00,"IWM",206.68,192.95,213.88,187.51,229.01,185.06,248.67
8/14/2024 0:00:00,"XLU",74.12,72.58,75.91,70.03,78.90,63.92,80.99
8/15/2024 0:00:00,"XLC",86.00,81.97,88.25,80.38,89.73,77.67,96.26
