"Date","Ticker","gap_lt","gap_lt_avg","gap_lt_hi","gap_lt_lo"
12/30/2024 0:00:00,"XLK",-24.33,-17.28,-7.24,-27.32
12/31/2024 0:00:00,"XLK",-26.28,-17.28,-7.24,-27.32
1/2/2025 0:00:00,"XLK",-25.66,-17.28,-7.24,-27.32
1/3/2025 0:00:00,"XLK",-21.88,-17.28,-7.24,-27.32
1/6/2025 0:00:00,"XLK",-18.88,-17.28,-7.24,-27.32
1/7/2025 0:00:00,"XLK",-23.67,-17.28,-7.24,-27.32
1/8/2025 0:00:00,"XLK",-23.75,-17.28,-7.24,-27.32
1/10/2025 0:00:00,"XLK",-28.85,-17.28,-7.24,-27.32
1/13/2025 0:00:00,"XLK",-30.47,-17.28,-7.24,-27.32
1/14/2025 0:00:00,"XLK",-29.87,-17.28,-7.24,-27.32
1/15/2025 0:00:00,"XLK",-25.34,-17.28,-7.24,-27.32
1/16/2025 0:00:00,"XLK",-27.13,-17.28,-7.24,-27.32
1/17/2025 0:00:00,"XLK",-23.52,-17.28,-7.24,-27.32
1/21/2025 0:00:00,"XLK",-21.57,-17.28,-7.24,-27.32
1/22/2025 0:00:00,"XLK",-16.24,-17.28,-7.24,-27.32
1/23/2025 0:00:00,"XLK",-15.81,-17.28,-7.24,-27.32
1/24/2025 0:00:00,"XLK",-18.33,-17.28,-7.24,-27.32
1/27/2025 0:00:00,"XLK",-30.06,-17.28,-7.24,-27.32
1/28/2025 0:00:00,"XLK",-23.99,-17.28,-7.24,-27.32
1/29/2025 0:00:00,"XLK",-25.89,-17.28,-7.24,-27.32
1/30/2025 0:00:00,"XLK",-25.46,-17.28,-7.24,-27.32
1/31/2025 0:00:00,"XLK",-26.82,-17.28,-7.24,-27.32
2/3/2025 0:00:00,"XLK",-29.53,-17.28,-7.24,-27.32
2/4/2025 0:00:00,"XLK",-26.25,-17.28,-7.24,-27.32
2/5/2025 0:00:00,"XLK",-23.04,-17.28,-7.24,-27.32
2/6/2025 0:00:00,"XLK",-22.40,-17.28,-7.24,-27.32
2/7/2025 0:00:00,"XLK",-24.41,-17.28,-7.24,-27.32
2/10/2025 0:00:00,"XLK",-21.01,-17.28,-7.24,-27.32
2/11/2025 0:00:00,"XLK",-20.90,-17.28,-7.24,-27.32
2/12/2025 0:00:00,"XLK",-21.41,-17.28,-7.24,-27.32
2/13/2025 0:00:00,"XLK",-18.07,-17.28,-7.24,-27.32
2/14/2025 0:00:00,"XLK",-17.26,-17.28,-7.24,-27.32
2/18/2025 0:00:00,"XLK",-15.07,-17.28,-7.24,-27.32
2/19/2025 0:00:00,"XLK",-15.05,-17.28,-7.24,-27.32
2/20/2025 0:00:00,"XLK",-15.82,-17.28,-7.24,-27.32
2/21/2025 0:00:00,"XLK",-22.36,-17.28,-7.24,-27.32
2/24/2025 0:00:00,"XLK",-25.72,-17.28,-7.24,-27.32
2/25/2025 0:00:00,"XLK",-28.72,-17.28,-7.24,-27.32
2/26/2025 0:00:00,"XLK",-26.23,-17.28,-7.24,-27.32
2/27/2025 0:00:00,"XLK",-34.64,-17.28,-7.24,-27.32
2/28/2025 0:00:00,"XLK",-31.70,-17.28,-7.24,-27.32
3/3/2025 0:00:00,"XLK",-24.09,-17.28,-7.24,-27.32
3/4/2025 0:00:00,"XLK",-24.26,-17.28,-7.24,-27.32
3/5/2025 0:00:00,"XLK",-21.19,-17.28,-7.24,-27.32
3/6/2025 0:00:00,"XLK",-27.34,-17.28,-7.24,-27.32
3/7/2025 0:00:00,"XLK",-24.22,-17.28,-7.24,-27.32
3/10/2025 0:00:00,"XLK",-33.51,-17.28,-7.24,-27.32
3/11/2025 0:00:00,"XLK",-34.36,-17.28,-7.24,-27.32
3/12/2025 0:00:00,"XLK",-31.08,-17.28,-7.24,-27.32
3/13/2025 0:00:00,"XLK",-35.10,-17.28,-7.24,-27.32
3/14/2025 0:00:00,"XLK",-28.82,-17.28,-7.24,-27.32
3/17/2025 0:00:00,"XLK",-27.33,-17.28,-7.24,-27.32
3/18/2025 0:00:00,"XLK",-30.61,-17.28,-7.24,-27.32
3/19/2025 0:00:00,"XLK",-27.85,-17.28,-7.24,-27.32
3/20/2025 0:00:00,"XLK",-29.38,-17.28,-7.24,-27.32
3/21/2025 0:00:00,"XLK",-28.80,-17.28,-7.24,-27.32
3/24/2025 0:00:00,"XLK",-25.13,-17.28,-7.24,-27.32
3/25/2025 0:00:00,"XLK",-24.41,-17.28,-7.24,-27.32
3/26/2025 0:00:00,"XLK",-29.28,-17.28,-7.24,-27.32
3/27/2025 0:00:00,"XLK",-31.25,-17.28,-7.24,-27.32
3/28/2025 0:00:00,"XLK",-36.38,-17.28,-7.24,-27.32
3/31/2025 0:00:00,"XLK",-36.28,-17.28,-7.24,-27.32
4/1/2025 0:00:00,"XLK",-14.41,-17.28,-7.24,-27.32
4/2/2025 0:00:00,"XLK",-12.87,-17.28,-7.24,-27.32
4/3/2025 0:00:00,"XLK",-27.17,-17.28,-7.24,-27.32
4/4/2025 0:00:00,"XLK",-40.03,-17.28,-7.24,-27.32
4/7/2025 0:00:00,"XLK",-38.94,-17.28,-7.24,-27.32
4/8/2025 0:00:00,"XLK",-42.67,-17.28,-7.24,-27.32
4/9/2025 0:00:00,"XLK",-18.54,-17.28,-7.24,-27.32
4/10/2025 0:00:00,"XLK",-28.03,-17.28,-7.24,-27.32
4/11/2025 0:00:00,"XLK",-24.05,-17.28,-7.24,-27.32
4/14/2025 0:00:00,"XLK",-22.24,-17.28,-7.24,-27.32
4/15/2025 0:00:00,"XLK",-21.51,-17.28,-7.24,-27.32
4/16/2025 0:00:00,"XLK",-28.49,-17.28,-7.24,-27.32
4/17/2025 0:00:00,"XLK",-29.54,-17.28,-7.24,-27.32
4/21/2025 0:00:00,"XLK",-34.52,-17.28,-7.24,-27.32
4/22/2025 0:00:00,"XLK",-29.94,-17.28,-7.24,-27.32
4/23/2025 0:00:00,"XLK",-24.36,-17.28,-7.24,-27.32
4/24/2025 0:00:00,"XLK",-16.97,-17.28,-7.24,-27.32
4/25/2025 0:00:00,"XLK",-13.93,-17.28,-7.24,-27.32
4/28/2025 0:00:00,"XLK",-14.27,-17.28,-7.24,-27.32
4/29/2025 0:00:00,"XLK",-13.30,-17.28,-7.24,-27.32
4/30/2025 0:00:00,"XLK",-12.43,-17.28,-7.24,-27.32
5/1/2025 0:00:00,"XLK",-15.51,-17.28,-7.24,-27.32
5/2/2025 0:00:00,"XLK",-11.95,-17.28,-7.24,-27.32
5/5/2025 0:00:00,"XLK",-13.10,-17.28,-7.24,-27.32
5/6/2025 0:00:00,"XLK",-14.89,-17.28,-7.24,-27.32
5/7/2025 0:00:00,"XLK",-12.75,-17.28,-7.24,-27.32
5/8/2025 0:00:00,"XLK",-10.69,-17.28,-7.24,-27.32
5/9/2025 0:00:00,"XLK",-10.96,-17.28,-7.24,-27.32
5/12/2025 0:00:00,"XLK",-0.86,-17.28,-7.24,-27.32
5/13/2025 0:00:00,"XLK",4.06,-17.28,-7.24,-27.32
5/14/2025 0:00:00,"XLK",5.57,-17.28,-7.24,-27.32
5/15/2025 0:00:00,"XLK",5.89,-17.28,-7.24,-27.32
5/16/2025 0:00:00,"XLK",6.33,-17.28,-7.24,-27.32
5/19/2025 0:00:00,"XLK",5.99,-17.28,-7.24,-27.32
5/20/2025 0:00:00,"XLK",5.11,-17.28,-7.24,-27.32
5/21/2025 0:00:00,"XLK",0.72,-17.28,-7.24,-27.32
5/22/2025 0:00:00,"XLK",0.78,-17.28,-7.24,-27.32
5/23/2025 0:00:00,"XLK",-1.75,-17.28,-7.24,-27.32
5/27/2025 0:00:00,"XLK",3.64,-17.28,-7.24,-27.32
5/28/2025 0:00:00,"XLK",2.68,-17.28,-7.24,-27.32
5/29/2025 0:00:00,"XLK",3.07,-17.28,-7.24,-27.32
5/30/2025 0:00:00,"XLK",2.35,-17.28,-7.24,-27.32
6/2/2025 0:00:00,"XLK",-14.89,-17.28,-7.24,-27.32
6/3/2025 0:00:00,"XLK",-11.39,-17.28,-7.24,-27.32
6/4/2025 0:00:00,"XLK",-11.04,-17.28,-7.24,-27.32
6/5/2025 0:00:00,"XLK",-11.71,-17.28,-7.24,-27.32
6/6/2025 0:00:00,"XLK",-9.48,-17.28,-7.24,-27.32
6/9/2025 0:00:00,"XLK",-8.31,-17.28,-7.24,-27.32
6/10/2025 0:00:00,"XLK",-6.97,-17.28,-7.24,-27.32
6/11/2025 0:00:00,"XLK",-7.50,-17.28,-7.24,-27.32
6/12/2025 0:00:00,"XLK",-5.27,-17.28,-7.24,-27.32
6/13/2025 0:00:00,"XLK",-8.67,-17.28,-7.24,-27.32
6/16/2025 0:00:00,"XLK",-4.80,-17.28,-7.24,-27.32
6/17/2025 0:00:00,"XLK",-6.52,-17.28,-7.24,-27.32
6/18/2025 0:00:00,"XLK",-6.23,-17.28,-7.24,-27.32
6/20/2025 0:00:00,"XLK",-7.30,-17.28,-7.24,-27.32
6/23/2025 0:00:00,"XLK",-4.96,-17.28,-7.24,-27.32
6/24/2025 0:00:00,"XLK",-0.60,-17.28,-7.24,-27.32
6/25/2025 0:00:00,"XLK",1.51,-17.28,-7.24,-27.32
6/26/2025 0:00:00,"XLK",3.23,-17.28,-7.24,-27.32
6/27/2025 0:00:00,"XLK",2.93,-17.28,-7.24,-27.32
6/30/2025 0:00:00,"XLK",5.39,-17.28,-7.24,-27.32
7/1/2025 0:00:00,"XLK",-13.24,-17.28,-7.24,-27.32
7/2/2025 0:00:00,"XLK",-10.59,-17.28,-7.24,-27.32
7/3/2025 0:00:00,"XLK",-7.25,-17.28,-7.24,-27.32
7/7/2025 0:00:00,"XLK",-9.29,-17.28,-7.24,-27.32
7/8/2025 0:00:00,"XLK",-7.92,-17.28,-7.24,-27.32
7/9/2025 0:00:00,"XLK",-6.38,-17.28,-7.24,-27.32
7/10/2025 0:00:00,"XLK",-7.23,-17.28,-7.24,-27.32
7/11/2025 0:00:00,"XLK",-8.36,-17.28,-7.24,-27.32
7/14/2025 0:00:00,"XLK",-8.57,-17.28,-7.24,-27.32
7/15/2025 0:00:00,"XLK",-6.30,-17.28,-7.24,-27.32
7/16/2025 0:00:00,"XLK",-5.50,-17.28,-7.24,-27.32
7/17/2025 0:00:00,"XLK",-3.15,-17.28,-7.24,-27.32
7/18/2025 0:00:00,"XLK",-3.32,-17.28,-7.24,-27.32
7/21/2025 0:00:00,"XLK",-2.98,-17.28,-7.24,-27.32
7/22/2025 0:00:00,"XLK",-5.40,-17.28,-7.24,-27.32
7/23/2025 0:00:00,"XLK",-3.92,-17.28,-7.24,-27.32
7/24/2025 0:00:00,"XLK",-2.82,-17.28,-7.24,-27.32
7/25/2025 0:00:00,"XLK",-2.22,-17.28,-7.24,-27.32
7/28/2025 0:00:00,"XLK",-0.13,-17.28,-7.24,-27.32
7/29/2025 0:00:00,"XLK",-0.12,-17.28,-7.24,-27.32
7/30/2025 0:00:00,"XLK",0.47,-17.28,-7.24,-27.32
7/31/2025 0:00:00,"XLK",-1.47,-17.28,-7.24,-27.32
8/1/2025 0:00:00,"XLK",-17.87,-17.28,-7.24,-27.32
8/4/2025 0:00:00,"XLK",-12.65,-17.28,-7.24,-27.32
8/5/2025 0:00:00,"XLK",-14.82,-17.28,-7.24,-27.32
8/6/2025 0:00:00,"XLK",-11.89,-17.28,-7.24,-27.32
8/7/2025 0:00:00,"XLK",-11.65,-17.28,-7.24,-27.32
8/8/2025 0:00:00,"XLK",-9.02,-17.28,-7.24,-27.32
8/11/2025 0:00:00,"XLK",-10.82,-17.28,-7.24,-27.32
8/12/2025 0:00:00,"XLK",-6.73,-17.28,-7.24,-27.32
8/13/2025 0:00:00,"XLK",-6.63,-17.28,-7.24,-27.32
8/14/2025 0:00:00,"XLK",-7.21,-17.28,-7.24,-27.32
8/15/2025 0:00:00,"XLK",-9.24,-17.28,-7.24,-27.32
8/18/2025 0:00:00,"XLK",-8.67,-17.28,-7.24,-27.32
8/19/2025 0:00:00,"XLK",-13.32,-17.28,-7.24,-27.32
8/20/2025 0:00:00,"XLK",-15.09,-17.28,-7.24,-27.32
8/21/2025 0:00:00,"XLK",-16.03,-17.28,-7.24,-27.32
8/22/2025 0:00:00,"XLK",-12.52,-17.28,-7.24,-27.32
8/25/2025 0:00:00,"XLK",-13.11,-17.28,-7.24,-27.32
8/26/2025 0:00:00,"XLK",-11.91,-17.28,-7.24,-27.32
8/27/2025 0:00:00,"XLK",-10.49,-17.28,-7.24,-27.32
8/28/2025 0:00:00,"XLK",-8.40,-17.28,-7.24,-27.32
8/29/2025 0:00:00,"XLK",-12.49,-17.28,-7.24,-27.32
8/1/2024 0:00:00,"XLV",-5.04,-4.66,-1.37,-7.95
8/2/2024 0:00:00,"XLV",-5.34,-4.66,-1.37,-7.95
8/5/2024 0:00:00,"XLV",-9.37,-4.66,-1.37,-7.95
8/6/2024 0:00:00,"XLV",-8.69,-4.66,-1.37,-7.95
8/7/2024 0:00:00,"XLV",-10.19,-4.66,-1.37,-7.95
8/8/2024 0:00:00,"XLV",-6.96,-4.66,-1.37,-7.95
8/9/2024 0:00:00,"XLV",-6.22,-4.66,-1.37,-7.95
8/12/2024 0:00:00,"XLV",-6.79,-4.66,-1.37,-7.95
8/13/2024 0:00:00,"XLV",-4.98,-4.66,-1.37,-7.95
8/14/2024 0:00:00,"XLV",-4.44,-4.66,-1.37,-7.95
8/15/2024 0:00:00,"XLV",-3.49,-4.66,-1.37,-7.95
8/16/2024 0:00:00,"XLV",-3.33,-4.66,-1.37,-7.95
8/19/2024 0:00:00,"XLV",-2.40,-4.66,-1.37,-7.95
8/20/2024 0:00:00,"XLV",-1.78,-4.66,-1.37,-7.95
8/21/2024 0:00:00,"XLV",-1.52,-4.66,-1.37,-7.95
8/22/2024 0:00:00,"XLV",-1.42,-4.66,-1.37,-7.95
8/23/2024 0:00:00,"XLV",-0.75,-4.66,-1.37,-7.95
8/26/2024 0:00:00,"XLV",-0.83,-4.66,-1.37,-7.95
8/27/2024 0:00:00,"XLV",-0.59,-4.66,-1.37,-7.95
8/28/2024 0:00:00,"XLV",-0.41,-4.66,-1.37,-7.95
8/29/2024 0:00:00,"XLV",-0.08,-4.66,-1.37,-7.95
8/30/2024 0:00:00,"XLV",1.00,-4.66,-1.37,-7.95
9/3/2024 0:00:00,"XLV",-4.50,-4.66,-1.37,-7.95
9/4/2024 0:00:00,"XLV",-4.77,-4.66,-1.37,-7.95
9/5/2024 0:00:00,"XLV",-6.92,-4.66,-1.37,-7.95
9/6/2024 0:00:00,"XLV",-7.45,-4.66,-1.37,-7.95
9/9/2024 0:00:00,"XLV",-6.37,-4.66,-1.37,-7.95
9/10/2024 0:00:00,"XLV",-5.66,-4.66,-1.37,-7.95
9/11/2024 0:00:00,"XLV",-6.12,-4.66,-1.37,-7.95
9/12/2024 0:00:00,"XLV",-5.56,-4.66,-1.37,-7.95
9/13/2024 0:00:00,"XLV",-5.24,-4.66,-1.37,-7.95
9/16/2024 0:00:00,"XLV",-4.16,-4.66,-1.37,-7.95
9/17/2024 0:00:00,"XLV",-5.78,-4.66,-1.37,-7.95
9/18/2024 0:00:00,"XLV",-6.04,-4.66,-1.37,-7.95
9/19/2024 0:00:00,"XLV",-5.48,-4.66,-1.37,-7.95
9/20/2024 0:00:00,"XLV",-6.12,-4.66,-1.37,-7.95
9/23/2024 0:00:00,"XLV",-7.00,-4.66,-1.37,-7.95
9/24/2024 0:00:00,"XLV",-7.31,-4.66,-1.37,-7.95
9/25/2024 0:00:00,"XLV",-8.81,-4.66,-1.37,-7.95
9/26/2024 0:00:00,"XLV",-8.30,-4.66,-1.37,-7.95
9/27/2024 0:00:00,"XLV",-8.38,-4.66,-1.37,-7.95
9/30/2024 0:00:00,"XLV",-7.38,-4.66,-1.37,-7.95
10/1/2024 0:00:00,"XLV",-5.14,-4.66,-1.37,-7.95
10/2/2024 0:00:00,"XLV",-5.45,-4.66,-1.37,-7.95
10/3/2024 0:00:00,"XLV",-6.83,-4.66,-1.37,-7.95
10/4/2024 0:00:00,"XLV",-6.71,-4.66,-1.37,-7.95
10/7/2024 0:00:00,"XLV",-7.38,-4.66,-1.37,-7.95
10/8/2024 0:00:00,"XLV",-6.56,-4.66,-1.37,-7.95
10/9/2024 0:00:00,"XLV",-5.01,-4.66,-1.37,-7.95
10/10/2024 0:00:00,"XLV",-5.58,-4.66,-1.37,-7.95
10/11/2024 0:00:00,"XLV",-4.46,-4.66,-1.37,-7.95
10/14/2024 0:00:00,"XLV",-3.61,-4.66,-1.37,-7.95
10/15/2024 0:00:00,"XLV",-5.50,-4.66,-1.37,-7.95
10/16/2024 0:00:00,"XLV",-5.07,-4.66,-1.37,-7.95
10/17/2024 0:00:00,"XLV",-5.96,-4.66,-1.37,-7.95
10/18/2024 0:00:00,"XLV",-5.22,-4.66,-1.37,-7.95
10/21/2024 0:00:00,"XLV",-7.02,-4.66,-1.37,-7.95
10/22/2024 0:00:00,"XLV",-7.24,-4.66,-1.37,-7.95
10/23/2024 0:00:00,"XLV",-7.95,-4.66,-1.37,-7.95
10/24/2024 0:00:00,"XLV",-8.94,-4.66,-1.37,-7.95
10/25/2024 0:00:00,"XLV",-9.76,-4.66,-1.37,-7.95
10/28/2024 0:00:00,"XLV",-9.54,-4.66,-1.37,-7.95
10/29/2024 0:00:00,"XLV",-9.95,-4.66,-1.37,-7.95
10/30/2024 0:00:00,"XLV",-10.23,-4.66,-1.37,-7.95
10/31/2024 0:00:00,"XLV",-11.48,-4.66,-1.37,-7.95
11/1/2024 0:00:00,"XLV",-4.35,-4.66,-1.37,-7.95
11/4/2024 0:00:00,"XLV",-5.32,-4.66,-1.37,-7.95
11/5/2024 0:00:00,"XLV",-4.24,-4.66,-1.37,-7.95
11/6/2024 0:00:00,"XLV",-4.05,-4.66,-1.37,-7.95
11/7/2024 0:00:00,"XLV",-2.98,-4.66,-1.37,-7.95
11/8/2024 0:00:00,"XLV",-1.91,-4.66,-1.37,-7.95
11/11/2024 0:00:00,"XLV",-2.79,-4.66,-1.37,-7.95
11/12/2024 0:00:00,"XLV",-4.87,-4.66,-1.37,-7.95
11/13/2024 0:00:00,"XLV",-5.26,-4.66,-1.37,-7.95
11/14/2024 0:00:00,"XLV",-7.57,-4.66,-1.37,-7.95
11/15/2024 0:00:00,"XLV",-10.25,-4.66,-1.37,-7.95
11/18/2024 0:00:00,"XLV",-10.15,-4.66,-1.37,-7.95
11/19/2024 0:00:00,"XLV",-10.88,-4.66,-1.37,-7.95
11/20/2024 0:00:00,"XLV",-9.21,-4.66,-1.37,-7.95
11/21/2024 0:00:00,"XLV",-8.06,-4.66,-1.37,-7.95
11/22/2024 0:00:00,"XLV",-7.93,-4.66,-1.37,-7.95
11/25/2024 0:00:00,"XLV",-6.70,-4.66,-1.37,-7.95
11/26/2024 0:00:00,"XLV",-5.92,-4.66,-1.37,-7.95
11/27/2024 0:00:00,"XLV",-5.14,-4.66,-1.37,-7.95
11/29/2024 0:00:00,"XLV",-4.68,-4.66,-1.37,-7.95
12/2/2024 0:00:00,"XLV",-0.51,-4.66,-1.37,-7.95
12/3/2024 0:00:00,"XLV",-0.84,-4.66,-1.37,-7.95
12/4/2024 0:00:00,"XLV",-0.92,-4.66,-1.37,-7.95
12/5/2024 0:00:00,"XLV",-2.56,-4.66,-1.37,-7.95
12/6/2024 0:00:00,"XLV",-3.38,-4.66,-1.37,-7.95
12/9/2024 0:00:00,"XLV",-2.96,-4.66,-1.37,-7.95
12/10/2024 0:00:00,"XLV",-3.56,-4.66,-1.37,-7.95
12/11/2024 0:00:00,"XLV",-5.52,-4.66,-1.37,-7.95
12/12/2024 0:00:00,"XLV",-6.65,-4.66,-1.37,-7.95
12/13/2024 0:00:00,"XLV",-6.67,-4.66,-1.37,-7.95
