Date,Ticker,Ticker_name,Close,lt_pt_sm,change_pct,day_rr_ratio,week_rr_ratio,month_rr_ratio,Ivol,Rvol,prem_disc,model_score,day_pr_low,day_pr_high,week_pr_low,week_pr_high,month_pr_low,month_pr_high
2025-09-05,AEE,AMEREN CORPORATION,100.63,105.12,0.0446,-2.192307692307669,1.3595744680851098,1.4925373134328366,0.2216,0.1223,0.811938,11.688072802433783,97.71,101.62,95.93,107.02,91.25,114.63
2025-09-05,AEP,"AMERICAN ELECTRIC POWER COMPANY, INC.",108.11,117.96,0.0911,1.247311827956988,2.5175438596491224,2.4478764478764488,0.1577,0.1264,0.247627,3.8194987234962783,106.17,112.39,103.55,119.59,100.34,127.13
2025-09-05,AES,THE AES CORPORATION,12.93,13.24,0.024,1.1764705882352957,2.3777777777777773,1.0545454545454547,0.4839,0.2673,0.810325,6.128376698398003,12.46,13.86,12.03,15.07,10.18,15.83
2025-09-05,AFL,AFLAC INCORPORATED,106.93,114.09,0.067,1.1633986928104527,-1.1012987012987034,1.217135382603008,0.1999,0.1568,0.274872,3.103380947834278,103.86,109.99,98.45,114.63,91.64,125.54
2025-09-05,AIG,"AMERICAN INTERNATIONAL GROUP, INC.",79.21,85.86,0.084,5.84210526315798,2.2952029520295305,1.5862068965517242,0.2246,0.208,0.079808,7.625748932865078,79.28,83.99,76.5,85.43,69.35,94.85
2025-09-05,AIZ,"ASSURANT, INC.",211.17,226.08,0.0706,7.733333333333385,2.2253743104806945,1.1920731707317087,0.1726,0.2393,-0.27873,3.623204622740299,211.64,222.96,198.48,239.41,178.37,250.27
2025-09-05,AJG,ARTHUR J. GALLAGHER & CO.,299.18,320.62,0.0717,2.19010819165378,-1.393972602739726,1.3129233270116485,0.2249,0.1428,0.57493,13.980309338697278,293.99,313.99,273.74,317.43,262.27,347.64
2025-09-05,AKAM,"AKAMAI TECHNOLOGIES, INC.",78.56,75.91,-0.0337,-1.4278606965174216,-2.1305637982195837,-1.8830486202365309,0.2799,0.3292,-0.149757,0.03262954668400763,75.73,80.64,71.38,81.93,64.23,86.17
2025-09-05,ALB,ALBEMARLE CORPORATION,81.54,76.58,-0.0608,-1.274774774774778,2.126329787234039,-1.5153933865450409,0.521,0.5943,-0.123338,2.7170408849876875,76.84,86.28,74.02,97.53,54.96,99.08
2025-09-05,ALGN,"ALIGN TECHNOLOGY, INC.",139.12,123.62,-0.1114,-4.870445344129557,1.026626323751891,-1.6456043956043966,0.4105,0.4339,-0.053929,-1.2746443871195776,128.4,142.84,106.07,173.05,97.19,164.6
2025-09-05,ALL,THE ALLSTATE CORPORATION,201.53,226.67,0.1247,3.133531157270026,1.5162932790224029,2.6168647425014173,0.1804,0.2249,-0.197866,-3.501178334123024,198.94,211.12,191.71,216.42,183.86,247.77
2025-09-05,ALLE,ALLEGION PUBLIC LIMITED COMPANY,171.86,183.58,0.0682,-2.4563758389261903,1.4385964912280662,1.3257995735607655,0.2177,0.1841,0.18251,13.501535018079217,164.1,174.32,163.31,184.16,148.41,202.95
2025-09-05,AMAT,"APPLIED MATERIALS, INC.",162.75,181.33,0.1142,-8.34285714285718,-1.0843373493975892,1.6879455605962403,0.2864,0.5846,-0.510092,-39.39377560037931,142.39,165.19,145.65,178.52,131.89,214.84
2025-09-05,AMCR,Amcor plc,8.3,9.04,0.0892,-1.2777777777777821,1.8166666666666649,2.168421052631575,0.2836,0.4859,-0.416341,-30.827404907925185,7.67,8.77,7.7,9.39,7.35,10.36
2025-09-05,AMD,"ADVANCED MICRO DEVICES, INC.",151.14,183.33,0.213,2.750556792873068,11.171014492753667,3.0356839422259996,0.3816,0.4709,-0.189637,-9.804139741330367,150.35,167.43,147.69,189.68,127.6,222.6
2025-09-05,AME,"AMETEK, INC.",187.45,188.87,0.0076,-2.303514376996781,-1.0786885245901607,-1.0552529182879362,0.1969,0.1724,0.142111,0.22952473339656,179.96,189.95,177.58,196.6,160.33,213.15
2025-09-05,AMGN,AMGEN INC.,283.64,299.62,0.0563,-1.099358974358969,1.0898123324396807,1.5892018779342738,0.1971,0.168,0.173214,-4.11993426722246,275.24,294.13,268.72,299.9,249.56,337.8
2025-09-05,AMP,"AMERIPRISE FINANCIAL, INC.",489.28,538.14,0.0999,5.668977469670735,3.433490884537489,1.969589552238808,0.2172,0.2438,-0.109106,-6.676503419785881,493.97,525.16,474.47,540.13,435.68,594.85
2025-09-05,AMT,AMERICAN TOWER CORPORATION,198.32,212.08,0.0694,-1.137142857142856,1.7732260424286783,1.7140062597809076,0.2353,0.196,0.20051,7.652688740220344,189.5,208.15,184.65,222.56,172.76,242.13
2025-09-05,AMZN,"AMAZON.COM, INC.",232.33,247.28,0.0643,-1.620234604105575,-1.222619899785255,1.123976889744823,0.2448,0.2521,-0.028957,2.657825041476859,220.28,238.84,215.25,246.3,190.79,279.02
2025-09-05,ANET,"ARISTA NETWORKS, INC.",142.85,162.2,0.1355,-3.7695035460992985,1.1168224299065441,1.234442836468886,0.3864,0.2474,0.561843,33.178699698517306,130.18,142.53,127.87,159.58,108.3,185.5
2025-09-05,AON,Aon plc,370.54,379.38,0.0239,1.8451268357810382,1.249589490968798,1.0674069744788608,0.1942,0.1424,0.363764,5.417097514374435,362.58,382.52,352.27,393.37,319.21,425.33
2025-09-05,AOS,A. O. SMITH CORPORATION,73.68,75.65,0.0267,-17.916666666667098,1.149122807017542,-1.0468920392584538,0.2251,0.2156,0.044063,1.8572275730862131,69.03,73.13,69.12,78.92,64.08,82.85
2025-09-05,APA,APA CORPORATION,22.75,20.94,-0.0796,5.942857142857114,1.8465608465608452,-1.873949579831933,0.4142,0.4249,-0.025182,0.5123850552885687,22.53,24.81,20.86,26.24,16.06,26.32
2025-09-05,APD,"AIR PRODUCTS AND CHEMICALS, INC.",289.86,292.42,0.0088,1.3290529695023994,1.6688311688311699,-1.0016505541145968,0.2294,0.1568,0.46301,0.0016094478609560703,285.17,299.31,277.54,310.42,247.38,332.27
2025-09-05,APH,AMPHENOL CORPORATION,110.45,124.37,0.126,-1.3529411764705879,1.4270015698587122,1.5156695156695164,0.2999,0.2172,0.380755,-0.7812779278933288,104.72,113.33,104.08,119.54,92.9,137.05
2025-09-05,APO,"APOLLO GLOBAL MANAGEMENT, INC.",131.55,144.07,0.0952,1.0244897959183625,1.5992647058823488,2.106174264281591,0.315,0.2179,0.445617,10.786525563935712,128.48,137.27,123.39,144.6,114.22,168.05
2025-09-05,APTV,APTIV PLC,80.44,76.18,-0.053,1.3809523809523847,1.173426573426575,-1.8996509598603823,0.3887,0.3456,0.124711,-0.23651560504800295,77.74,83.98,73.29,88.83,58.67,91.9
2025-09-05,ARE,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",84.7,79.34,-0.0633,-1.8155339805825266,-1.4784853700516352,-1.8109243697479007,0.335,0.2642,0.267979,-0.2178554693971273,80.36,85.7,76.11,90.51,63.15,96.6
2025-09-05,ASC,ARDMORE SHIPPING CORPORATION,12.04,11.77,-0.0224,-1.1999999999999955,-1.2249999999999972,-1.4279069767441852,0.3543,0.2879,0.230636,0.32564593970555367,11.48,12.33,11.06,12.84,8.97,14.19
2025-09-05,ATO,ATMOS ENERGY CORPORATION,166.48,177.58,0.0667,-1.825757575757563,1.0693877551020434,1.219812426729191,0.1395,0.1619,-0.138357,-0.6251219195465041,161.57,169.35,159.13,174.34,149.42,187.29
2025-09-05,AVB,"AVALONBAY COMMUNITIES, INC.",195.41,197.47,0.0105,-2.318987341772141,-1.2358078602620088,-1.1781335149863756,0.2338,0.2076,0.126204,0.18062957626169185,186.22,199.02,175.6,211.44,160.82,224.77
2025-09-05,AVGO,Broadcom Inc.,334.89,374.33,0.1178,-6.541029207232265,-1.5675914994096818,1.1807641633728594,0.3445,0.4102,-0.160166,-3.5321019123376596,283.1,313.28,281.78,368.77,258.99,424.51
2025-09-05,AVY,AVERY DENNISON CORPORATION,168.06,172.11,0.0241,-1.9472049689441033,1.445887445887443,1.1814223512336706,0.2309,0.2082,0.10903,6.6984992497770905,162.75,172.86,158.82,181.42,147.39,192.48
2025-09-05,AWK,"AMERICAN WATER WORKS COMPANY, INC.",143.6,148.08,0.0312,-3.585526315789442,-1.0872180451127795,1.1897513952308485,0.2241,0.1715,0.306706,2.600766348583708,138.52,145.17,136.37,150.25,123.89,167.05
2025-09-05,AXON,"AXON ENTERPRISE, INC.",728.41,941.81,0.293,-1.5281772250291452,3.1931187569367414,4.45761316872428,0.3719,0.3948,-0.058004,-3.5899532011646933,693.57,768.65,692.37,843.49,655.51,1053.37
2025-09-05,AXP,AMERICAN EXPRESS COMPANY,326.22,349.43,0.0711,2.5096774193548117,1.2806941431670267,1.1892052194543283,0.2753,0.213,0.292488,0.19845825090558566,320.62,342.05,303.17,355.74,275.64,386.37
2025-09-05,AZO,"AUTOZONE, INC.",4219.41,4501.51,0.0669,1.6345966958211926,1.1815579328009673,1.1329450180919605,0.2595,0.1265,1.051383,7.359232388758661,4144.99,4314.92,4020.3,4454.67,3652.86,4861.28
2025-09-05,BA,THE BOEING COMPANY,229.61,236.21,0.0287,1.7455882352941112,1.7998417721518967,1.0682373860857968,0.3044,0.2566,0.186282,-5.618094527155142,225.69,242.96,216.97,252.36,184.62,277.67
2025-09-05,BAC,BANK OF AMERICA CORPORATION,49.77,52.69,0.0587,2.8148148148147993,1.9201520912547498,1.1518193224592213,0.217,0.2068,0.049323,4.943281164522148,49.54,52.1,47.14,54.82,41.8,58.95
2025-09-05,BALL,BALL CORPORATION,50.94,52.72,0.0349,-6.369565217391292,1.1876288659793839,1.6350649350649364,0.2456,0.2411,0.018664,0.5399435516412792,48.4,51.79,46.09,56.7,43.24,63.53
2025-09-05,BAX,BAXTER INTERNATIONAL INC.,24.42,22.81,-0.0659,-3.0701754385965088,-1.8097165991902853,-1.993808049535606,0.1398,0.3143,-0.555202,-6.581925645475031,22.81,25.07,19.95,26.89,17.98,27.65
2025-09-05,BBY,"Best Buy Co., Inc.",76.17,74.6,-0.0206,-1.145604395604396,-1.0994694960212221,-1.6312499999999999,0.3381,0.3283,0.029851,-0.18100503203090879,71.05,78.71,67.88,83.71,57.9,87.37
2025-09-05,BDX,"BECTON, DICKINSON AND COMPANY",192.39,189.02,-0.0175,-3.165079365079359,-1.0479375696766977,-1.4206872613675798,0.2003,0.3651,-0.451383,-0.20119344262552585,182.54,195.5,173.59,210.33,151.46,221.2
2025-09-05,BEN,"FRANKLIN RESOURCES, INC.",24.97,25.96,0.0396,2.566037735849067,2.7682926829268277,1.0618101545253873,0.2834,0.2247,0.261237,1.4292893472797092,24.72,26.33,24.15,27.24,20.44,29.78
2025-09-05,BF.B,BROWN-FORMAN CORPORATION,28.91,27.96,-0.0329,-2.1204819277108498,1.657342657342657,-1.2249443207126953,0.417,0.3467,0.202769,1.1529071500654915,27.42,30.0,26.05,33.65,23.41,33.4
2025-09-05,BG,BUNGE LIMITED,84.33,83.88,-0.0053,-3.168141592920345,1.3288770053475927,-1.4088586030664394,0.2822,0.3228,-0.125774,-5.897236309523148,77.89,86.64,76.85,94.27,67.79,96.07
2025-09-05,BIIB,BIOGEN INC.,140.67,129.67,-0.0782,1.436936936936941,-1.510073260073256,-2.157115260785575,0.3043,0.3406,-0.106577,-0.04749862695616048,131.94,147.3,124.18,151.59,107.17,156.2
2025-09-05,BK,THE BANK OF NEW YORK MELLON CORPORATION,103.69,117.19,0.1302,2.544378698224854,2.6743421052631633,2.0119485294117654,0.2571,0.1626,0.581181,30.592934489496123,102.62,108.16,100.65,111.82,92.81,125.58
2025-09-05,BKNG,BOOKING HOLDINGS INC.,5505.8,5997.21,0.0893,1.410937341322226,2.1213182547050344,1.7020779502096501,0.2373,0.1766,0.343715,6.296574274801342,5346.14,5781.87,5268.82,6008.51,4859.49,6605.87
2025-09-05,BKR,BAKER HUGHES COMPANY,45.58,47.77,0.048,1.389261744966448,1.9546925566343063,1.0867709815078235,0.2674,0.2014,0.327706,11.432150413402013,44.22,47.49,42.49,51.62,38.55,53.22
2025-09-05,BLDR,"BUILDERS FIRSTSOURCE, INC.",149.21,145.01,-0.0281,-25.296875000000536,-1.2535446205170997,-1.5355846042120558,0.4304,0.5248,-0.179878,1.5833859802985102,131.28,145.58,134.18,161.2,106.92,176.75
2025-09-05,BLK,"BLACKROCK, INC.",1099.15,1195.59,0.0877,-1.0450767263427136,2.7833166332665256,1.737165873306479,0.1925,0.1776,0.083896,2.6645878903236757,1074.13,1139.67,1059.23,1210.26,962.6,1336.36
2025-09-05,BMY,BRISTOL-MYERS SQUIBB COMPANY,47.14,47.35,0.0045,1.3430232558139557,1.1062670299727522,1.0178217821782178,0.3653,0.1782,1.049944,9.255600626474038,45.57,49.65,43.47,51.2,37.04,57.42
2025-09-05,BR,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",251.02,271.94,0.0833,-1.5017605633802875,2.164682539682538,1.9174484052532799,0.2131,0.119,0.790756,0.7884341762507969,243.88,257.74,235.9,283.75,229.7,291.9
2025-09-05,BRK.B,"BERKSHIRE HATHAWAY INC.,",499.77,533.01,0.0665,2.9765625000000213,-1.104447045055586,1.2913543228385815,0.1671,0.1356,0.232301,0.7752360904336665,495.17,519.02,462.02,533.95,419.73,603.13
2025-09-05,BRO,"BROWN & BROWN, INC.",94.79,102.44,0.0807,1.3669354838709658,1.0058708414872772,1.5497757847533613,0.2047,0.1302,0.572197,-58.843238507144775,92.95,98.71,84.57,105.07,83.64,112.07
2025-09-05,BSX,BOSTON SCIENTIFIC CORPORATION,107.22,116.93,0.0906,1.2405498281786955,-1.1825902335456442,1.523550724637683,0.2227,0.1342,0.659463,1.5426654826823085,103.83,110.17,101.65,111.93,96.18,124.04
2025-09-05,BTI,BRITISH AMERICAN TOBACCO P.L.C.,56.02,61.98,0.1064,-3.052083333333353,2.3397683397683346,1.8187919463087239,0.3129,0.2057,0.521147,54.01176581276407,53.18,57.32,53.43,62.08,50.06,66.86
2025-09-05,BTU,PEABODY ENERGY CORPORATION,19.13,17.28,-0.0967,,-3.5353535353535266,-2.0094339622641506,0.5162,0.4854,0.063453,19.07405880278983,15.87,17.97,15.63,20.12,12.74,22.31
2025-09-05,BX,Blackstone Inc,169.99,184.96,0.0881,-1.8967611336032406,2.347661188369153,1.4768954688200968,0.2708,0.2385,0.13543,-1.2934142710010286,161.31,174.76,162.08,188.56,147.7,202.91
2025-09-05,BXP,"BOSTON PROPERTIES, INC.",76.83,73.35,-0.0453,-1.8618784530386743,-2.5347368421052616,-1.8103756708407857,0.3213,0.2902,0.107167,-0.03153703188724108,72.5,77.02,64.79,81.58,56.59,88.01
2025-09-05,C,CITIGROUP INC.,95.4,106.1,0.1122,-1.1705882352941217,2.5679611650485406,1.507565337001374,0.2579,0.2384,0.081795,-38.92779003029802,91.97,98.38,91.28,105.98,80.86,117.32
2025-09-05,CAG,"CONAGRA BRANDS, INC.",19.28,18.79,-0.0254,-2.0344827586206953,-2.065420560747664,-1.574660633484165,0.2912,0.2462,0.182778,-1.0672782619819476,18.07,19.78,17.07,20.35,15.8,21.49
2025-09-05,CAH,"CARDINAL HEALTH, INC.",149.56,166.16,0.111,-1.3716577540106907,-1.5096839959225279,1.541005890348889,0.2819,0.3343,-0.156745,-21.54380312884235,144.36,153.53,134.75,159.37,127.49,183.57
2025-09-05,CARR,CARRIER GLOBAL CORPORATION,65.51,69.1,0.0548,-6.580246913580351,1.1273712737127357,1.182086614173227,0.2871,0.3173,-0.095178,-3.724959106773417,60.38,66.39,58.13,73.83,55.35,77.52
2025-09-05,CAT,CATERPILLAR INC.,423.08,449.36,0.0621,-1.957612456747404,1.970416853428957,1.2790246605707951,0.2266,0.2653,-0.145873,53.612338424933924,399.1,435.11,400.77,467.04,350.9,515.4
2025-09-05,CB,Chubb Ltd,277.38,292.76,0.0554,1.2151616499442601,-1.6237799467613168,1.2151277013752464,0.183,0.1336,0.36976,12.055974720759469,267.75,287.43,259.08,288.65,246.84,314.49
2025-09-05,CBOE,"Cboe Global Markets, Inc.",232.58,263.38,0.1324,-1.2441379310344842,2.2559787422497743,2.9773883550028213,0.2032,0.2117,-0.040151,-4.126547608410619,224.18,240.7,221.29,258.05,214.89,285.25
2025-09-05,CBRE,"CBRE GROUP, INC.",164.38,179.17,0.09,-3.3630136986301165,1.7186400937866348,1.3257080610021788,0.2473,0.2066,0.196999,22.27516043516154,154.41,166.54,155.85,179.04,136.84,200.89
2025-09-05,CCI,CROWN CASTLE INC.,96.15,103.58,0.0773,1.0979827089337144,2.9028925619834682,2.124679760888128,0.2372,0.1843,0.287032,8.792743538517811,92.87,100.75,91.31,110.2,84.44,121.03
2025-09-05,CCJ,CAMECO CORPORATION,75.85,86.49,0.1403,1.2676767676767722,2.415708812260537,1.6111111111111116,0.4319,0.3924,0.100663,22.663037086780065,72.27,82.25,70.63,88.46,59.11,102.82
2025-09-05,CCL,Carnival Corp,31.57,34.53,0.0938,1.1172839506172847,2.170616113744076,1.3054448871181934,0.4428,0.3502,0.26442,25.410664553244025,30.06,33.53,29.46,36.15,24.04,41.4
2025-09-05,CDNS,"CADENCE DESIGN SYSTEMS, INC.",351.01,371.15,0.0574,-2.13480055020633,1.8092753623188427,1.4464382816748231,0.3181,0.2048,0.553223,53.401608951307736,335.6,357.33,333.76,382.22,295.84,430.81
2025-09-05,CDW,CDW CORPORATION,169.73,166.76,-0.0175,-14.179487179487161,-3.2828467153284526,-1.207241910631741,0.2599,0.2349,0.106428,1.041000726095647,158.49,168.71,151.74,175.21,138.39,195.69
2025-09-05,CEG,CONSTELLATION ENERGY CORPORATION.,301.58,369.24,0.2244,-1.0379839298758204,2.1513200257566054,2.74979585170668,0.3786,0.2307,0.641092,7.350259824915471,291.16,315.75,286.05,334.99,240.35,469.95
2025-09-05,CF,"CF INDUSTRIES HOLDINGS, INC.",84.48,89.8,0.063,1.3733333333333302,1.21627906976744,1.4711815561959645,0.2828,0.3801,-0.255985,-2.3367330732768608,82.38,89.38,75.88,94.94,70.6,104.9
2025-09-05,CFG,"CITIZENS FINANCIAL GROUP, INC.",51.71,56.72,0.0969,1.7012195121951208,2.635922330097084,1.3112426035502953,0.2605,0.2358,0.10475,8.303985235418578,50.34,54.56,49.65,57.14,43.26,62.79
2025-09-05,CHD,"CHURCH & DWIGHT CO., INC.",95.8,97.15,0.0141,-2.397849462365589,-3.20361990950225,-1.0724421209858102,0.135,0.174,-0.224138,0.06771440119747008,90.77,96.5,88.72,98.01,81.44,109.19
2025-09-05,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",126.13,135.39,0.0734,3.3958333333333477,1.9768211920529792,1.2132564841498563,0.2097,0.1798,0.166296,4.866881367103881,125.94,135.07,117.07,144.04,101.84,155.6
2025-09-05,CHTR,"CHARTER COMMUNICATIONS, INC.",261.5,262.26,0.0029,1.2188715953307365,-1.1773333333333336,1.1544594845169662,0.3605,0.2464,0.463068,-180.0413898714594,252.2,273.98,217.35,299.0,207.57,323.76
2025-09-05,CI,THE CIGNA GROUP,305.31,303.13,-0.0071,-1.0485133020344293,-1.6141154903758037,-1.6127670144063593,0.2392,0.1482,0.614035,0.44549252368219106,290.67,318.1,270.09,327.13,240.38,345.57
2025-09-05,CINF,CINCINNATI FINANCIAL CORPORATION,153.36,163.76,0.0678,1.705627705627703,1.388059701492533,1.4437689969604848,0.2212,0.1777,0.244795,0.8618466287451478,151.25,157.12,147.33,161.73,136.91,177.11
2025-09-05,CIVI,"CIVITAS RESOURCES, INC.",34.39,33.0,-0.0404,4.461538461538446,2.3258064516129022,-1.441176470588236,0.5443,0.505,0.077822,0.6413101038725595,34.32,39.1,31.29,41.6,24.59,41.19
2025-09-05,CL,COLGATE-PALMOLIVE COMPANY,85.13,87.99,0.0336,-2.61363636363634,-1.2833675564681712,1.239334027055152,0.2023,0.1689,0.19775,7.5063847562668835,81.74,85.87,78.88,90.0,75.52,97.04
2025-09-05,CLX,THE CLOROX COMPANY,127.03,120.72,-0.0497,-5.4482758620689395,-3.757238307349659,-1.6272899557801632,0.2072,0.2071,0.000483,0.3500737658159845,115.96,125.16,110.16,131.52,101.27,142.86
2025-09-05,CMBT,CMB.TECH NV,9.11,8.43,-0.0746,-2.8620689655172327,-2.4624999999999977,-1.789115646258502,1.0159,0.538,0.88829,9.506221208128974,8.06,9.29,7.14,9.91,6.48,10.58
2025-09-05,CMCL,CALEDONIA MINING CORPORATION PLC,28.41,29.17,0.0268,-2.242424242424245,-2.2944162436548234,-1.3985185185185194,0.4919,0.7004,-0.297687,-0.3368655372345285,25.63,28.52,23.89,30.38,18.97,35.16
2025-09-05,CMCSA,COMCAST CORPORATION,33.91,32.41,-0.0442,1.9285714285714548,-1.019999999999999,-1.4910714285714264,0.2661,0.189,0.407937,0.07969845186524877,33.26,34.99,31.36,36.41,27.23,38.39
2025-09-05,CME,CME GROUP INC.,261.94,287.32,0.0969,1.817850637522769,2.519951632406282,2.9109669811320744,0.2176,0.1851,0.175581,10.898190955260858,257.87,272.64,253.67,282.78,244.98,311.31
2025-09-05,CMG,"CHIPOTLE MEXICAN GRILL, INC.",41.06,44.22,0.077,1.7789473684210448,1.1703853955375245,1.7583187390542903,0.2959,0.2147,0.378202,9.682448424262407,40.4,42.99,36.13,46.83,35.35,51.1
2025-09-05,CMI,CUMMINS INC.,399.85,426.56,0.0668,-2.349040139616078,1.8135405105438336,1.1619961037014828,0.2353,0.1963,0.198675,-46.04707555104364,385.5,405.46,381.83,432.53,333.12,477.39
2025-09-05,CMRE,COSTAMARE INC.,12.08,12.07,-0.0008,-2.2647058823529407,-1.1413043478260878,-1.4521739130434776,0.2641,0.2604,0.014209,1.0194875072027125,11.19,12.3,11.03,13.0,8.74,14.38
2025-09-05,CMS,CMS ENERGY CORPORATION,71.55,75.04,0.0488,-1.5596330275229335,1.2317880794701999,1.6002785515320364,0.1434,0.1202,0.193012,4.76656293217564,69.84,72.61,68.53,75.27,64.37,83.04
2025-09-05,CNC,CENTENE CORPORATION,28.98,26.06,-0.1008,2.0416666666666674,-1.3269513991163473,-1.2560096153846159,0.5432,0.3644,0.49067,1.0173705137544626,27.91,31.49,19.97,35.77,18.53,37.3
2025-09-05,CNP,"CENTERPOINT ENERGY, INC.",37.78,40.21,0.0643,-2.2295081967213126,-1.2111111111111128,1.655882352941176,0.1781,0.1152,0.546007,20.252453881808897,36.49,38.36,35.6,39.58,34.38,43.41
2025-09-05,CNR,"CORE NATURAL RESOURCES, INC.",75.55,74.55,-0.0132,-31.956521739129858,-1.4862068965517232,-1.1286472148541113,0.4851,0.3803,0.275572,0.10923676679525796,68.46,75.03,66.93,81.35,58.53,90.63
2025-09-05,COF,CAPITAL ONE FINANCIAL CORPORATION,221.53,248.47,0.1216,1.5580029368575596,2.939436619718313,1.6208576998050686,0.2735,0.2985,-0.083752,6.770446374230344,216.29,233.26,214.43,242.4,190.75,271.42
2025-09-05,COIN,"COINBASE GLOBAL, INC.",299.07,378.86,0.2668,1.2440338722093929,2.1021403413709048,2.8737562189054735,0.5165,0.4081,0.265621,-0.6986118706227968,288.84,311.58,262.16,376.66,234.75,483.91
2025-09-05,COO,"THE COOPER COMPANIES, INC.",68.09,71.91,0.0561,-2.2758620689655245,-1.069493521790343,-1.0508474576271196,0.2948,0.5729,-0.485425,-0.6162115890769382,59.42,70.88,59.01,76.58,54.45,81.07
2025-09-05,COP,CONOCOPHILLIPS,92.95,96.34,0.0365,4.420118343195272,6.984210526315766,1.279108175061932,0.2605,0.2478,0.051251,-12.917232603456636,93.5,101.3,91.05,106.22,80.84,108.44
2025-09-05,COR,"Cencora, Inc.",292.5,317.41,0.0852,1.861911987860399,1.1921221864951759,1.7201800450112517,0.2341,0.2385,-0.018449,-1.592031283041085,285.94,305.33,280.06,307.33,265.84,338.36
2025-09-05,COST,COSTCO WHOLESALE CORPORATION,963.48,1043.87,0.0834,-2.8487241798298837,-2.2917052112241802,1.6568068111998586,0.2341,0.1609,0.454941,19.9000506565186,913.38,971.21,889.16,995.91,849.55,1152.24
2025-09-05,CPAY,"FLEETCOR TECHNOLOGIES, INC.",316.65,331.45,0.0467,1.5131845841785072,1.4405915349311607,1.2384117858426167,0.2569,0.2745,-0.064117,5.795880615728359,309.2,332.92,297.04,344.9,260.99,385.58
2025-09-05,CPB,CAMPBELL SOUP COMPANY,34.03,33.04,-0.0291,-2.375,-2.8647058823529488,-2.5163934426229533,0.4009,0.3514,0.140865,1.1436200027503305,30.66,34.7,29.16,35.73,27.89,36.47
2025-09-05,CPER,United States Copper Idx,27.94,30.61,0.0956,2.4150943396226316,1.1157407407407398,1.770318021201413,0.2022,0.1121,0.803747,18.072862299203603,27.45,29.23,23.62,32.76,25.11,32.95
