"Date","Ticker","daily_return_pct","daily_return_avg_pct","daily_return_hi_pct","daily_return_lo_pct"
11/20/2024 0:00:00,"XLK","-0.0009","0.0007","0.0184","-0.0170"
11/21/2024 0:00:00,"XLK","0.0101","0.0007","0.0184","-0.0170"
11/22/2024 0:00:00,"XLK","0.0005","0.0007","0.0184","-0.0170"
11/25/2024 0:00:00,"XLK","0.0000","0.0007","0.0184","-0.0170"
11/26/2024 0:00:00,"XLK","0.0050","0.0007","0.0184","-0.0170"
11/27/2024 0:00:00,"XLK","-0.0136","0.0007","0.0184","-0.0170"
11/29/2024 0:00:00,"XLK","0.0092","0.0007","0.0184","-0.0170"
12/2/2024 0:00:00,"XLK","0.0095","0.0007","0.0184","-0.0170"
12/3/2024 0:00:00,"XLK","0.0036","0.0007","0.0184","-0.0170"
12/4/2024 0:00:00,"XLK","0.0181","0.0007","0.0184","-0.0170"
12/5/2024 0:00:00,"XLK","-0.0051","0.0007","0.0184","-0.0170"
12/6/2024 0:00:00,"XLK","0.0039","0.0007","0.0184","-0.0170"
12/9/2024 0:00:00,"XLK","-0.0065","0.0007","0.0184","-0.0170"
12/10/2024 0:00:00,"XLK","-0.0140","0.0007","0.0184","-0.0170"
12/11/2024 0:00:00,"XLK","0.0144","0.0007","0.0184","-0.0170"
12/12/2024 0:00:00,"XLK","-0.0056","0.0007","0.0184","-0.0170"
12/13/2024 0:00:00,"XLK","0.0043","0.0007","0.0184","-0.0170"
12/16/2024 0:00:00,"XLK","0.0099","0.0007","0.0184","-0.0170"
12/17/2024 0:00:00,"XLK","-0.0061","0.0007","0.0184","-0.0170"
12/18/2024 0:00:00,"XLK","-0.0328","0.0007","0.0184","-0.0170"
12/19/2024 0:00:00,"XLK","0.0011","0.0007","0.0184","-0.0170"
12/20/2024 0:00:00,"XLK","0.0148","0.0007","0.0184","-0.0170"
12/23/2024 0:00:00,"XLK","0.0089","0.0007","0.0184","-0.0170"
12/24/2024 0:00:00,"XLK","0.0103","0.0007","0.0184","-0.0170"
12/26/2024 0:00:00,"XLK","0.0007","0.0007","0.0184","-0.0170"
12/27/2024 0:00:00,"XLK","-0.0134","0.0007","0.0184","-0.0170"
12/30/2024 0:00:00,"XLK","-0.0128","0.0007","0.0184","-0.0170"
12/31/2024 0:00:00,"XLK","-0.0084","0.0007","0.0184","-0.0170"
1/2/2025 0:00:00,"XLK","-0.0024","0.0007","0.0184","-0.0170"
1/3/2025 0:00:00,"XLK","0.0162","0.0007","0.0184","-0.0170"
1/6/2025 0:00:00,"XLK","0.0126","0.0007","0.0184","-0.0170"
1/7/2025 0:00:00,"XLK","-0.0203","0.0007","0.0184","-0.0170"
1/8/2025 0:00:00,"XLK","-0.0003","0.0007","0.0184","-0.0170"
1/10/2025 0:00:00,"XLK","-0.0220","0.0007","0.0184","-0.0170"
1/13/2025 0:00:00,"XLK","-0.0071","0.0007","0.0184","-0.0170"
1/14/2025 0:00:00,"XLK","0.0026","0.0007","0.0184","-0.0170"
1/15/2025 0:00:00,"XLK","0.0197","0.0007","0.0184","-0.0170"
1/16/2025 0:00:00,"XLK","-0.0077","0.0007","0.0184","-0.0170"
1/17/2025 0:00:00,"XLK","0.0155","0.0007","0.0184","-0.0170"
1/21/2025 0:00:00,"XLK","0.0083","0.0007","0.0184","-0.0170"
1/22/2025 0:00:00,"XLK","0.0223","0.0007","0.0184","-0.0170"
1/23/2025 0:00:00,"XLK","0.0018","0.0007","0.0184","-0.0170"
1/24/2025 0:00:00,"XLK","-0.0105","0.0007","0.0184","-0.0170"
1/27/2025 0:00:00,"XLK","-0.0503","0.0007","0.0184","-0.0170"
1/28/2025 0:00:00,"XLK","0.0263","0.0007","0.0184","-0.0170"
1/29/2025 0:00:00,"XLK","-0.0082","0.0007","0.0184","-0.0170"
1/30/2025 0:00:00,"XLK","0.0019","0.0007","0.0184","-0.0170"
1/31/2025 0:00:00,"XLK","-0.0059","0.0007","0.0184","-0.0170"
2/3/2025 0:00:00,"XLK","-0.0136","0.0007","0.0184","-0.0170"
2/4/2025 0:00:00,"XLK","0.0143","0.0007","0.0184","-0.0170"
2/5/2025 0:00:00,"XLK","0.0138","0.0007","0.0184","-0.0170"
2/6/2025 0:00:00,"XLK","0.0027","0.0007","0.0184","-0.0170"
2/7/2025 0:00:00,"XLK","-0.0086","0.0007","0.0184","-0.0170"
2/10/2025 0:00:00,"XLK","0.0145","0.0007","0.0184","-0.0170"
2/11/2025 0:00:00,"XLK","0.0005","0.0007","0.0184","-0.0170"
2/12/2025 0:00:00,"XLK","-0.0022","0.0007","0.0184","-0.0170"
2/13/2025 0:00:00,"XLK","0.0141","0.0007","0.0184","-0.0170"
2/14/2025 0:00:00,"XLK","0.0034","0.0007","0.0184","-0.0170"
2/18/2025 0:00:00,"XLK","0.0091","0.0007","0.0184","-0.0170"
2/19/2025 0:00:00,"XLK","0.0001","0.0007","0.0184","-0.0170"
2/20/2025 0:00:00,"XLK","-0.0032","0.0007","0.0184","-0.0170"
2/21/2025 0:00:00,"XLK","-0.0275","0.0007","0.0184","-0.0170"
2/24/2025 0:00:00,"XLK","-0.0144","0.0007","0.0184","-0.0170"
2/25/2025 0:00:00,"XLK","-0.0130","0.0007","0.0184","-0.0170"
2/26/2025 0:00:00,"XLK","0.0108","0.0007","0.0184","-0.0170"
2/27/2025 0:00:00,"XLK","-0.0371","0.0007","0.0184","-0.0170"
2/28/2025 0:00:00,"XLK","0.0131","0.0007","0.0184","-0.0170"
3/3/2025 0:00:00,"XLK","-0.0309","0.0007","0.0184","-0.0170"
3/4/2025 0:00:00,"XLK","-0.0008","0.0007","0.0184","-0.0170"
3/5/2025 0:00:00,"XLK","0.0140","0.0007","0.0184","-0.0170"
3/6/2025 0:00:00,"XLK","-0.0281","0.0007","0.0184","-0.0170"
3/7/2025 0:00:00,"XLK","0.0144","0.0007","0.0184","-0.0170"
3/10/2025 0:00:00,"XLK","-0.0434","0.0007","0.0184","-0.0170"
3/11/2025 0:00:00,"XLK","-0.0041","0.0007","0.0184","-0.0170"
3/12/2025 0:00:00,"XLK","0.0156","0.0007","0.0184","-0.0170"
3/13/2025 0:00:00,"XLK","-0.0192","0.0007","0.0184","-0.0170"
3/14/2025 0:00:00,"XLK","0.0298","0.0007","0.0184","-0.0170"
3/17/2025 0:00:00,"XLK","0.0069","0.0007","0.0184","-0.0170"
3/18/2025 0:00:00,"XLK","-0.0153","0.0007","0.0184","-0.0170"
3/19/2025 0:00:00,"XLK","0.0129","0.0007","0.0184","-0.0170"
3/20/2025 0:00:00,"XLK","-0.0071","0.0007","0.0184","-0.0170"
3/21/2025 0:00:00,"XLK","0.0027","0.0007","0.0184","-0.0170"
3/24/2025 0:00:00,"XLK","0.0170","0.0007","0.0184","-0.0170"
3/25/2025 0:00:00,"XLK","0.0033","0.0007","0.0184","-0.0170"
3/26/2025 0:00:00,"XLK","-0.0226","0.0007","0.0184","-0.0170"
3/27/2025 0:00:00,"XLK","-0.0093","0.0007","0.0184","-0.0170"
3/28/2025 0:00:00,"XLK","-0.0246","0.0007","0.0184","-0.0170"
3/31/2025 0:00:00,"XLK","0.0005","0.0007","0.0184","-0.0170"
4/1/2025 0:00:00,"XLK","0.0073","0.0007","0.0184","-0.0170"
4/2/2025 0:00:00,"XLK","0.0074","0.0007","0.0184","-0.0170"
4/3/2025 0:00:00,"XLK","-0.0707","0.0007","0.0184","-0.0170"
4/4/2025 0:00:00,"XLK","-0.0681","0.0007","0.0184","-0.0170"
4/7/2025 0:00:00,"XLK","0.0060","0.0007","0.0184","-0.0170"
4/8/2025 0:00:00,"XLK","-0.0205","0.0007","0.0184","-0.0170"
4/9/2025 0:00:00,"XLK","0.1260","0.0007","0.0184","-0.0170"
4/10/2025 0:00:00,"XLK","-0.0477","0.0007","0.0184","-0.0170"
4/11/2025 0:00:00,"XLK","0.0203","0.0007","0.0184","-0.0170"
4/14/2025 0:00:00,"XLK","0.0091","0.0007","0.0184","-0.0170"
4/15/2025 0:00:00,"XLK","0.0036","0.0007","0.0184","-0.0170"
4/16/2025 0:00:00,"XLK","-0.0354","0.0007","0.0184","-0.0170"
4/17/2025 0:00:00,"XLK","-0.0054","0.0007","0.0184","-0.0170"
4/21/2025 0:00:00,"XLK","-0.0262","0.0007","0.0184","-0.0170"
4/22/2025 0:00:00,"XLK","0.0241","0.0007","0.0184","-0.0170"
4/23/2025 0:00:00,"XLK","0.0286","0.0007","0.0184","-0.0170"
4/24/2025 0:00:00,"XLK","0.0366","0.0007","0.0184","-0.0170"
4/25/2025 0:00:00,"XLK","0.0147","0.0007","0.0184","-0.0170"
4/28/2025 0:00:00,"XLK","-0.0016","0.0007","0.0184","-0.0170"
4/29/2025 0:00:00,"XLK","0.0046","0.0007","0.0184","-0.0170"
4/30/2025 0:00:00,"XLK","0.0042","0.0007","0.0184","-0.0170"
5/1/2025 0:00:00,"XLK","0.0146","0.0007","0.0184","-0.0170"
5/2/2025 0:00:00,"XLK","0.0166","0.0007","0.0184","-0.0170"
5/5/2025 0:00:00,"XLK","-0.0053","0.0007","0.0184","-0.0170"
5/6/2025 0:00:00,"XLK","-0.0083","0.0007","0.0184","-0.0170"
5/7/2025 0:00:00,"XLK","0.0100","0.0007","0.0184","-0.0170"
5/8/2025 0:00:00,"XLK","0.0095","0.0007","0.0184","-0.0170"
5/9/2025 0:00:00,"XLK","-0.0012","0.0007","0.0184","-0.0170"
5/12/2025 0:00:00,"XLK","0.0454","0.0007","0.0184","-0.0170"
5/13/2025 0:00:00,"XLK","0.0214","0.0007","0.0184","-0.0170"
5/14/2025 0:00:00,"XLK","0.0065","0.0007","0.0184","-0.0170"
5/15/2025 0:00:00,"XLK","0.0014","0.0007","0.0184","-0.0170"
5/16/2025 0:00:00,"XLK","0.0019","0.0007","0.0184","-0.0170"
5/19/2025 0:00:00,"XLK","-0.0014","0.0007","0.0184","-0.0170"
5/20/2025 0:00:00,"XLK","-0.0038","0.0007","0.0184","-0.0170"
5/21/2025 0:00:00,"XLK","-0.0190","0.0007","0.0184","-0.0170"
5/22/2025 0:00:00,"XLK","0.0003","0.0007","0.0184","-0.0170"
5/23/2025 0:00:00,"XLK","-0.0111","0.0007","0.0184","-0.0170"
5/27/2025 0:00:00,"XLK","0.0235","0.0007","0.0184","-0.0170"
5/28/2025 0:00:00,"XLK","-0.0041","0.0007","0.0184","-0.0170"
5/29/2025 0:00:00,"XLK","0.0017","0.0007","0.0184","-0.0170"
5/30/2025 0:00:00,"XLK","-0.0031","0.0007","0.0184","-0.0170"
6/2/2025 0:00:00,"XLK","0.0088","0.0007","0.0184","-0.0170"
6/3/2025 0:00:00,"XLK","0.0149","0.0007","0.0184","-0.0170"
6/4/2025 0:00:00,"XLK","0.0015","0.0007","0.0184","-0.0170"
6/5/2025 0:00:00,"XLK","-0.0028","0.0007","0.0184","-0.0170"
6/6/2025 0:00:00,"XLK","0.0094","0.0007","0.0184","-0.0170"
6/9/2025 0:00:00,"XLK","0.0049","0.0007","0.0184","-0.0170"
6/10/2025 0:00:00,"XLK","0.0056","0.0007","0.0184","-0.0170"
6/11/2025 0:00:00,"XLK","-0.0022","0.0007","0.0184","-0.0170"
6/12/2025 0:00:00,"XLK","0.0092","0.0007","0.0184","-0.0170"
6/13/2025 0:00:00,"XLK","-0.0141","0.0007","0.0184","-0.0170"
6/16/2025 0:00:00,"XLK","0.0161","0.0007","0.0184","-0.0170"
6/17/2025 0:00:00,"XLK","-0.0071","0.0007","0.0184","-0.0170"
6/18/2025 0:00:00,"XLK","0.0012","0.0007","0.0184","-0.0170"
6/20/2025 0:00:00,"XLK","-0.0044","0.0007","0.0184","-0.0170"
6/23/2025 0:00:00,"XLK","0.0097","0.0007","0.0184","-0.0170"
6/24/2025 0:00:00,"XLK","0.0178","0.0007","0.0184","-0.0170"
6/25/2025 0:00:00,"XLK","0.0085","0.0007","0.0184","-0.0170"
6/26/2025 0:00:00,"XLK","0.0069","0.0007","0.0184","-0.0170"
6/27/2025 0:00:00,"XLK","-0.0012","0.0007","0.0184","-0.0170"
6/30/2025 0:00:00,"XLK","0.0098","0.0007","0.0184","-0.0170"
7/1/2025 0:00:00,"XLK","-0.0090","0.0007","0.0184","-0.0170"
7/2/2025 0:00:00,"XLK","0.0105","0.0007","0.0184","-0.0170"
7/3/2025 0:00:00,"XLK","0.0131","0.0007","0.0184","-0.0170"
7/7/2025 0:00:00,"XLK","-0.0080","0.0007","0.0184","-0.0170"
7/8/2025 0:00:00,"XLK","0.0054","0.0007","0.0184","-0.0170"
7/9/2025 0:00:00,"XLK","0.0060","0.0007","0.0184","-0.0170"
7/10/2025 0:00:00,"XLK","-0.0033","0.0007","0.0184","-0.0170"
7/11/2025 0:00:00,"XLK","-0.0044","0.0007","0.0184","-0.0170"
7/14/2025 0:00:00,"XLK","-0.0008","0.0007","0.0184","-0.0170"
7/15/2025 0:00:00,"XLK","0.0088","0.0007","0.0184","-0.0170"
7/16/2025 0:00:00,"XLK","0.0031","0.0007","0.0184","-0.0170"
7/17/2025 0:00:00,"XLK","0.0090","0.0007","0.0184","-0.0170"
7/18/2025 0:00:00,"XLK","-0.0007","0.0007","0.0184","-0.0170"
7/21/2025 0:00:00,"XLK","0.0013","0.0007","0.0184","-0.0170"
7/22/2025 0:00:00,"XLK","-0.0093","0.0007","0.0184","-0.0170"
7/23/2025 0:00:00,"XLK","0.0057","0.0007","0.0184","-0.0170"
7/24/2025 0:00:00,"XLK","0.0042","0.0007","0.0184","-0.0170"
7/25/2025 0:00:00,"XLK","0.0023","0.0007","0.0184","-0.0170"
7/28/2025 0:00:00,"XLK","0.0079","0.0007","0.0184","-0.0170"
7/29/2025 0:00:00,"XLK","0.0000","0.0007","0.0184","-0.0170"
7/30/2025 0:00:00,"XLK","0.0022","0.0007","0.0184","-0.0170"
7/31/2025 0:00:00,"XLK","-0.0074","0.0007","0.0184","-0.0170"
8/1/2025 0:00:00,"XLK","-0.0218","0.0007","0.0184","-0.0170"
8/4/2025 0:00:00,"XLK","0.0201","0.0007","0.0184","-0.0170"
8/5/2025 0:00:00,"XLK","-0.0083","0.0007","0.0184","-0.0170"
8/6/2025 0:00:00,"XLK","0.0112","0.0007","0.0184","-0.0170"
8/7/2025 0:00:00,"XLK","0.0009","0.0007","0.0184","-0.0170"
8/8/2025 0:00:00,"XLK","0.0099","0.0007","0.0184","-0.0170"
8/11/2025 0:00:00,"XLK","-0.0068","0.0007","0.0184","-0.0170"
8/12/2025 0:00:00,"XLK","0.0154","0.0007","0.0184","-0.0170"
8/13/2025 0:00:00,"XLK","0.0004","0.0007","0.0184","-0.0170"
8/14/2025 0:00:00,"XLK","-0.0022","0.0007","0.0184","-0.0170"
8/15/2025 0:00:00,"XLK","-0.0076","0.0007","0.0184","-0.0170"
8/18/2025 0:00:00,"XLK","0.0021","0.0007","0.0184","-0.0170"
8/19/2025 0:00:00,"XLK","-0.0176","0.0007","0.0184","-0.0170"
8/20/2025 0:00:00,"XLK","-0.0068","0.0007","0.0184","-0.0170"
8/21/2025 0:00:00,"XLK","-0.0036","0.0007","0.0184","-0.0170"
8/22/2025 0:00:00,"XLK","0.0135","0.0007","0.0184","-0.0170"
8/25/2025 0:00:00,"XLK","-0.0023","0.0007","0.0184","-0.0170"
8/26/2025 0:00:00,"XLK","0.0046","0.0007","0.0184","-0.0170"
8/27/2025 0:00:00,"XLK","0.0054","0.0007","0.0184","-0.0170"
8/28/2025 0:00:00,"XLK","0.0079","0.0007","0.0184","-0.0170"
8/29/2025 0:00:00,"XLK","-0.0155","0.0007","0.0184","-0.0170"
8/1/2024 0:00:00,"XLV","0.0102","-0.0003","0.0101","-0.0107"
8/2/2024 0:00:00,"XLV","-0.0020","-0.0003","0.0101","-0.0107"
8/5/2024 0:00:00,"XLV","-0.0271","-0.0003","0.0101","-0.0107"
8/6/2024 0:00:00,"XLV","0.0046","-0.0003","0.0101","-0.0107"
8/7/2024 0:00:00,"XLV","-0.0102","-0.0003","0.0101","-0.0107"
8/8/2024 0:00:00,"XLV","0.0219","-0.0003","0.0101","-0.0107"
8/9/2024 0:00:00,"XLV","0.0049","-0.0003","0.0101","-0.0107"
8/12/2024 0:00:00,"XLV","-0.0038","-0.0003","0.0101","-0.0107"
8/13/2024 0:00:00,"XLV","0.0120","-0.0003","0.0101","-0.0107"
8/14/2024 0:00:00,"XLV","0.0036","-0.0003","0.0101","-0.0107"
8/15/2024 0:00:00,"XLV","0.0062","-0.0003","0.0101","-0.0107"
8/16/2024 0:00:00,"XLV","0.0010","-0.0003","0.0101","-0.0107"
8/19/2024 0:00:00,"XLV","0.0061","-0.0003","0.0101","-0.0107"
8/20/2024 0:00:00,"XLV","0.0040","-0.0003","0.0101","-0.0107"
8/21/2024 0:00:00,"XLV","0.0017","-0.0003","0.0101","-0.0107"
8/22/2024 0:00:00,"XLV","0.0006","-0.0003","0.0101","-0.0107"
8/23/2024 0:00:00,"XLV","0.0043","-0.0003","0.0101","-0.0107"
8/26/2024 0:00:00,"XLV","-0.0005","-0.0003","0.0101","-0.0107"
8/27/2024 0:00:00,"XLV","0.0015","-0.0003","0.0101","-0.0107"
8/28/2024 0:00:00,"XLV","0.0012","-0.0003","0.0101","-0.0107"
8/29/2024 0:00:00,"XLV","0.0021","-0.0003","0.0101","-0.0107"
8/30/2024 0:00:00,"XLV","0.0069","-0.0003","0.0101","-0.0107"
9/3/2024 0:00:00,"XLV","-0.0019","-0.0003","0.0101","-0.0107"
9/4/2024 0:00:00,"XLV","-0.0017","-0.0003","0.0101","-0.0107"
9/5/2024 0:00:00,"XLV","-0.0138","-0.0003","0.0101","-0.0107"
9/6/2024 0:00:00,"XLV","-0.0034","-0.0003","0.0101","-0.0107"
9/9/2024 0:00:00,"XLV","0.0070","-0.0003","0.0101","-0.0107"
9/10/2024 0:00:00,"XLV","0.0046","-0.0003","0.0101","-0.0107"
9/11/2024 0:00:00,"XLV","-0.0030","-0.0003","0.0101","-0.0107"
9/12/2024 0:00:00,"XLV","0.0036","-0.0003","0.0101","-0.0107"
9/13/2024 0:00:00,"XLV","0.0021","-0.0003","0.0101","-0.0107"
9/16/2024 0:00:00,"XLV","0.0069","-0.0003","0.0101","-0.0107"
9/17/2024 0:00:00,"XLV","-0.0104","-0.0003","0.0101","-0.0107"
9/18/2024 0:00:00,"XLV","-0.0017","-0.0003","0.0101","-0.0107"
9/19/2024 0:00:00,"XLV","0.0036","-0.0003","0.0101","-0.0107"
9/20/2024 0:00:00,"XLV","-0.0041","-0.0003","0.0101","-0.0107"
9/23/2024 0:00:00,"XLV","-0.0057","-0.0003","0.0101","-0.0107"
9/24/2024 0:00:00,"XLV","-0.0020","-0.0003","0.0101","-0.0107"
9/25/2024 0:00:00,"XLV","-0.0098","-0.0003","0.0101","-0.0107"
9/26/2024 0:00:00,"XLV","0.0033","-0.0003","0.0101","-0.0107"
9/27/2024 0:00:00,"XLV","-0.0005","-0.0003","0.0101","-0.0107"
9/30/2024 0:00:00,"XLV","0.0065","-0.0003","0.0101","-0.0107"
10/1/2024 0:00:00,"XLV","-0.0053","-0.0003","0.0101","-0.0107"
10/2/2024 0:00:00,"XLV","-0.0020","-0.0003","0.0101","-0.0107"
10/3/2024 0:00:00,"XLV","-0.0091","-0.0003","0.0101","-0.0107"
10/4/2024 0:00:00,"XLV","0.0008","-0.0003","0.0101","-0.0107"
10/7/2024 0:00:00,"XLV","-0.0044","-0.0003","0.0101","-0.0107"
10/8/2024 0:00:00,"XLV","0.0054","-0.0003","0.0101","-0.0107"
10/9/2024 0:00:00,"XLV","0.0102","-0.0003","0.0101","-0.0107"
10/10/2024 0:00:00,"XLV","-0.0037","-0.0003","0.0101","-0.0107"
10/11/2024 0:00:00,"XLV","0.0073","-0.0003","0.0101","-0.0107"
10/14/2024 0:00:00,"XLV","0.0055","-0.0003","0.0101","-0.0107"
10/15/2024 0:00:00,"XLV","-0.0123","-0.0003","0.0101","-0.0107"
10/16/2024 0:00:00,"XLV","0.0028","-0.0003","0.0101","-0.0107"
10/17/2024 0:00:00,"XLV","-0.0058","-0.0003","0.0101","-0.0107"
10/18/2024 0:00:00,"XLV","0.0048","-0.0003","0.0101","-0.0107"
10/21/2024 0:00:00,"XLV","-0.0118","-0.0003","0.0101","-0.0107"
10/22/2024 0:00:00,"XLV","-0.0015","-0.0003","0.0101","-0.0107"
10/23/2024 0:00:00,"XLV","-0.0047","-0.0003","0.0101","-0.0107"
10/24/2024 0:00:00,"XLV","-0.0066","-0.0003","0.0101","-0.0107"
10/25/2024 0:00:00,"XLV","-0.0055","-0.0003","0.0101","-0.0107"
10/28/2024 0:00:00,"XLV","0.0015","-0.0003","0.0101","-0.0107"
10/29/2024 0:00:00,"XLV","-0.0028","-0.0003","0.0101","-0.0107"
10/30/2024 0:00:00,"XLV","-0.0019","-0.0003","0.0101","-0.0107"
10/31/2024 0:00:00,"XLV","-0.0085","-0.0003","0.0101","-0.0107"
11/1/2024 0:00:00,"XLV","0.0059","-0.0003","0.0101","-0.0107"
11/4/2024 0:00:00,"XLV","-0.0066","-0.0003","0.0101","-0.0107"
11/5/2024 0:00:00,"XLV","0.0073","-0.0003","0.0101","-0.0107"
11/6/2024 0:00:00,"XLV","0.0013","-0.0003","0.0101","-0.0107"
11/7/2024 0:00:00,"XLV","0.0072","-0.0003","0.0101","-0.0107"
