"Date","Ticker","daily_volume","daily_volume_avg","daily_volume_hi","daily_volume_lo"
11/5/2024 0:00:00,"XLK",3.60,5.40,7.80,2.90
11/12/2024 0:00:00,"XLK",3.80,5.40,7.80,2.90
11/13/2024 0:00:00,"XLK",3.20,5.40,7.80,2.90
11/14/2024 0:00:00,"XLK",3.30,5.40,7.80,2.90
11/15/2024 0:00:00,"XLK",5.60,5.40,7.80,2.90
11/18/2024 0:00:00,"XLK",3.10,5.40,7.80,2.90
11/19/2024 0:00:00,"XLK",3.50,5.40,7.80,2.90
11/20/2024 0:00:00,"XLK",4.40,5.40,7.80,2.90
11/21/2024 0:00:00,"XLK",5.30,5.40,7.80,2.90
11/22/2024 0:00:00,"XLK",3.50,5.40,7.80,2.90
11/25/2024 0:00:00,"XLK",5.60,5.40,7.80,2.90
11/26/2024 0:00:00,"XLK",3.10,5.40,7.80,2.90
11/27/2024 0:00:00,"XLK",3.20,5.40,7.80,2.90
11/29/2024 0:00:00,"XLK",2.10,5.40,7.80,2.90
12/2/2024 0:00:00,"XLK",4.70,5.40,7.80,2.90
12/3/2024 0:00:00,"XLK",2.80,5.40,7.80,2.90
12/4/2024 0:00:00,"XLK",5.40,5.40,7.80,2.90
12/5/2024 0:00:00,"XLK",2.80,5.40,7.80,2.90
12/6/2024 0:00:00,"XLK",3.30,5.40,7.80,2.90
12/9/2024 0:00:00,"XLK",4.00,5.40,7.80,2.90
12/10/2024 0:00:00,"XLK",5.60,5.40,7.80,2.90
12/11/2024 0:00:00,"XLK",4.30,5.40,7.80,2.90
12/12/2024 0:00:00,"XLK",3.60,5.40,7.80,2.90
12/13/2024 0:00:00,"XLK",4.30,5.40,7.80,2.90
12/16/2024 0:00:00,"XLK",4.70,5.40,7.80,2.90
12/17/2024 0:00:00,"XLK",4.10,5.40,7.80,2.90
12/18/2024 0:00:00,"XLK",8.50,5.40,7.80,2.90
12/19/2024 0:00:00,"XLK",6.70,5.40,7.80,2.90
12/20/2024 0:00:00,"XLK",7.50,5.40,7.80,2.90
12/23/2024 0:00:00,"XLK",4.00,5.40,7.80,2.90
12/24/2024 0:00:00,"XLK",2.30,5.40,7.80,2.90
12/26/2024 0:00:00,"XLK",3.60,5.40,7.80,2.90
12/27/2024 0:00:00,"XLK",4.40,5.40,7.80,2.90
12/30/2024 0:00:00,"XLK",4.00,5.40,7.80,2.90
12/31/2024 0:00:00,"XLK",4.70,5.40,7.80,2.90
1/2/2025 0:00:00,"XLK",6.40,5.40,7.80,2.90
1/3/2025 0:00:00,"XLK",4.60,5.40,7.80,2.90
1/6/2025 0:00:00,"XLK",4.50,5.40,7.80,2.90
1/7/2025 0:00:00,"XLK",5.00,5.40,7.80,2.90
1/8/2025 0:00:00,"XLK",5.00,5.40,7.80,2.90
1/10/2025 0:00:00,"XLK",5.80,5.40,7.80,2.90
1/13/2025 0:00:00,"XLK",5.30,5.40,7.80,2.90
1/14/2025 0:00:00,"XLK",3.60,5.40,7.80,2.90
1/15/2025 0:00:00,"XLK",5.20,5.40,7.80,2.90
1/16/2025 0:00:00,"XLK",2.70,5.40,7.80,2.90
1/17/2025 0:00:00,"XLK",3.40,5.40,7.80,2.90
1/21/2025 0:00:00,"XLK",3.40,5.40,7.80,2.90
1/22/2025 0:00:00,"XLK",5.10,5.40,7.80,2.90
1/23/2025 0:00:00,"XLK",3.80,5.40,7.80,2.90
1/24/2025 0:00:00,"XLK",3.30,5.40,7.80,2.90
1/27/2025 0:00:00,"XLK",10.40,5.40,7.80,2.90
1/28/2025 0:00:00,"XLK",5.60,5.40,7.80,2.90
1/29/2025 0:00:00,"XLK",4.50,5.40,7.80,2.90
1/30/2025 0:00:00,"XLK",4.40,5.40,7.80,2.90
1/31/2025 0:00:00,"XLK",5.40,5.40,7.80,2.90
2/3/2025 0:00:00,"XLK",6.90,5.40,7.80,2.90
2/4/2025 0:00:00,"XLK",4.20,5.40,7.80,2.90
2/5/2025 0:00:00,"XLK",2.70,5.40,7.80,2.90
2/6/2025 0:00:00,"XLK",3.40,5.40,7.80,2.90
2/7/2025 0:00:00,"XLK",4.30,5.40,7.80,2.90
2/10/2025 0:00:00,"XLK",3.00,5.40,7.80,2.90
2/11/2025 0:00:00,"XLK",3.20,5.40,7.80,2.90
2/12/2025 0:00:00,"XLK",4.30,5.40,7.80,2.90
2/13/2025 0:00:00,"XLK",3.90,5.40,7.80,2.90
2/14/2025 0:00:00,"XLK",2.30,5.40,7.80,2.90
2/18/2025 0:00:00,"XLK",3.00,5.40,7.80,2.90
2/19/2025 0:00:00,"XLK",2.80,5.40,7.80,2.90
2/20/2025 0:00:00,"XLK",3.00,5.40,7.80,2.90
2/21/2025 0:00:00,"XLK",4.50,5.40,7.80,2.90
2/24/2025 0:00:00,"XLK",3.70,5.40,7.80,2.90
2/25/2025 0:00:00,"XLK",5.20,5.40,7.80,2.90
2/26/2025 0:00:00,"XLK",3.80,5.40,7.80,2.90
2/27/2025 0:00:00,"XLK",5.00,5.40,7.80,2.90
2/28/2025 0:00:00,"XLK",7.10,5.40,7.80,2.90
3/3/2025 0:00:00,"XLK",6.30,5.40,7.80,2.90
3/4/2025 0:00:00,"XLK",8.90,5.40,7.80,2.90
3/5/2025 0:00:00,"XLK",6.00,5.40,7.80,2.90
3/6/2025 0:00:00,"XLK",8.20,5.40,7.80,2.90
3/7/2025 0:00:00,"XLK",5.60,5.40,7.80,2.90
3/10/2025 0:00:00,"XLK",10.80,5.40,7.80,2.90
3/11/2025 0:00:00,"XLK",7.40,5.40,7.80,2.90
3/12/2025 0:00:00,"XLK",5.50,5.40,7.80,2.90
3/13/2025 0:00:00,"XLK",6.20,5.40,7.80,2.90
3/14/2025 0:00:00,"XLK",5.00,5.40,7.80,2.90
3/17/2025 0:00:00,"XLK",5.10,5.40,7.80,2.90
3/18/2025 0:00:00,"XLK",5.70,5.40,7.80,2.90
3/19/2025 0:00:00,"XLK",4.40,5.40,7.80,2.90
3/20/2025 0:00:00,"XLK",3.60,5.40,7.80,2.90
3/21/2025 0:00:00,"XLK",5.20,5.40,7.80,2.90
3/24/2025 0:00:00,"XLK",4.10,5.40,7.80,2.90
3/25/2025 0:00:00,"XLK",3.70,5.40,7.80,2.90
3/26/2025 0:00:00,"XLK",3.90,5.40,7.80,2.90
3/27/2025 0:00:00,"XLK",3.30,5.40,7.80,2.90
3/28/2025 0:00:00,"XLK",5.30,5.40,7.80,2.90
3/31/2025 0:00:00,"XLK",7.10,5.40,7.80,2.90
4/1/2025 0:00:00,"XLK",4.70,5.40,7.80,2.90
4/2/2025 0:00:00,"XLK",4.60,5.40,7.80,2.90
4/3/2025 0:00:00,"XLK",9.70,5.40,7.80,2.90
4/4/2025 0:00:00,"XLK",16.90,5.40,7.80,2.90
4/7/2025 0:00:00,"XLK",22.30,5.40,7.80,2.90
4/8/2025 0:00:00,"XLK",12.90,5.40,7.80,2.90
4/9/2025 0:00:00,"XLK",18.50,5.40,7.80,2.90
4/10/2025 0:00:00,"XLK",9.90,5.40,7.80,2.90
4/11/2025 0:00:00,"XLK",7.20,5.40,7.80,2.90
4/14/2025 0:00:00,"XLK",6.00,5.40,7.80,2.90
4/15/2025 0:00:00,"XLK",3.60,5.40,7.80,2.90
4/16/2025 0:00:00,"XLK",6.60,5.40,7.80,2.90
4/17/2025 0:00:00,"XLK",3.70,5.40,7.80,2.90
4/21/2025 0:00:00,"XLK",4.50,5.40,7.80,2.90
4/22/2025 0:00:00,"XLK",4.70,5.40,7.80,2.90
4/23/2025 0:00:00,"XLK",6.70,5.40,7.80,2.90
4/24/2025 0:00:00,"XLK",4.70,5.40,7.80,2.90
4/25/2025 0:00:00,"XLK",3.30,5.40,7.80,2.90
4/28/2025 0:00:00,"XLK",2.80,5.40,7.80,2.90
4/29/2025 0:00:00,"XLK",4.60,5.40,7.80,2.90
4/30/2025 0:00:00,"XLK",5.10,5.40,7.80,2.90
5/1/2025 0:00:00,"XLK",5.80,5.40,7.80,2.90
5/2/2025 0:00:00,"XLK",4.10,5.40,7.80,2.90
5/5/2025 0:00:00,"XLK",3.40,5.40,7.80,2.90
5/6/2025 0:00:00,"XLK",4.00,5.40,7.80,2.90
5/7/2025 0:00:00,"XLK",4.10,5.40,7.80,2.90
5/8/2025 0:00:00,"XLK",4.40,5.40,7.80,2.90
5/9/2025 0:00:00,"XLK",3.70,5.40,7.80,2.90
5/12/2025 0:00:00,"XLK",6.70,5.40,7.80,2.90
5/13/2025 0:00:00,"XLK",6.40,5.40,7.80,2.90
5/14/2025 0:00:00,"XLK",5.10,5.40,7.80,2.90
5/15/2025 0:00:00,"XLK",4.80,5.40,7.80,2.90
5/16/2025 0:00:00,"XLK",4.10,5.40,7.80,2.90
5/19/2025 0:00:00,"XLK",5.90,5.40,7.80,2.90
5/20/2025 0:00:00,"XLK",5.10,5.40,7.80,2.90
5/21/2025 0:00:00,"XLK",9.30,5.40,7.80,2.90
5/22/2025 0:00:00,"XLK",5.70,5.40,7.80,2.90
5/23/2025 0:00:00,"XLK",6.00,5.40,7.80,2.90
5/27/2025 0:00:00,"XLK",7.10,5.40,7.80,2.90
5/28/2025 0:00:00,"XLK",5.40,5.40,7.80,2.90
5/29/2025 0:00:00,"XLK",7.00,5.40,7.80,2.90
5/30/2025 0:00:00,"XLK",6.70,5.40,7.80,2.90
6/2/2025 0:00:00,"XLK",6.40,5.40,7.80,2.90
6/3/2025 0:00:00,"XLK",7.20,5.40,7.80,2.90
6/4/2025 0:00:00,"XLK",5.40,5.40,7.80,2.90
6/5/2025 0:00:00,"XLK",7.90,5.40,7.80,2.90
6/6/2025 0:00:00,"XLK",4.50,5.40,7.80,2.90
6/9/2025 0:00:00,"XLK",5.60,5.40,7.80,2.90
6/10/2025 0:00:00,"XLK",4.90,5.40,7.80,2.90
6/11/2025 0:00:00,"XLK",4.80,5.40,7.80,2.90
6/12/2025 0:00:00,"XLK",5.60,5.40,7.80,2.90
6/13/2025 0:00:00,"XLK",6.60,5.40,7.80,2.90
6/16/2025 0:00:00,"XLK",6.90,5.40,7.80,2.90
6/17/2025 0:00:00,"XLK",5.30,5.40,7.80,2.90
6/18/2025 0:00:00,"XLK",5.50,5.40,7.80,2.90
6/20/2025 0:00:00,"XLK",5.70,5.40,7.80,2.90
6/23/2025 0:00:00,"XLK",6.10,5.40,7.80,2.90
6/24/2025 0:00:00,"XLK",5.70,5.40,7.80,2.90
6/25/2025 0:00:00,"XLK",4.60,5.40,7.80,2.90
6/26/2025 0:00:00,"XLK",5.60,5.40,7.80,2.90
6/27/2025 0:00:00,"XLK",6.10,5.40,7.80,2.90
6/30/2025 0:00:00,"XLK",6.70,5.40,7.80,2.90
7/1/2025 0:00:00,"XLK",7.60,5.40,7.80,2.90
7/2/2025 0:00:00,"XLK",6.00,5.40,7.80,2.90
7/3/2025 0:00:00,"XLK",3.60,5.40,7.80,2.90
7/7/2025 0:00:00,"XLK",5.80,5.40,7.80,2.90
7/8/2025 0:00:00,"XLK",7.90,5.40,7.80,2.90
7/9/2025 0:00:00,"XLK",6.50,5.40,7.80,2.90
7/10/2025 0:00:00,"XLK",5.00,5.40,7.80,2.90
7/11/2025 0:00:00,"XLK",4.60,5.40,7.80,2.90
7/14/2025 0:00:00,"XLK",4.10,5.40,7.80,2.90
7/15/2025 0:00:00,"XLK",7.80,5.40,7.80,2.90
7/16/2025 0:00:00,"XLK",8.90,5.40,7.80,2.90
7/17/2025 0:00:00,"XLK",6.00,5.40,7.80,2.90
7/18/2025 0:00:00,"XLK",5.10,5.40,7.80,2.90
7/21/2025 0:00:00,"XLK",4.60,5.40,7.80,2.90
7/22/2025 0:00:00,"XLK",6.70,5.40,7.80,2.90
7/23/2025 0:00:00,"XLK",5.00,5.40,7.80,2.90
7/24/2025 0:00:00,"XLK",6.10,5.40,7.80,2.90
7/25/2025 0:00:00,"XLK",4.00,5.40,7.80,2.90
7/28/2025 0:00:00,"XLK",5.80,5.40,7.80,2.90
7/29/2025 0:00:00,"XLK",6.90,5.40,7.80,2.90
7/30/2025 0:00:00,"XLK",7.00,5.40,7.80,2.90
7/31/2025 0:00:00,"XLK",8.20,5.40,7.80,2.90
8/1/2025 0:00:00,"XLK",9.70,5.40,7.80,2.90
8/4/2025 0:00:00,"XLK",6.20,5.40,7.80,2.90
8/5/2025 0:00:00,"XLK",5.60,5.40,7.80,2.90
8/6/2025 0:00:00,"XLK",5.10,5.40,7.80,2.90
8/7/2025 0:00:00,"XLK",5.20,5.40,7.80,2.90
8/8/2025 0:00:00,"XLK",5.50,5.40,7.80,2.90
8/11/2025 0:00:00,"XLK",4.70,5.40,7.80,2.90
8/12/2025 0:00:00,"XLK",5.60,5.40,7.80,2.90
8/13/2025 0:00:00,"XLK",7.00,5.40,7.80,2.90
8/14/2025 0:00:00,"XLK",7.70,5.40,7.80,2.90
8/15/2025 0:00:00,"XLK",6.70,5.40,7.80,2.90
8/18/2025 0:00:00,"XLK",6.10,5.40,7.80,2.90
8/19/2025 0:00:00,"XLK",8.70,5.40,7.80,2.90
8/20/2025 0:00:00,"XLK",11.50,5.40,7.80,2.90
8/21/2025 0:00:00,"XLK",7.60,5.40,7.80,2.90
8/22/2025 0:00:00,"XLK",6.90,5.40,7.80,2.90
8/25/2025 0:00:00,"XLK",5.30,5.40,7.80,2.90
8/26/2025 0:00:00,"XLK",5.50,5.40,7.80,2.90
8/27/2025 0:00:00,"XLK",5.80,5.40,7.80,2.90
8/28/2025 0:00:00,"XLK",6.20,5.40,7.80,2.90
8/29/2025 0:00:00,"XLK",8.70,5.40,7.80,2.90
8/1/2024 0:00:00,"XLV",10.40,9.70,14.30,5.10
8/2/2024 0:00:00,"XLV",15.70,9.70,14.30,5.10
8/5/2024 0:00:00,"XLV",17.60,9.70,14.30,5.10
8/6/2024 0:00:00,"XLV",13.30,9.70,14.30,5.10
8/7/2024 0:00:00,"XLV",11.50,9.70,14.30,5.10
8/8/2024 0:00:00,"XLV",11.50,9.70,14.30,5.10
8/9/2024 0:00:00,"XLV",8.60,9.70,14.30,5.10
8/12/2024 0:00:00,"XLV",5.00,9.70,14.30,5.10
8/13/2024 0:00:00,"XLV",4.80,9.70,14.30,5.10
8/14/2024 0:00:00,"XLV",4.80,9.70,14.30,5.10
8/15/2024 0:00:00,"XLV",5.90,9.70,14.30,5.10
8/16/2024 0:00:00,"XLV",4.60,9.70,14.30,5.10
8/19/2024 0:00:00,"XLV",4.70,9.70,14.30,5.10
8/20/2024 0:00:00,"XLV",4.90,9.70,14.30,5.10
8/21/2024 0:00:00,"XLV",5.50,9.70,14.30,5.10
8/22/2024 0:00:00,"XLV",5.00,9.70,14.30,5.10
8/23/2024 0:00:00,"XLV",4.10,9.70,14.30,5.10
8/26/2024 0:00:00,"XLV",4.40,9.70,14.30,5.10
8/27/2024 0:00:00,"XLV",3.80,9.70,14.30,5.10
8/28/2024 0:00:00,"XLV",5.20,9.70,14.30,5.10
8/29/2024 0:00:00,"XLV",4.30,9.70,14.30,5.10
8/30/2024 0:00:00,"XLV",7.00,9.70,14.30,5.10
9/3/2024 0:00:00,"XLV",7.70,9.70,14.30,5.10
9/4/2024 0:00:00,"XLV",8.20,9.70,14.30,5.10
9/5/2024 0:00:00,"XLV",7.20,9.70,14.30,5.10
9/6/2024 0:00:00,"XLV",7.70,9.70,14.30,5.10
9/9/2024 0:00:00,"XLV",6.20,9.70,14.30,5.10
9/10/2024 0:00:00,"XLV",7.30,9.70,14.30,5.10
9/11/2024 0:00:00,"XLV",6.60,9.70,14.30,5.10
9/12/2024 0:00:00,"XLV",4.80,9.70,14.30,5.10
9/13/2024 0:00:00,"XLV",4.40,9.70,14.30,5.10
9/16/2024 0:00:00,"XLV",4.70,9.70,14.30,5.10
9/17/2024 0:00:00,"XLV",6.30,9.70,14.30,5.10
9/18/2024 0:00:00,"XLV",7.10,9.70,14.30,5.10
9/19/2024 0:00:00,"XLV",6.70,9.70,14.30,5.10
9/20/2024 0:00:00,"XLV",8.50,9.70,14.30,5.10
9/23/2024 0:00:00,"XLV",6.40,9.70,14.30,5.10
9/24/2024 0:00:00,"XLV",5.30,9.70,14.30,5.10
9/25/2024 0:00:00,"XLV",5.90,9.70,14.30,5.10
9/26/2024 0:00:00,"XLV",6.20,9.70,14.30,5.10
9/27/2024 0:00:00,"XLV",7.30,9.70,14.30,5.10
9/30/2024 0:00:00,"XLV",7.20,9.70,14.30,5.10
10/1/2024 0:00:00,"XLV",10.60,9.70,14.30,5.10
10/2/2024 0:00:00,"XLV",7.20,9.70,14.30,5.10
10/3/2024 0:00:00,"XLV",5.60,9.70,14.30,5.10
10/4/2024 0:00:00,"XLV",6.60,9.70,14.30,5.10
10/7/2024 0:00:00,"XLV",5.90,9.70,14.30,5.10
10/8/2024 0:00:00,"XLV",4.70,9.70,14.30,5.10
10/9/2024 0:00:00,"XLV",7.80,9.70,14.30,5.10
10/10/2024 0:00:00,"XLV",4.40,9.70,14.30,5.10
10/11/2024 0:00:00,"XLV",9.40,9.70,14.30,5.10
10/14/2024 0:00:00,"XLV",4.80,9.70,14.30,5.10
10/15/2024 0:00:00,"XLV",9.10,9.70,14.30,5.10
10/16/2024 0:00:00,"XLV",4.50,9.70,14.30,5.10
10/17/2024 0:00:00,"XLV",5.40,9.70,14.30,5.10
10/18/2024 0:00:00,"XLV",9.80,9.70,14.30,5.10
10/21/2024 0:00:00,"XLV",4.80,9.70,14.30,5.10
10/22/2024 0:00:00,"XLV",5.20,9.70,14.30,5.10
10/23/2024 0:00:00,"XLV",4.90,9.70,14.30,5.10
10/24/2024 0:00:00,"XLV",5.10,9.70,14.30,5.10
10/25/2024 0:00:00,"XLV",5.30,9.70,14.30,5.10
10/28/2024 0:00:00,"XLV",4.90,9.70,14.30,5.10
10/29/2024 0:00:00,"XLV",7.30,9.70,14.30,5.10
10/30/2024 0:00:00,"XLV",9.20,9.70,14.30,5.10
10/31/2024 0:00:00,"XLV",6.70,9.70,14.30,5.10
11/1/2024 0:00:00,"XLV",6.90,9.70,14.30,5.10
11/4/2024 0:00:00,"XLV",6.00,9.70,14.30,5.10
11/5/2024 0:00:00,"XLV",5.00,9.70,14.30,5.10
11/6/2024 0:00:00,"XLV",10.70,9.70,14.30,5.10
11/7/2024 0:00:00,"XLV",9.40,9.70,14.30,5.10
11/8/2024 0:00:00,"XLV",8.70,9.70,14.30,5.10
11/11/2024 0:00:00,"XLV",6.10,9.70,14.30,5.10
11/12/2024 0:00:00,"XLV",7.00,9.70,14.30,5.10
11/13/2024 0:00:00,"XLV",6.00,9.70,14.30,5.10
11/14/2024 0:00:00,"XLV",7.90,9.70,14.30,5.10
11/15/2024 0:00:00,"XLV",14.20,9.70,14.30,5.10
11/18/2024 0:00:00,"XLV",7.90,9.70,14.30,5.10
11/19/2024 0:00:00,"XLV",6.20,9.70,14.30,5.10
11/20/2024 0:00:00,"XLV",9.30,9.70,14.30,5.10
11/21/2024 0:00:00,"XLV",8.00,9.70,14.30,5.10
11/22/2024 0:00:00,"XLV",6.30,9.70,14.30,5.10
11/25/2024 0:00:00,"XLV",6.80,9.70,14.30,5.10
11/26/2024 0:00:00,"XLV",6.00,9.70,14.30,5.10
11/27/2024 0:00:00,"XLV",6.00,9.70,14.30,5.10
11/29/2024 0:00:00,"XLV",3.50,9.70,14.30,5.10
12/2/2024 0:00:00,"XLV",6.20,9.70,14.30,5.10
12/3/2024 0:00:00,"XLV",4.20,9.70,14.30,5.10
12/4/2024 0:00:00,"XLV",5.60,9.70,14.30,5.10
12/5/2024 0:00:00,"XLV",8.90,9.70,14.30,5.10
12/6/2024 0:00:00,"XLV",6.50,9.70,14.30,5.10
12/9/2024 0:00:00,"XLV",6.30,9.70,14.30,5.10
12/10/2024 0:00:00,"XLV",7.20,9.70,14.30,5.10
12/11/2024 0:00:00,"XLV",6.90,9.70,14.30,5.10
12/12/2024 0:00:00,"XLV",6.00,9.70,14.30,5.10
12/13/2024 0:00:00,"XLV",7.60,9.70,14.30,5.10
12/16/2024 0:00:00,"XLV",9.50,9.70,14.30,5.10
12/17/2024 0:00:00,"XLV",10.30,9.70,14.30,5.10
12/18/2024 0:00:00,"XLV",14.40,9.70,14.30,5.10
12/19/2024 0:00:00,"XLV",11.90,9.70,14.30,5.10
12/20/2024 0:00:00,"XLV",12.10,9.70,14.30,5.10
12/23/2024 0:00:00,"XLV",8.10,9.70,14.30,5.10
12/24/2024 0:00:00,"XLV",3.10,9.70,14.30,5.10
12/26/2024 0:00:00,"XLV",4.70,9.70,14.30,5.10
12/27/2024 0:00:00,"XLV",5.90,9.70,14.30,5.10
12/30/2024 0:00:00,"XLV",6.90,9.70,14.30,5.10
12/31/2024 0:00:00,"XLV",6.60,9.70,14.30,5.10
1/2/2025 0:00:00,"XLV",9.00,9.70,14.30,5.10
1/3/2025 0:00:00,"XLV",8.30,9.70,14.30,5.10
1/6/2025 0:00:00,"XLV",8.70,9.70,14.30,5.10
1/7/2025 0:00:00,"XLV",12.60,9.70,14.30,5.10
1/8/2025 0:00:00,"XLV",7.80,9.70,14.30,5.10
1/10/2025 0:00:00,"XLV",10.30,9.70,14.30,5.10
1/13/2025 0:00:00,"XLV",9.40,9.70,14.30,5.10
1/14/2025 0:00:00,"XLV",10.30,9.70,14.30,5.10
1/15/2025 0:00:00,"XLV",11.40,9.70,14.30,5.10
1/16/2025 0:00:00,"XLV",8.50,9.70,14.30,5.10
1/17/2025 0:00:00,"XLV",7.70,9.70,14.30,5.10
1/21/2025 0:00:00,"XLV",7.30,9.70,14.30,5.10
1/22/2025 0:00:00,"XLV",8.20,9.70,14.30,5.10
1/23/2025 0:00:00,"XLV",8.00,9.70,14.30,5.10
1/24/2025 0:00:00,"XLV",8.10,9.70,14.30,5.10
1/27/2025 0:00:00,"XLV",12.30,9.70,14.30,5.10
1/28/2025 0:00:00,"XLV",9.70,9.70,14.30,5.10
1/29/2025 0:00:00,"XLV",8.20,9.70,14.30,5.10
1/30/2025 0:00:00,"XLV",7.70,9.70,14.30,5.10
1/31/2025 0:00:00,"XLV",9.20,9.70,14.30,5.10
2/3/2025 0:00:00,"XLV",13.00,9.70,14.30,5.10
2/4/2025 0:00:00,"XLV",11.80,9.70,14.30,5.10
2/5/2025 0:00:00,"XLV",10.00,9.70,14.30,5.10
2/6/2025 0:00:00,"XLV",12.40,9.70,14.30,5.10
2/7/2025 0:00:00,"XLV",11.20,9.70,14.30,5.10
2/10/2025 0:00:00,"XLV",7.40,9.70,14.30,5.10
2/11/2025 0:00:00,"XLV",6.60,9.70,14.30,5.10
2/12/2025 0:00:00,"XLV",7.60,9.70,14.30,5.10
2/13/2025 0:00:00,"XLV",6.30,9.70,14.30,5.10
2/14/2025 0:00:00,"XLV",5.30,9.70,14.30,5.10
2/18/2025 0:00:00,"XLV",11.40,9.70,14.30,5.10
2/19/2025 0:00:00,"XLV",6.30,9.70,14.30,5.10
