"Date","Ticker","Rvol","Rvol_avg","Rvol_hi","Rvol_low"
9/13/2024 0:00:00,"XLK","0.3001","0.2603","0.3888","0.1318"
9/16/2024 0:00:00,"XLK","0.2837","0.2603","0.3888","0.1318"
9/17/2024 0:00:00,"XLK","0.2837","0.2603","0.3888","0.1318"
9/18/2024 0:00:00,"XLK","0.2783","0.2603","0.3888","0.1318"
9/19/2024 0:00:00,"XLK","0.2981","0.2603","0.3888","0.1318"
9/20/2024 0:00:00,"XLK","0.2977","0.2603","0.3888","0.1318"
11/6/2024 0:00:00,"XLK","0.2130","0.2603","0.3888","0.1318"
11/7/2024 0:00:00,"XLK","0.2177","0.2603","0.3888","0.1318"
11/8/2024 0:00:00,"XLK","0.2178","0.2603","0.3888","0.1318"
11/11/2024 0:00:00,"XLK","0.2191","0.2603","0.3888","0.1318"
9/23/2024 0:00:00,"XLK","0.2862","0.2603","0.3888","0.1318"
9/24/2024 0:00:00,"XLK","0.2816","0.2603","0.3888","0.1318"
9/25/2024 0:00:00,"XLK","0.2780","0.2603","0.3888","0.1318"
9/26/2024 0:00:00,"XLK","0.2808","0.2603","0.3888","0.1318"
9/27/2024 0:00:00,"XLK","0.2782","0.2603","0.3888","0.1318"
9/30/2024 0:00:00,"XLK","0.2757","0.2603","0.3888","0.1318"
10/1/2024 0:00:00,"XLK","0.2869","0.2603","0.3888","0.1318"
10/2/2024 0:00:00,"XLK","0.2311","0.2603","0.3888","0.1318"
10/3/2024 0:00:00,"XLK","0.2304","0.2603","0.3888","0.1318"
10/4/2024 0:00:00,"XLK","0.2314","0.2603","0.3888","0.1318"
10/7/2024 0:00:00,"XLK","0.2086","0.2603","0.3888","0.1318"
10/8/2024 0:00:00,"XLK","0.2104","0.2603","0.3888","0.1318"
10/9/2024 0:00:00,"XLK","0.2085","0.2603","0.3888","0.1318"
10/10/2024 0:00:00,"XLK","0.1797","0.2603","0.3888","0.1318"
10/11/2024 0:00:00,"XLK","0.1786","0.2603","0.3888","0.1318"
10/14/2024 0:00:00,"XLK","0.1821","0.2603","0.3888","0.1318"
10/15/2024 0:00:00,"XLK","0.2008","0.2603","0.3888","0.1318"
10/16/2024 0:00:00,"XLK","0.2003","0.2603","0.3888","0.1318"
10/17/2024 0:00:00,"XLK","0.1960","0.2603","0.3888","0.1318"
10/18/2024 0:00:00,"XLK","0.1708","0.2603","0.3888","0.1318"
10/21/2024 0:00:00,"XLK","0.1695","0.2603","0.3888","0.1318"
10/22/2024 0:00:00,"XLK","0.1693","0.2603","0.3888","0.1318"
10/23/2024 0:00:00,"XLK","0.1775","0.2603","0.3888","0.1318"
10/24/2024 0:00:00,"XLK","0.1775","0.2603","0.3888","0.1318"
10/25/2024 0:00:00,"XLK","0.1727","0.2603","0.3888","0.1318"
10/28/2024 0:00:00,"XLK","0.1689","0.2603","0.3888","0.1318"
10/29/2024 0:00:00,"XLK","0.1741","0.2603","0.3888","0.1318"
10/30/2024 0:00:00,"XLK","0.1597","0.2603","0.3888","0.1318"
10/31/2024 0:00:00,"XLK","0.1982","0.2603","0.3888","0.1318"
11/1/2024 0:00:00,"XLK","0.1994","0.2603","0.3888","0.1318"
11/4/2024 0:00:00,"XLK","0.1954","0.2603","0.3888","0.1318"
11/5/2024 0:00:00,"XLK","0.1999","0.2603","0.3888","0.1318"
11/12/2024 0:00:00,"XLK","0.2148","0.2603","0.3888","0.1318"
11/13/2024 0:00:00,"XLK","0.1990","0.2603","0.3888","0.1318"
11/14/2024 0:00:00,"XLK","0.1996","0.2603","0.3888","0.1318"
11/15/2024 0:00:00,"XLK","0.2190","0.2603","0.3888","0.1318"
11/18/2024 0:00:00,"XLK","0.2189","0.2603","0.3888","0.1318"
11/19/2024 0:00:00,"XLK","0.2202","0.2603","0.3888","0.1318"
11/20/2024 0:00:00,"XLK","0.2202","0.2603","0.3888","0.1318"
11/21/2024 0:00:00,"XLK","0.2165","0.2603","0.3888","0.1318"
11/22/2024 0:00:00,"XLK","0.2164","0.2603","0.3888","0.1318"
11/25/2024 0:00:00,"XLK","0.2159","0.2603","0.3888","0.1318"
11/26/2024 0:00:00,"XLK","0.2164","0.2603","0.3888","0.1318"
11/27/2024 0:00:00,"XLK","0.2170","0.2603","0.3888","0.1318"
11/29/2024 0:00:00,"XLK","0.2116","0.2603","0.3888","0.1318"
12/2/2024 0:00:00,"XLK","0.1747","0.2603","0.3888","0.1318"
12/3/2024 0:00:00,"XLK","0.1740","0.2603","0.3888","0.1318"
12/4/2024 0:00:00,"XLK","0.1814","0.2603","0.3888","0.1318"
12/5/2024 0:00:00,"XLK","0.1796","0.2603","0.3888","0.1318"
12/6/2024 0:00:00,"XLK","0.1542","0.2603","0.3888","0.1318"
12/9/2024 0:00:00,"XLK","0.1453","0.2603","0.3888","0.1318"
12/10/2024 0:00:00,"XLK","0.1536","0.2603","0.3888","0.1318"
12/11/2024 0:00:00,"XLK","0.1603","0.2603","0.3888","0.1318"
12/12/2024 0:00:00,"XLK","0.1618","0.2603","0.3888","0.1318"
12/13/2024 0:00:00,"XLK","0.1617","0.2603","0.3888","0.1318"
12/16/2024 0:00:00,"XLK","0.1639","0.2603","0.3888","0.1318"
12/17/2024 0:00:00,"XLK","0.1360","0.2603","0.3888","0.1318"
12/18/2024 0:00:00,"XLK","0.1823","0.2603","0.3888","0.1318"
12/19/2024 0:00:00,"XLK","0.1802","0.2603","0.3888","0.1318"
12/20/2024 0:00:00,"XLK","0.1870","0.2603","0.3888","0.1318"
12/23/2024 0:00:00,"XLK","0.1863","0.2603","0.3888","0.1318"
12/24/2024 0:00:00,"XLK","0.1891","0.2603","0.3888","0.1318"
12/26/2024 0:00:00,"XLK","0.1890","0.2603","0.3888","0.1318"
12/27/2024 0:00:00,"XLK","0.1953","0.2603","0.3888","0.1318"
12/30/2024 0:00:00,"XLK","0.1945","0.2603","0.3888","0.1318"
12/31/2024 0:00:00,"XLK","0.1942","0.2603","0.3888","0.1318"
1/2/2025 0:00:00,"XLK","0.1911","0.2603","0.3888","0.1318"
1/3/2025 0:00:00,"XLK","0.1995","0.2603","0.3888","0.1318"
1/6/2025 0:00:00,"XLK","0.1940","0.2603","0.3888","0.1318"
1/7/2025 0:00:00,"XLK","0.2053","0.2603","0.3888","0.1318"
1/8/2025 0:00:00,"XLK","0.2046","0.2603","0.3888","0.1318"
1/10/2025 0:00:00,"XLK","0.2162","0.2603","0.3888","0.1318"
1/13/2025 0:00:00,"XLK","0.2127","0.2603","0.3888","0.1318"
1/14/2025 0:00:00,"XLK","0.2052","0.2603","0.3888","0.1318"
1/15/2025 0:00:00,"XLK","0.2185","0.2603","0.3888","0.1318"
1/16/2025 0:00:00,"XLK","0.2187","0.2603","0.3888","0.1318"
1/17/2025 0:00:00,"XLK","0.2232","0.2603","0.3888","0.1318"
1/21/2025 0:00:00,"XLK","0.2251","0.2603","0.3888","0.1318"
1/22/2025 0:00:00,"XLK","0.2065","0.2603","0.3888","0.1318"
1/23/2025 0:00:00,"XLK","0.2065","0.2603","0.3888","0.1318"
1/24/2025 0:00:00,"XLK","0.2051","0.2603","0.3888","0.1318"
1/27/2025 0:00:00,"XLK","0.2680","0.2603","0.3888","0.1318"
1/28/2025 0:00:00,"XLK","0.2827","0.2603","0.3888","0.1318"
1/29/2025 0:00:00,"XLK","0.2835","0.2603","0.3888","0.1318"
1/30/2025 0:00:00,"XLK","0.2806","0.2603","0.3888","0.1318"
1/31/2025 0:00:00,"XLK","0.2780","0.2603","0.3888","0.1318"
2/3/2025 0:00:00,"XLK","0.2803","0.2603","0.3888","0.1318"
2/4/2025 0:00:00,"XLK","0.2852","0.2603","0.3888","0.1318"
2/5/2025 0:00:00,"XLK","0.2836","0.2603","0.3888","0.1318"
2/6/2025 0:00:00,"XLK","0.2800","0.2603","0.3888","0.1318"
2/7/2025 0:00:00,"XLK","0.2726","0.2603","0.3888","0.1318"
2/10/2025 0:00:00,"XLK","0.2773","0.2603","0.3888","0.1318"
2/11/2025 0:00:00,"XLK","0.2649","0.2603","0.3888","0.1318"
2/12/2025 0:00:00,"XLK","0.2635","0.2603","0.3888","0.1318"
2/13/2025 0:00:00,"XLK","0.2669","0.2603","0.3888","0.1318"
2/14/2025 0:00:00,"XLK","0.2594","0.2603","0.3888","0.1318"
2/18/2025 0:00:00,"XLK","0.2583","0.2603","0.3888","0.1318"
2/19/2025 0:00:00,"XLK","0.2539","0.2603","0.3888","0.1318"
2/20/2025 0:00:00,"XLK","0.2532","0.2603","0.3888","0.1318"
2/21/2025 0:00:00,"XLK","0.2592","0.2603","0.3888","0.1318"
2/24/2025 0:00:00,"XLK","0.2628","0.2603","0.3888","0.1318"
2/25/2025 0:00:00,"XLK","0.2640","0.2603","0.3888","0.1318"
2/26/2025 0:00:00,"XLK","0.2012","0.2603","0.3888","0.1318"
2/27/2025 0:00:00,"XLK","0.2187","0.2603","0.3888","0.1318"
2/28/2025 0:00:00,"XLK","0.2239","0.2603","0.3888","0.1318"
3/3/2025 0:00:00,"XLK","0.2457","0.2603","0.3888","0.1318"
3/4/2025 0:00:00,"XLK","0.2456","0.2603","0.3888","0.1318"
3/5/2025 0:00:00,"XLK","0.2486","0.2603","0.3888","0.1318"
3/6/2025 0:00:00,"XLK","0.2583","0.2603","0.3888","0.1318"
3/7/2025 0:00:00,"XLK","0.2588","0.2603","0.3888","0.1318"
3/10/2025 0:00:00,"XLK","0.2925","0.2603","0.3888","0.1318"
3/11/2025 0:00:00,"XLK","0.2923","0.2603","0.3888","0.1318"
3/12/2025 0:00:00,"XLK","0.2933","0.2603","0.3888","0.1318"
3/13/2025 0:00:00,"XLK","0.2964","0.2603","0.3888","0.1318"
3/14/2025 0:00:00,"XLK","0.3214","0.2603","0.3888","0.1318"
3/17/2025 0:00:00,"XLK","0.3171","0.2603","0.3888","0.1318"
3/18/2025 0:00:00,"XLK","0.3175","0.2603","0.3888","0.1318"
3/19/2025 0:00:00,"XLK","0.3201","0.2603","0.3888","0.1318"
3/20/2025 0:00:00,"XLK","0.3194","0.2603","0.3888","0.1318"
3/21/2025 0:00:00,"XLK","0.3207","0.2603","0.3888","0.1318"
3/24/2025 0:00:00,"XLK","0.3198","0.2603","0.3888","0.1318"
3/25/2025 0:00:00,"XLK","0.3181","0.2603","0.3888","0.1318"
3/26/2025 0:00:00,"XLK","0.3237","0.2603","0.3888","0.1318"
3/27/2025 0:00:00,"XLK","0.3201","0.2603","0.3888","0.1318"
3/28/2025 0:00:00,"XLK","0.3065","0.2603","0.3888","0.1318"
3/31/2025 0:00:00,"XLK","0.3009","0.2603","0.3888","0.1318"
4/1/2025 0:00:00,"XLK","0.2870","0.2603","0.3888","0.1318"
4/2/2025 0:00:00,"XLK","0.2890","0.2603","0.3888","0.1318"
4/3/2025 0:00:00,"XLK","0.3680","0.2603","0.3888","0.1318"
4/4/2025 0:00:00,"XLK","0.4206","0.2603","0.3888","0.1318"
4/7/2025 0:00:00,"XLK","0.4160","0.2603","0.3888","0.1318"
4/8/2025 0:00:00,"XLK","0.3989","0.2603","0.3888","0.1318"
4/9/2025 0:00:00,"XLK","0.6103","0.2603","0.3888","0.1318"
4/10/2025 0:00:00,"XLK","0.6276","0.2603","0.3888","0.1318"
4/11/2025 0:00:00,"XLK","0.6305","0.2603","0.3888","0.1318"
4/14/2025 0:00:00,"XLK","0.6213","0.2603","0.3888","0.1318"
4/15/2025 0:00:00,"XLK","0.6207","0.2603","0.3888","0.1318"
4/16/2025 0:00:00,"XLK","0.6294","0.2603","0.3888","0.1318"
4/17/2025 0:00:00,"XLK","0.6263","0.2603","0.3888","0.1318"
4/21/2025 0:00:00,"XLK","0.6305","0.2603","0.3888","0.1318"
4/22/2025 0:00:00,"XLK","0.6386","0.2603","0.3888","0.1318"
4/23/2025 0:00:00,"XLK","0.6448","0.2603","0.3888","0.1318"
4/24/2025 0:00:00,"XLK","0.6601","0.2603","0.3888","0.1318"
4/25/2025 0:00:00,"XLK","0.6587","0.2603","0.3888","0.1318"
4/28/2025 0:00:00,"XLK","0.6580","0.2603","0.3888","0.1318"
4/29/2025 0:00:00,"XLK","0.6525","0.2603","0.3888","0.1318"
4/30/2025 0:00:00,"XLK","0.6526","0.2603","0.3888","0.1318"
5/1/2025 0:00:00,"XLK","0.6540","0.2603","0.3888","0.1318"
5/2/2025 0:00:00,"XLK","0.6559","0.2603","0.3888","0.1318"
5/5/2025 0:00:00,"XLK","0.6020","0.2603","0.3888","0.1318"
5/6/2025 0:00:00,"XLK","0.5437","0.2603","0.3888","0.1318"
5/7/2025 0:00:00,"XLK","0.5437","0.2603","0.3888","0.1318"
5/8/2025 0:00:00,"XLK","0.5339","0.2603","0.3888","0.1318"
5/9/2025 0:00:00,"XLK","0.3236","0.2603","0.3888","0.1318"
5/12/2025 0:00:00,"XLK","0.2993","0.2603","0.3888","0.1318"
5/13/2025 0:00:00,"XLK","0.2999","0.2603","0.3888","0.1318"
5/14/2025 0:00:00,"XLK","0.2999","0.2603","0.3888","0.1318"
5/15/2025 0:00:00,"XLK","0.3003","0.2603","0.3888","0.1318"
5/16/2025 0:00:00,"XLK","0.2584","0.2603","0.3888","0.1318"
5/19/2025 0:00:00,"XLK","0.2559","0.2603","0.3888","0.1318"
5/20/2025 0:00:00,"XLK","0.2269","0.2603","0.3888","0.1318"
5/21/2025 0:00:00,"XLK","0.2426","0.2603","0.3888","0.1318"
5/22/2025 0:00:00,"XLK","0.2325","0.2603","0.3888","0.1318"
5/23/2025 0:00:00,"XLK","0.2138","0.2603","0.3888","0.1318"
5/27/2025 0:00:00,"XLK","0.2210","0.2603","0.3888","0.1318"
5/28/2025 0:00:00,"XLK","0.2222","0.2603","0.3888","0.1318"
5/29/2025 0:00:00,"XLK","0.2225","0.2603","0.3888","0.1318"
5/30/2025 0:00:00,"XLK","0.2242","0.2603","0.3888","0.1318"
6/2/2025 0:00:00,"XLK","0.2218","0.2603","0.3888","0.1318"
6/3/2025 0:00:00,"XLK","0.2207","0.2603","0.3888","0.1318"
6/4/2025 0:00:00,"XLK","0.2183","0.2603","0.3888","0.1318"
6/5/2025 0:00:00,"XLK","0.2150","0.2603","0.3888","0.1318"
6/6/2025 0:00:00,"XLK","0.2148","0.2603","0.3888","0.1318"
6/9/2025 0:00:00,"XLK","0.2141","0.2603","0.3888","0.1318"
6/10/2025 0:00:00,"XLK","0.2131","0.2603","0.3888","0.1318"
6/11/2025 0:00:00,"XLK","0.1549","0.2603","0.3888","0.1318"
6/12/2025 0:00:00,"XLK","0.1414","0.2603","0.3888","0.1318"
6/13/2025 0:00:00,"XLK","0.1509","0.2603","0.3888","0.1318"
6/16/2025 0:00:00,"XLK","0.1596","0.2603","0.3888","0.1318"
6/17/2025 0:00:00,"XLK","0.1625","0.2603","0.3888","0.1318"
6/18/2025 0:00:00,"XLK","0.1622","0.2603","0.3888","0.1318"
6/20/2025 0:00:00,"XLK","0.1625","0.2603","0.3888","0.1318"
6/23/2025 0:00:00,"XLK","0.1469","0.2603","0.3888","0.1318"
6/24/2025 0:00:00,"XLK","0.1554","0.2603","0.3888","0.1318"
6/25/2025 0:00:00,"XLK","0.1467","0.2603","0.3888","0.1318"
6/26/2025 0:00:00,"XLK","0.1300","0.2603","0.3888","0.1318"
6/27/2025 0:00:00,"XLK","0.1281","0.2603","0.3888","0.1318"
6/30/2025 0:00:00,"XLK","0.1294","0.2603","0.3888","0.1318"
7/1/2025 0:00:00,"XLK","0.1351","0.2603","0.3888","0.1318"
7/2/2025 0:00:00,"XLK","0.1360","0.2603","0.3888","0.1318"
7/3/2025 0:00:00,"XLK","0.1343","0.2603","0.3888","0.1318"
7/7/2025 0:00:00,"XLK","0.1403","0.2603","0.3888","0.1318"
7/8/2025 0:00:00,"XLK","0.1385","0.2603","0.3888","0.1318"
7/9/2025 0:00:00,"XLK","0.1373","0.2603","0.3888","0.1318"
7/10/2025 0:00:00,"XLK","0.1394","0.2603","0.3888","0.1318"
7/11/2025 0:00:00,"XLK","0.1416","0.2603","0.3888","0.1318"
7/14/2025 0:00:00,"XLK","0.1411","0.2603","0.3888","0.1318"
7/15/2025 0:00:00,"XLK","0.1409","0.2603","0.3888","0.1318"
7/16/2025 0:00:00,"XLK","0.1265","0.2603","0.3888","0.1318"
7/17/2025 0:00:00,"XLK","0.1201","0.2603","0.3888","0.1318"
7/18/2025 0:00:00,"XLK","0.1150","0.2603","0.3888","0.1318"
7/21/2025 0:00:00,"XLK","0.1149","0.2603","0.3888","0.1318"
7/22/2025 0:00:00,"XLK","0.1204","0.2603","0.3888","0.1318"
7/23/2025 0:00:00,"XLK","0.1186","0.2603","0.3888","0.1318"
7/24/2025 0:00:00,"XLK","0.1064","0.2603","0.3888","0.1318"
7/25/2025 0:00:00,"XLK","0.1042","0.2603","0.3888","0.1318"
7/28/2025 0:00:00,"XLK","0.1049","0.2603","0.3888","0.1318"
7/29/2025 0:00:00,"XLK","0.1044","0.2603","0.3888","0.1318"
7/30/2025 0:00:00,"XLK","0.1010","0.2603","0.3888","0.1318"
7/31/2025 0:00:00,"XLK","0.0989","0.2603","0.3888","0.1318"
8/1/2025 0:00:00,"XLK","0.1247","0.2603","0.3888","0.1318"
8/4/2025 0:00:00,"XLK","0.1354","0.2603","0.3888","0.1318"
8/5/2025 0:00:00,"XLK","0.1357","0.2603","0.3888","0.1318"
8/6/2025 0:00:00,"XLK","0.1395","0.2603","0.3888","0.1318"
8/7/2025 0:00:00,"XLK","0.1385","0.2603","0.3888","0.1318"
8/8/2025 0:00:00,"XLK","0.1409","0.2603","0.3888","0.1318"
8/11/2025 0:00:00,"XLK","0.1424","0.2603","0.3888","0.1318"
8/12/2025 0:00:00,"XLK","0.1499","0.2603","0.3888","0.1318"
8/13/2025 0:00:00,"XLK","0.1481","0.2603","0.3888","0.1318"
8/14/2025 0:00:00,"XLK","0.1486","0.2603","0.3888","0.1318"
8/15/2025 0:00:00,"XLK","0.1494","0.2603","0.3888","0.1318"
8/18/2025 0:00:00,"XLK","0.1493","0.2603","0.3888","0.1318"
8/19/2025 0:00:00,"XLK","0.1626","0.2603","0.3888","0.1318"
8/20/2025 0:00:00,"XLK","0.1610","0.2603","0.3888","0.1318"
8/21/2025 0:00:00,"XLK","0.1602","0.2603","0.3888","0.1318"
8/22/2025 0:00:00,"XLK","0.1665","0.2603","0.3888","0.1318"
8/25/2025 0:00:00,"XLK","0.1666","0.2603","0.3888","0.1318"
8/26/2025 0:00:00,"XLK","0.1649","0.2603","0.3888","0.1318"
8/27/2025 0:00:00,"XLK","0.1661","0.2603","0.3888","0.1318"
8/28/2025 0:00:00,"XLK","0.1681","0.2603","0.3888","0.1318"
8/29/2025 0:00:00,"XLK","0.1750","0.2603","0.3888","0.1318"
8/1/2024 0:00:00,"XLV","0.1272","0.1538","0.2154","0.0922"
8/2/2024 0:00:00,"XLV","0.1231","0.1538","0.2154","0.0922"
8/5/2024 0:00:00,"XLV","0.1583","0.1538","0.2154","0.0922"
8/6/2024 0:00:00,"XLV","0.1587","0.1538","0.2154","0.0922"
8/7/2024 0:00:00,"XLV","0.1627","0.1538","0.2154","0.0922"
8/8/2024 0:00:00,"XLV","0.1766","0.1538","0.2154","0.0922"
8/9/2024 0:00:00,"XLV","0.1759","0.1538","0.2154","0.0922"
8/12/2024 0:00:00,"XLV","0.1754","0.1538","0.2154","0.0922"
8/13/2024 0:00:00,"XLV","0.1793","0.1538","0.2154","0.0922"
8/14/2024 0:00:00,"XLV","0.1733","0.1538","0.2154","0.0922"
8/15/2024 0:00:00,"XLV","0.1738","0.1538","0.2154","0.0922"
8/16/2024 0:00:00,"XLV","0.1511","0.1538","0.2154","0.0922"
8/19/2024 0:00:00,"XLV","0.1514","0.1538","0.2154","0.0922"
8/20/2024 0:00:00,"XLV","0.1509","0.1538","0.2154","0.0922"
8/21/2024 0:00:00,"XLV","0.1507","0.1538","0.2154","0.0922"
8/22/2024 0:00:00,"XLV","0.1489","0.1538","0.2154","0.0922"
8/23/2024 0:00:00,"XLV","0.1472","0.1538","0.2154","0.0922"
8/26/2024 0:00:00,"XLV","0.1469","0.1538","0.2154","0.0922"
8/27/2024 0:00:00,"XLV","0.1468","0.1538","0.2154","0.0922"
8/28/2024 0:00:00,"XLV","0.1468","0.1538","0.2154","0.0922"
8/29/2024 0:00:00,"XLV","0.1455","0.1538","0.2154","0.0922"
8/30/2024 0:00:00,"XLV","0.1436","0.1538","0.2154","0.0922"
9/3/2024 0:00:00,"XLV","0.1436","0.1538","0.2154","0.0922"
9/4/2024 0:00:00,"XLV","0.0991","0.1538","0.2154","0.0922"
9/5/2024 0:00:00,"XLV","0.1149","0.1538","0.2154","0.0922"
9/6/2024 0:00:00,"XLV","0.1078","0.1538","0.2154","0.0922"
9/9/2024 0:00:00,"XLV","0.0838","0.1538","0.2154","0.0922"
9/10/2024 0:00:00,"XLV","0.0836","0.1538","0.2154","0.0922"
9/11/2024 0:00:00,"XLV","0.0829","0.1538","0.2154","0.0922"
9/12/2024 0:00:00,"XLV","0.0746","0.1538","0.2154","0.0922"
9/13/2024 0:00:00,"XLV","0.0742","0.1538","0.2154","0.0922"
9/16/2024 0:00:00,"XLV","0.0748","0.1538","0.2154","0.0922"
9/17/2024 0:00:00,"XLV","0.0852","0.1538","0.2154","0.0922"
9/18/2024 0:00:00,"XLV","0.0834","0.1538","0.2154","0.0922"
9/19/2024 0:00:00,"XLV","0.0832","0.1538","0.2154","0.0922"
9/20/2024 0:00:00,"XLV","0.0845","0.1538","0.2154","0.0922"
9/23/2024 0:00:00,"XLV","0.0869","0.1538","0.2154","0.0922"
9/24/2024 0:00:00,"XLV","0.0856","0.1538","0.2154","0.0922"
9/25/2024 0:00:00,"XLV","0.0915","0.1538","0.2154","0.0922"
9/26/2024 0:00:00,"XLV","0.0923","0.1538","0.2154","0.0922"
9/27/2024 0:00:00,"XLV","0.0921","0.1538","0.2154","0.0922"
9/30/2024 0:00:00,"XLV","0.0951","0.1538","0.2154","0.0922"
10/1/2024 0:00:00,"XLV","0.0922","0.1538","0.2154","0.0922"
10/2/2024 0:00:00,"XLV","0.0922","0.1538","0.2154","0.0922"
10/3/2024 0:00:00,"XLV","0.0961","0.1538","0.2154","0.0922"
10/4/2024 0:00:00,"XLV","0.0854","0.1538","0.2154","0.0922"
10/7/2024 0:00:00,"XLV","0.0859","0.1538","0.2154","0.0922"
10/8/2024 0:00:00,"XLV","0.0842","0.1538","0.2154","0.0922"
10/9/2024 0:00:00,"XLV","0.0908","0.1538","0.2154","0.0922"
10/10/2024 0:00:00,"XLV","0.0911","0.1538","0.2154","0.0922"
10/11/2024 0:00:00,"XLV","0.0942","0.1538","0.2154","0.0922"
10/14/2024 0:00:00,"XLV","0.0962","0.1538","0.2154","0.0922"
10/15/2024 0:00:00,"XLV","0.1006","0.1538","0.2154","0.0922"
10/16/2024 0:00:00,"XLV","0.0960","0.1538","0.2154","0.0922"
10/17/2024 0:00:00,"XLV","0.0976","0.1538","0.2154","0.0922"
10/18/2024 0:00:00,"XLV","0.0984","0.1538","0.2154","0.0922"
10/21/2024 0:00:00,"XLV","0.1050","0.1538","0.2154","0.0922"
10/22/2024 0:00:00,"XLV","0.1037","0.1538","0.2154","0.0922"
10/23/2024 0:00:00,"XLV","0.1045","0.1538","0.2154","0.0922"
10/24/2024 0:00:00,"XLV","0.1017","0.1538","0.2154","0.0922"
10/25/2024 0:00:00,"XLV","0.1016","0.1538","0.2154","0.0922"
10/28/2024 0:00:00,"XLV","0.1020","0.1538","0.2154","0.0922"
10/29/2024 0:00:00,"XLV","0.0980","0.1538","0.2154","0.0922"
10/30/2024 0:00:00,"XLV","0.0972","0.1538","0.2154","0.0922"
10/31/2024 0:00:00,"XLV","0.1001","0.1538","0.2154","0.0922"
11/1/2024 0:00:00,"XLV","0.1000","0.1538","0.2154","0.0922"
11/4/2024 0:00:00,"XLV","0.1014","0.1538","0.2154","0.0922"
11/5/2024 0:00:00,"XLV","0.1054","0.1538","0.2154","0.0922"
11/6/2024 0:00:00,"XLV","0.1031","0.1538","0.2154","0.0922"
11/7/2024 0:00:00,"XLV","0.0995","0.1538","0.2154","0.0922"
11/8/2024 0:00:00,"XLV","0.1032","0.1538","0.2154","0.0922"
11/11/2024 0:00:00,"XLV","0.1002","0.1538","0.2154","0.0922"
11/12/2024 0:00:00,"XLV","0.1059","0.1538","0.2154","0.0922"
11/13/2024 0:00:00,"XLV","0.0996","0.1538","0.2154","0.0922"
11/14/2024 0:00:00,"XLV","0.1090","0.1538","0.2154","0.0922"
11/15/2024 0:00:00,"XLV","0.1219","0.1538","0.2154","0.0922"
11/18/2024 0:00:00,"XLV","0.1191","0.1538","0.2154","0.0922"
11/19/2024 0:00:00,"XLV","0.1155","0.1538","0.2154","0.0922"
11/20/2024 0:00:00,"XLV","0.1267","0.1538","0.2154","0.0922"
11/21/2024 0:00:00,"XLV","0.1317","0.1538","0.2154","0.0922"
11/22/2024 0:00:00,"XLV","0.1310","0.1538","0.2154","0.0922"
11/25/2024 0:00:00,"XLV","0.1348","0.1538","0.2154","0.0922"
11/26/2024 0:00:00,"XLV","0.1364","0.1538","0.2154","0.0922"
11/27/2024 0:00:00,"XLV","0.1378","0.1538","0.2154","0.0922"
11/29/2024 0:00:00,"XLV","0.1383","0.1538","0.2154","0.0922"
12/2/2024 0:00:00,"XLV","0.1351","0.1538","0.2154","0.0922"
