Date,Ticker,MT_Trend,mt_avg,mt_hi,mt_lo
2025-06-23,ABNB,-0.022,-0.01,0.0312,-0.0513
2025-06-30,ABNB,0.0111,-0.01,0.0312,-0.0513
2025-07-07,ABNB,0.041,-0.01,0.0312,-0.0513
2025-07-14,ABNB,0.0402,-0.01,0.0312,-0.0513
2025-07-21,ABNB,0.0388,-0.01,0.0312,-0.0513
2025-07-28,ABNB,0.0173,-0.01,0.0312,-0.0513
2025-08-04,ABNB,-0.007,-0.01,0.0312,-0.0513
2025-08-11,ABNB,-0.023,-0.01,0.0312,-0.0513
2025-08-18,ABNB,-0.0248,-0.01,0.0312,-0.0513
2025-08-25,ABNB,-0.0167,-0.01,0.0312,-0.0513
2025-09-02,ABNB,-0.0335,-0.01,0.0312,-0.0513
2024-07-29,ABT,0.015,0.0042,0.0235,-0.0151
2024-08-05,ABT,-0.0039,0.0042,0.0235,-0.0151
2024-08-12,ABT,-0.0022,0.0042,0.0235,-0.0151
2024-08-19,ABT,0.0003,0.0042,0.0235,-0.0151
2024-08-26,ABT,0.0055,0.0042,0.0235,-0.0151
2024-09-03,ABT,-0.0029,0.0042,0.0235,-0.0151
2024-09-09,ABT,-0.0071,0.0042,0.0235,-0.0151
2024-09-16,ABT,-0.0072,0.0042,0.0235,-0.0151
2024-09-23,ABT,-0.0084,0.0042,0.0235,-0.0151
2024-09-30,ABT,-0.0063,0.0042,0.0235,-0.0151
2024-10-07,ABT,-0.001,0.0042,0.0235,-0.0151
2024-10-14,ABT,0.0083,0.0042,0.0235,-0.0151
2024-10-21,ABT,0.0043,0.0042,0.0235,-0.0151
2024-10-28,ABT,-0.0069,0.0042,0.0235,-0.0151
2024-11-04,ABT,0.0132,0.0042,0.0235,-0.0151
2024-11-11,ABT,0.0166,0.0042,0.0235,-0.0151
2024-11-18,ABT,0.0167,0.0042,0.0235,-0.0151
2024-11-25,ABT,0.0189,0.0042,0.0235,-0.0151
2024-12-02,ABT,0.0142,0.0042,0.0235,-0.0151
2024-12-09,ABT,0.0026,0.0042,0.0235,-0.0151
2024-12-16,ABT,-0.0028,0.0042,0.0235,-0.0151
2024-12-23,ABT,0.0001,0.0042,0.0235,-0.0151
2024-12-30,ABT,-0.0001,0.0042,0.0235,-0.0151
2025-01-06,ABT,-0.0053,0.0042,0.0235,-0.0151
2025-01-13,ABT,-0.0114,0.0042,0.0235,-0.0151
2025-01-21,ABT,0.04,0.0042,0.0235,-0.0151
2025-01-27,ABT,0.0206,0.0042,0.0235,-0.0151
2025-02-03,ABT,0.0232,0.0042,0.0235,-0.0151
2025-02-10,ABT,0.0239,0.0042,0.0235,-0.0151
2025-02-18,ABT,0.0251,0.0042,0.0235,-0.0151
2025-02-24,ABT,0.0264,0.0042,0.0235,-0.0151
2025-03-03,ABT,0.032,0.0042,0.0235,-0.0151
2025-03-10,ABT,0.0223,0.0042,0.0235,-0.0151
2025-03-17,ABT,0.0296,0.0042,0.0235,-0.0151
2025-03-24,ABT,0.0285,0.0042,0.0235,-0.0151
2025-03-31,ABT,0.0292,0.0042,0.0235,-0.0151
2025-04-07,ABT,0.0268,0.0042,0.0235,-0.0151
2025-04-14,ABT,0.0315,0.0042,0.0235,-0.0151
2025-04-21,ABT,-0.0047,0.0042,0.0235,-0.0151
2025-04-28,ABT,0.0116,0.0042,0.0235,-0.0151
2025-05-05,ABT,0.0088,0.0042,0.0235,-0.0151
2025-05-12,ABT,0.0059,0.0042,0.0235,-0.0151
2025-05-19,ABT,0.0044,0.0042,0.0235,-0.0151
2025-05-27,ABT,0.0005,0.0042,0.0235,-0.0151
2025-06-02,ABT,-0.0044,0.0042,0.0235,-0.0151
2025-06-09,ABT,0.0141,0.0042,0.0235,-0.0151
2025-06-16,ABT,0.0149,0.0042,0.0235,-0.0151
2025-06-23,ABT,0.0178,0.0042,0.0235,-0.0151
2025-06-30,ABT,0.0175,0.0042,0.0235,-0.0151
2025-07-07,ABT,0.0201,0.0042,0.0235,-0.0151
2025-07-14,ABT,-0.0436,0.0042,0.0235,-0.0151
2025-07-21,ABT,-0.0358,0.0042,0.0235,-0.0151
2025-07-28,ABT,-0.0417,0.0042,0.0235,-0.0151
2025-08-04,ABT,-0.0287,0.0042,0.0235,-0.0151
2025-08-11,ABT,-0.0249,0.0042,0.0235,-0.0151
2025-08-18,ABT,-0.0259,0.0042,0.0235,-0.0151
2025-08-25,ABT,-0.0261,0.0042,0.0235,-0.0151
2025-09-02,ABT,-0.025,0.0042,0.0235,-0.0151
2024-07-29,ACGL,0.0036,-0.0147,0.0107,-0.0401
2024-08-05,ACGL,-0.0049,-0.0147,0.0107,-0.0401
2024-08-12,ACGL,-0.0029,-0.0147,0.0107,-0.0401
2024-08-19,ACGL,0.0102,-0.0147,0.0107,-0.0401
2024-08-26,ACGL,0.0125,-0.0147,0.0107,-0.0401
2024-09-03,ACGL,0.0199,-0.0147,0.0107,-0.0401
2024-09-09,ACGL,0.0242,-0.0147,0.0107,-0.0401
2024-09-16,ACGL,0.0267,-0.0147,0.0107,-0.0401
2024-09-23,ACGL,0.0259,-0.0147,0.0107,-0.0401
2024-09-30,ACGL,0.0263,-0.0147,0.0107,-0.0401
2024-10-07,ACGL,0.0214,-0.0147,0.0107,-0.0401
2024-10-14,ACGL,0.0215,-0.0147,0.0107,-0.0401
2024-10-21,ACGL,0.0243,-0.0147,0.0107,-0.0401
2024-10-28,ACGL,0.0001,-0.0147,0.0107,-0.0401
2024-11-04,ACGL,-0.0094,-0.0147,0.0107,-0.0401
2024-11-11,ACGL,-0.0121,-0.0147,0.0107,-0.0401
2024-11-18,ACGL,-0.0346,-0.0147,0.0107,-0.0401
2024-11-25,ACGL,-0.0411,-0.0147,0.0107,-0.0401
2024-12-02,ACGL,-0.046,-0.0147,0.0107,-0.0401
2024-12-09,ACGL,-0.0532,-0.0147,0.0107,-0.0401
2024-12-16,ACGL,-0.063,-0.0147,0.0107,-0.0401
2024-12-23,ACGL,-0.0666,-0.0147,0.0107,-0.0401
2024-12-30,ACGL,-0.0679,-0.0147,0.0107,-0.0401
2025-01-06,ACGL,-0.0675,-0.0147,0.0107,-0.0401
2025-01-13,ACGL,-0.0504,-0.0147,0.0107,-0.0401
2025-01-21,ACGL,-0.046,-0.0147,0.0107,-0.0401
2025-01-27,ACGL,-0.0211,-0.0147,0.0107,-0.0401
2025-02-03,ACGL,-0.0149,-0.0147,0.0107,-0.0401
2025-02-10,ACGL,-0.0197,-0.0147,0.0107,-0.0401
2025-02-18,ACGL,-0.0158,-0.0147,0.0107,-0.0401
2025-02-24,ACGL,-0.0121,-0.0147,0.0107,-0.0401
2025-03-03,ACGL,-0.0095,-0.0147,0.0107,-0.0401
2025-03-10,ACGL,-0.0001,-0.0147,0.0107,-0.0401
2025-03-17,ACGL,0.0147,-0.0147,0.0107,-0.0401
2025-03-24,ACGL,0.0192,-0.0147,0.0107,-0.0401
2025-03-31,ACGL,0.0075,-0.0147,0.0107,-0.0401
2025-04-07,ACGL,-0.0128,-0.0147,0.0107,-0.0401
2025-04-14,ACGL,-0.0292,-0.0147,0.0107,-0.0401
2025-04-21,ACGL,-0.0298,-0.0147,0.0107,-0.0401
2025-04-28,ACGL,-0.0373,-0.0147,0.0107,-0.0401
2025-05-05,ACGL,-0.0329,-0.0147,0.0107,-0.0401
2025-05-12,ACGL,-0.0226,-0.0147,0.0107,-0.0401
2025-05-19,ACGL,-0.0221,-0.0147,0.0107,-0.0401
2025-05-27,ACGL,-0.0279,-0.0147,0.0107,-0.0401
2025-06-02,ACGL,-0.0301,-0.0147,0.0107,-0.0401
2025-06-09,ACGL,-0.0343,-0.0147,0.0107,-0.0401
2025-06-16,ACGL,-0.037,-0.0147,0.0107,-0.0401
2025-06-23,ACGL,-0.0441,-0.0147,0.0107,-0.0401
2025-06-30,ACGL,-0.0368,-0.0147,0.0107,-0.0401
2025-07-07,ACGL,-0.0212,-0.0147,0.0107,-0.0401
2025-07-14,ACGL,-0.0145,-0.0147,0.0107,-0.0401
2025-07-21,ACGL,-0.0162,-0.0147,0.0107,-0.0401
2025-07-28,ACGL,-0.0124,-0.0147,0.0107,-0.0401
2025-08-04,ACGL,-0.0124,-0.0147,0.0107,-0.0401
2025-08-11,ACGL,-0.0117,-0.0147,0.0107,-0.0401
2025-08-18,ACGL,-0.0008,-0.0147,0.0107,-0.0401
2025-08-25,ACGL,-0.0003,-0.0147,0.0107,-0.0401
2025-09-02,ACGL,-0.0006,-0.0147,0.0107,-0.0401
2024-07-29,ACN,0.0196,-0.0124,0.0226,-0.0473
2024-08-05,ACN,0.0141,-0.0124,0.0226,-0.0473
2024-08-12,ACN,0.0125,-0.0124,0.0226,-0.0473
2024-08-19,ACN,0.017,-0.0124,0.0226,-0.0473
2024-08-26,ACN,0.0366,-0.0124,0.0226,-0.0473
2024-09-03,ACN,0.0451,-0.0124,0.0226,-0.0473
2024-09-09,ACN,0.0482,-0.0124,0.0226,-0.0473
2024-09-16,ACN,0.0211,-0.0124,0.0226,-0.0473
2024-09-23,ACN,0.0234,-0.0124,0.0226,-0.0473
2024-09-30,ACN,0.0253,-0.0124,0.0226,-0.0473
2024-10-07,ACN,0.0326,-0.0124,0.0226,-0.0473
2024-10-14,ACN,0.0217,-0.0124,0.0226,-0.0473
2024-10-21,ACN,0.0204,-0.0124,0.0226,-0.0473
2024-10-28,ACN,0.0094,-0.0124,0.0226,-0.0473
2024-11-04,ACN,0.0099,-0.0124,0.0226,-0.0473
2024-11-11,ACN,0.0128,-0.0124,0.0226,-0.0473
2024-11-18,ACN,0.0124,-0.0124,0.0226,-0.0473
2024-11-25,ACN,0.0074,-0.0124,0.0226,-0.0473
2024-12-02,ACN,0.0029,-0.0124,0.0226,-0.0473
2024-12-09,ACN,0.0004,-0.0124,0.0226,-0.0473
2024-12-16,ACN,0.0039,-0.0124,0.0226,-0.0473
2024-12-23,ACN,0.0012,-0.0124,0.0226,-0.0473
2024-12-30,ACN,0.0001,-0.0124,0.0226,-0.0473
2025-01-06,ACN,0.0011,-0.0124,0.0226,-0.0473
2025-01-13,ACN,-0.0075,-0.0124,0.0226,-0.0473
2025-01-21,ACN,-0.0085,-0.0124,0.0226,-0.0473
2025-01-27,ACN,0.03,-0.0124,0.0226,-0.0473
2025-02-03,ACN,0.033,-0.0124,0.0226,-0.0473
2025-02-10,ACN,0.0307,-0.0124,0.0226,-0.0473
2025-02-18,ACN,0.0174,-0.0124,0.0226,-0.0473
2025-02-24,ACN,-0.0019,-0.0124,0.0226,-0.0473
2025-03-03,ACN,-0.0062,-0.0124,0.0226,-0.0473
2025-03-10,ACN,-0.0193,-0.0124,0.0226,-0.0473
2025-03-17,ACN,-0.0414,-0.0124,0.0226,-0.0473
2025-03-24,ACN,-0.0425,-0.0124,0.0226,-0.0473
2025-03-31,ACN,-0.0445,-0.0124,0.0226,-0.0473
2025-04-07,ACN,-0.0552,-0.0124,0.0226,-0.0473
2025-04-14,ACN,-0.0575,-0.0124,0.0226,-0.0473
2025-04-21,ACN,-0.0592,-0.0124,0.0226,-0.0473
2025-04-28,ACN,-0.0743,-0.0124,0.0226,-0.0473
2025-05-05,ACN,-0.076,-0.0124,0.0226,-0.0473
2025-05-12,ACN,-0.0645,-0.0124,0.0226,-0.0473
2025-05-19,ACN,-0.056,-0.0124,0.0226,-0.0473
2025-05-27,ACN,-0.04,-0.0124,0.0226,-0.0473
2025-06-02,ACN,-0.0354,-0.0124,0.0226,-0.0473
2025-06-09,ACN,-0.0221,-0.0124,0.0226,-0.0473
2025-06-16,ACN,-0.025,-0.0124,0.0226,-0.0473
2025-06-23,ACN,-0.0291,-0.0124,0.0226,-0.0473
2025-06-30,ACN,-0.0237,-0.0124,0.0226,-0.0473
2025-07-07,ACN,-0.016,-0.0124,0.0226,-0.0473
2025-07-14,ACN,-0.0172,-0.0124,0.0226,-0.0473
2025-07-21,ACN,-0.0172,-0.0124,0.0226,-0.0473
2025-07-28,ACN,-0.0385,-0.0124,0.0226,-0.0473
2025-08-04,ACN,-0.0556,-0.0124,0.0226,-0.0473
2025-08-11,ACN,-0.0734,-0.0124,0.0226,-0.0473
2025-08-18,ACN,-0.0695,-0.0124,0.0226,-0.0473
2025-08-25,ACN,-0.0653,-0.0124,0.0226,-0.0473
2025-09-02,ACN,-0.0655,-0.0124,0.0226,-0.0473
2024-07-29,ADBE,0.0095,-0.0174,0.0051,-0.0398
2024-08-05,ADBE,0.0,-0.0174,0.0051,-0.0398
2024-08-12,ADBE,0.0034,-0.0174,0.0051,-0.0398
2024-08-19,ADBE,0.01,-0.0174,0.0051,-0.0398
2024-08-26,ADBE,0.0285,-0.0174,0.0051,-0.0398
2024-09-03,ADBE,0.0366,-0.0174,0.0051,-0.0398
2024-09-09,ADBE,-0.0058,-0.0174,0.0051,-0.0398
2024-09-16,ADBE,0.0012,-0.0174,0.0051,-0.0398
2024-09-23,ADBE,-0.0031,-0.0174,0.0051,-0.0398
2024-09-30,ADBE,-0.0164,-0.0174,0.0051,-0.0398
2024-10-07,ADBE,-0.0241,-0.0174,0.0051,-0.0398
2024-10-14,ADBE,-0.0214,-0.0174,0.0051,-0.0398
