Date,Ticker,Sharpe_Rank
2025-01-14,AAPL,3.7
2025-01-15,AAPL,15.8
2025-01-16,AAPL,3.3
2025-01-17,AAPL,1.4
2025-01-21,AAPL,0.4
2025-01-22,AAPL,0.4
2025-01-23,AAPL,0.4
2025-01-24,AAPL,0.4
2025-01-27,AAPL,2.4
2025-01-28,AAPL,19.1
2025-01-29,AAPL,21.7
2025-01-30,AAPL,23.6
2025-01-31,AAPL,23.8
2025-02-03,AAPL,23.0
2025-02-04,AAPL,33.6
2025-02-05,AAPL,30.3
2025-02-06,AAPL,36.1
2025-02-07,AAPL,25.7
2025-02-10,AAPL,36.9
2025-02-11,AAPL,53.2
2025-02-12,AAPL,64.5
2025-02-13,AAPL,64.4
2025-02-14,AAPL,78.7
2025-02-18,AAPL,77.8
2025-02-19,AAPL,84.6
2025-02-20,AAPL,84.7
2025-02-21,AAPL,84.5
2025-02-24,AAPL,86.1
2025-02-25,AAPL,79.1
2025-02-26,AAPL,54.6
2025-02-27,AAPL,40.3
2025-02-28,AAPL,59.0
2025-03-03,AAPL,53.9
2025-03-04,AAPL,68.2
2025-03-05,AAPL,53.6
2025-03-06,AAPL,51.5
2025-03-07,AAPL,62.6
2025-03-10,AAPL,48.5
2025-03-11,AAPL,32.4
2025-03-12,AAPL,17.5
2025-03-13,AAPL,5.7
2025-03-14,AAPL,6.0
2025-03-17,AAPL,1.4
2025-03-18,AAPL,1.4
2025-03-19,AAPL,2.5
2025-03-20,AAPL,1.9
2025-03-21,AAPL,9.7
2025-03-24,AAPL,11.3
2025-03-25,AAPL,14.2
2025-03-26,AAPL,20.9
2025-03-27,AAPL,25.7
2025-03-28,AAPL,12.6
2025-03-31,AAPL,23.3
2025-04-01,AAPL,30.1
2025-04-02,AAPL,32.0
2025-04-03,AAPL,20.0
2025-04-04,AAPL,7.9
2025-04-07,AAPL,10.2
2025-04-08,AAPL,5.2
2025-04-09,AAPL,51.3
2025-04-10,AAPL,48.7
2025-04-11,AAPL,54.6
2025-04-14,AAPL,60.4
2025-04-15,AAPL,61.4
2025-04-16,AAPL,48.0
2025-04-17,AAPL,52.2
2025-04-21,AAPL,43.8
2025-04-22,AAPL,49.5
2025-04-23,AAPL,52.0
2025-04-24,AAPL,61.0
2025-04-25,AAPL,59.5
2025-04-28,AAPL,65.8
2025-04-29,AAPL,63.0
2025-04-30,AAPL,63.0
2025-05-01,AAPL,62.9
2025-05-02,AAPL,74.0
2025-05-05,AAPL,78.0
2025-05-06,AAPL,81.4
2025-05-07,AAPL,85.2
2025-05-08,AAPL,68.0
2025-05-09,AAPL,76.0
2025-05-12,AAPL,78.9
2025-05-13,AAPL,77.4
2025-05-14,AAPL,77.3
2025-05-15,AAPL,84.5
2025-05-16,AAPL,81.6
2025-05-19,AAPL,82.8
2025-05-20,AAPL,72.3
2025-05-21,AAPL,47.5
2025-05-22,AAPL,34.8
2025-05-23,AAPL,22.2
2025-05-27,AAPL,32.5
2025-05-28,AAPL,31.1
2025-05-29,AAPL,28.1
2025-05-30,AAPL,28.2
2025-06-02,AAPL,46.3
2025-06-03,AAPL,68.8
2025-06-04,AAPL,67.9
2025-06-05,AAPL,67.8
2025-06-06,AAPL,72.2
2025-06-09,AAPL,63.4
2025-06-10,AAPL,31.8
2025-06-11,AAPL,8.4
2025-06-12,AAPL,9.2
2025-06-13,AAPL,5.2
2025-06-16,AAPL,11.9
2025-06-17,AAPL,12.0
2025-06-18,AAPL,16.7
2025-06-20,AAPL,42.6
2025-06-23,AAPL,44.1
2025-06-24,AAPL,66.9
2025-06-25,AAPL,43.9
2025-06-26,AAPL,39.1
2025-06-27,AAPL,40.1
2025-06-30,AAPL,61.0
2025-07-01,AAPL,70.6
2025-07-02,AAPL,77.5
2025-07-03,AAPL,80.4
2025-07-07,AAPL,78.2
2025-07-08,AAPL,70.8
2025-07-09,AAPL,80.6
2025-07-10,AAPL,80.8
2025-07-11,AAPL,86.1
2025-07-14,AAPL,81.0
2025-07-15,AAPL,89.1
2025-07-16,AAPL,86.1
2025-07-17,AAPL,90.9
2025-07-18,AAPL,92.3
2025-07-21,AAPL,85.9
2025-07-22,AAPL,89.9
2025-07-23,AAPL,91.3
2025-07-24,AAPL,88.7
2025-07-25,AAPL,89.9
2025-07-28,AAPL,89.3
2025-07-29,AAPL,66.5
2025-07-30,AAPL,35.9
2025-07-31,AAPL,14.1
2025-08-01,AAPL,0.6
2025-08-04,AAPL,9.7
2025-08-05,AAPL,3.6
2025-08-06,AAPL,54.2
2025-08-07,AAPL,74.0
2025-08-08,AAPL,88.5
2025-08-11,AAPL,89.7
2025-08-12,AAPL,91.5
2025-08-13,AAPL,92.7
2025-08-14,AAPL,92.3
2025-08-15,AAPL,89.9
2025-08-18,AAPL,86.3
2025-08-19,AAPL,83.3
2025-08-20,AAPL,77.4
2025-08-21,AAPL,76.0
2025-08-22,AAPL,79.2
2025-08-25,AAPL,78.2
2025-08-26,AAPL,85.1
2025-08-27,AAPL,90.5
2025-08-28,AAPL,93.1
2025-08-29,AAPL,96.2
2025-09-02,AAPL,94.0
2025-09-03,AAPL,99.4
2025-09-04,AAPL,96.2
2024-08-01,ABBV,97.7
2024-08-02,ABBV,93.5
2024-08-05,ABBV,85.4
2024-08-06,ABBV,82.0
2024-08-07,ABBV,88.5
2024-08-08,ABBV,90.7
2024-08-09,ABBV,80.4
2024-08-12,ABBV,91.4
2024-08-13,ABBV,90.0
2024-08-14,ABBV,66.1
2024-08-15,ABBV,95.3
2024-08-16,ABBV,95.5
2024-08-19,ABBV,95.6
2024-08-20,ABBV,92.9
2024-08-21,ABBV,76.4
2024-08-22,ABBV,50.0
2024-08-23,ABBV,48.7
2024-08-26,ABBV,56.4
2024-08-27,ABBV,41.2
2024-08-28,ABBV,42.7
2024-08-29,ABBV,27.4
2024-08-30,ABBV,33.7
2024-09-03,ABBV,55.7
2024-09-04,ABBV,51.1
2024-09-05,ABBV,25.0
2024-09-06,ABBV,7.4
2024-09-09,ABBV,28.1
2024-09-10,ABBV,43.9
2024-09-11,ABBV,16.0
2024-09-12,ABBV,8.8
2024-09-13,ABBV,6.7
2024-09-16,ABBV,12.3
2024-09-17,ABBV,0.9
2024-09-18,ABBV,0.9
2024-09-19,ABBV,2.7
2024-09-20,ABBV,2.6
2024-09-23,ABBV,0.9
2024-09-24,ABBV,0.8
2024-09-25,ABBV,0.8
2024-09-26,ABBV,5.7
2024-09-27,ABBV,16.1
2024-09-30,ABBV,26.2
2024-10-01,ABBV,16.4
2024-10-02,ABBV,23.1
2024-10-03,ABBV,35.6
2024-10-04,ABBV,24.6
2024-10-07,ABBV,12.5
2024-10-08,ABBV,0.7
2024-10-09,ABBV,15.0
2024-10-10,ABBV,11.3
2024-10-11,ABBV,6.9
2024-10-14,ABBV,11.0
2024-10-15,ABBV,11.5
2024-10-16,ABBV,4.0
2024-10-17,ABBV,1.3
2024-10-18,ABBV,3.2
2024-10-21,ABBV,0.6
2024-10-22,ABBV,5.7
2024-10-23,ABBV,13.1
2024-10-24,ABBV,25.3
2024-10-25,ABBV,1.8
2024-10-28,ABBV,1.2
2024-10-29,ABBV,0.6
2024-10-30,ABBV,63.5
2024-10-31,ABBV,69.2
2024-11-01,ABBV,70.1
2024-11-04,ABBV,65.9
2024-11-05,ABBV,69.1
2024-11-06,ABBV,63.9
2024-11-07,ABBV,63.2
2024-11-08,ABBV,62.5
2024-11-11,ABBV,36.6
2024-11-12,ABBV,36.7
2024-11-13,ABBV,38.9
2024-11-14,ABBV,40.1
2024-11-15,ABBV,27.3
2024-11-18,ABBV,36.7
2024-11-19,ABBV,31.3
2024-11-20,ABBV,40.5
2024-11-21,ABBV,45.5
2024-11-22,ABBV,56.4
2024-11-25,ABBV,53.4
2024-11-26,ABBV,57.7
2024-11-27,ABBV,45.2
2024-11-29,ABBV,38.7
2024-12-02,ABBV,32.2
2024-12-03,ABBV,42.1
2024-12-04,ABBV,24.3
2024-12-05,ABBV,24.5
2024-12-06,ABBV,26.1
2024-12-09,ABBV,30.8
2024-12-10,ABBV,69.5
2024-12-11,ABBV,64.5
2024-12-12,ABBV,63.0
2024-12-13,ABBV,65.1
2024-12-16,ABBV,74.4
2024-12-17,ABBV,79.2
2024-12-18,ABBV,72.7
2024-12-19,ABBV,63.3
2024-12-20,ABBV,64.0
2024-12-23,ABBV,55.3
2024-12-24,ABBV,59.3
2024-12-26,ABBV,41.1
2024-12-27,ABBV,19.6
2024-12-30,ABBV,12.7
2024-12-31,ABBV,21.3
2025-01-02,ABBV,38.7
2025-01-03,ABBV,67.1
2025-01-06,ABBV,61.5
2025-01-07,ABBV,58.8
2025-01-08,ABBV,53.8
2025-01-10,ABBV,45.1
2025-01-13,ABBV,57.1
2025-01-14,ABBV,58.5
2025-01-15,ABBV,41.9
2025-01-16,ABBV,60.2
2025-01-17,ABBV,30.4
2025-01-21,ABBV,46.4
2025-01-22,ABBV,40.4
2025-01-23,ABBV,20.6
2025-01-24,ABBV,6.7
2025-01-27,ABBV,43.0
2025-01-28,ABBV,33.7
2025-01-29,ABBV,45.2
2025-01-30,ABBV,53.8
2025-01-31,ABBV,78.6
2025-02-03,ABBV,84.1
2025-02-04,ABBV,81.5
2025-02-05,ABBV,85.7
2025-02-06,ABBV,86.4
2025-02-07,ABBV,85.2
2025-02-10,ABBV,87.6
2025-02-11,ABBV,87.3
2025-02-12,ABBV,91.3
2025-02-13,ABBV,96.2
2025-02-14,ABBV,93.3
2025-02-18,ABBV,99.1
2025-02-19,ABBV,99.4
2025-02-20,ABBV,99.7
2025-02-21,ABBV,99.7
2025-02-24,ABBV,99.7
2025-02-25,ABBV,97.9
2025-02-26,ABBV,97.9
2025-02-27,ABBV,99.1
2025-02-28,ABBV,99.7
2025-03-03,ABBV,96.1
2025-03-04,ABBV,88.4
2025-03-05,ABBV,95.0
2025-03-06,ABBV,92.6
2025-03-07,ABBV,94.4
2025-03-10,ABBV,97.4
2025-03-11,ABBV,95.1
2025-03-12,ABBV,91.1
2025-03-13,ABBV,88.0
2025-03-14,ABBV,86.6
2025-03-17,ABBV,92.4
2025-03-18,ABBV,83.1
2025-03-19,ABBV,78.2
2025-03-20,ABBV,71.4
2025-03-21,ABBV,65.2
2025-03-24,ABBV,55.2
2025-03-25,ABBV,36.1
2025-03-26,ABBV,38.6
2025-03-27,ABBV,37.6
2025-03-28,ABBV,32.3
2025-03-31,ABBV,39.3
2025-04-01,ABBV,41.0
2025-04-02,ABBV,18.3
2025-04-03,ABBV,13.7
2025-04-04,ABBV,3.9
2025-04-07,ABBV,1.8
2025-04-08,ABBV,0.8
2025-04-09,ABBV,4.9
2025-04-10,ABBV,2.3
2025-04-11,ABBV,3.1
2025-04-14,ABBV,6.1
2025-04-15,ABBV,3.8
2025-04-16,ABBV,2.3
2025-04-17,ABBV,3.8
2025-04-21,ABBV,2.7
2025-04-22,ABBV,8.9
2025-04-23,ABBV,19.5
2025-04-24,ABBV,20.8
2025-04-25,ABBV,35.6
2025-04-28,ABBV,45.1
2025-04-29,ABBV,40.8
2025-04-30,ABBV,48.8
2025-05-01,ABBV,46.2
2025-05-02,ABBV,59.5
2025-05-05,ABBV,72.0
2025-05-06,ABBV,62.7
2025-05-07,ABBV,75.6
2025-05-08,ABBV,68.2
2025-05-09,ABBV,73.7
2025-05-12,ABBV,78.2
2025-05-13,ABBV,71.9
2025-05-14,ABBV,60.1
2025-05-15,ABBV,72.6
2025-05-16,ABBV,74.1
2025-05-19,ABBV,78.5
2025-05-20,ABBV,73.6
2025-05-21,ABBV,64.8
2025-05-22,ABBV,62.1
2025-05-23,ABBV,51.8
2025-05-27,ABBV,44.2
2025-05-28,ABBV,32.4
2025-05-29,ABBV,36.0
2025-05-30,ABBV,41.0
2025-06-02,ABBV,28.3
2025-06-03,ABBV,36.1
2025-06-04,ABBV,56.2
2025-06-05,ABBV,51.5
2025-06-06,ABBV,64.3
2025-06-09,ABBV,64.3
2025-06-10,ABBV,51.1
2025-06-11,ABBV,61.0
2025-06-12,ABBV,82.1
2025-06-13,ABBV,74.9
2025-06-16,ABBV,65.6
2025-06-17,ABBV,36.9
2025-06-18,ABBV,40.3
2025-06-20,ABBV,54.5
2025-06-23,ABBV,40.2
2025-06-24,ABBV,48.4
2025-06-25,ABBV,31.3
2025-06-26,ABBV,53.8
2025-06-27,ABBV,16.7
2025-06-30,ABBV,36.7
2025-07-01,ABBV,55.6
2025-07-02,ABBV,58.0
2025-07-03,ABBV,49.6
2025-07-07,ABBV,45.6
2025-07-08,ABBV,45.6
2025-07-09,ABBV,49.4
2025-07-10,ABBV,65.9
2025-07-11,ABBV,48.8
2025-07-14,ABBV,44.6
2025-07-15,ABBV,29.0
2025-07-16,ABBV,49.0
2025-07-17,ABBV,67.9
2025-07-18,ABBV,61.5
2025-07-21,ABBV,47.8
2025-07-22,ABBV,61.5
2025-07-23,ABBV,65.9
2025-07-24,ABBV,66.7
2025-07-25,ABBV,61.9
2025-07-28,ABBV,69.2
2025-07-29,ABBV,66.5
2025-07-30,ABBV,45.6
2025-07-31,ABBV,40.3
2025-08-01,ABBV,67.5
2025-08-04,ABBV,75.2
2025-08-05,ABBV,74.0
2025-08-06,ABBV,66.1
2025-08-07,ABBV,61.3
2025-08-08,ABBV,65.7
2025-08-11,ABBV,72.2
2025-08-12,ABBV,82.7
2025-08-13,ABBV,80.8
2025-08-14,ABBV,85.5
2025-08-15,ABBV,88.7
2025-08-18,ABBV,93.8
2025-08-19,ABBV,92.1
2025-08-20,ABBV,91.5
2025-08-21,ABBV,91.9
2025-08-22,ABBV,94.0
2025-08-25,ABBV,91.7
2025-08-26,ABBV,88.9
2025-08-27,ABBV,91.9
2025-08-28,ABBV,92.1
2025-08-29,ABBV,86.7
2025-09-02,ABBV,86.7
2025-09-03,ABBV,97.8
2025-09-04,ABBV,99.6
2024-08-01,ABNB,2.3
2024-08-02,ABNB,2.2
2024-08-05,ABNB,2.1
2024-08-06,ABNB,18.0
2024-08-07,ABNB,19.2
2024-08-08,ABNB,35.2
2024-08-09,ABNB,33.9
2024-08-12,ABNB,25.9
2024-08-13,ABNB,28.3
2024-08-14,ABNB,38.7
2024-08-15,ABNB,48.4
2024-08-16,ABNB,43.9
2024-08-19,ABNB,47.1
2024-08-20,ABNB,44.3
2024-08-21,ABNB,54.2
2024-08-22,ABNB,55.4
2024-08-23,ABNB,57.9
2024-08-26,ABNB,53.8
2024-08-27,ABNB,61.2
2024-08-28,ABNB,62.2
2024-08-29,ABNB,63.1
2024-08-30,ABNB,73.3
2024-09-03,ABNB,72.7
2024-09-04,ABNB,63.3
2024-09-05,ABNB,96.7
2024-09-06,ABNB,71.3
2024-09-09,ABNB,82.3
2024-09-10,ABNB,82.7
2024-09-11,ABNB,63.0
2024-09-12,ABNB,79.4
2024-09-13,ABNB,58.7
2024-09-16,ABNB,77.4
2024-09-17,ABNB,86.1
2024-09-18,ABNB,94.5
2024-09-19,ABNB,99.1
2024-09-20,ABNB,99.1
2024-09-23,ABNB,97.4
2024-09-24,ABNB,98.3
2024-09-25,ABNB,95.8
2024-09-26,ABNB,92.6
2024-09-27,ABNB,91.9
2024-09-30,ABNB,88.1
2024-10-01,ABNB,88.3
2024-10-02,ABNB,89.2
2024-10-03,ABNB,84.8
2024-10-04,ABNB,96.3
2024-10-07,ABNB,93.4
2024-10-08,ABNB,99.3
2024-10-09,ABNB,99.3
2024-10-10,ABNB,92.3
2024-10-11,ABNB,95.1
2024-10-14,ABNB,96.6
2024-10-15,ABNB,79.1
2024-10-16,ABNB,86.0
2024-10-17,ABNB,73.0
2024-10-18,ABNB,70.8
2024-10-21,ABNB,73.7
2024-10-22,ABNB,65.2
2024-10-23,ABNB,57.5
2024-10-24,ABNB,61.7
2024-10-28,ABNB,76.5
2024-10-29,ABNB,87.5
2024-10-30,ABNB,79.4
2024-10-31,ABNB,76.2
2024-11-01,ABNB,69.5
2024-11-04,ABNB,69.3
2024-11-05,ABNB,64.0
2024-11-06,ABNB,63.9
2024-11-07,ABNB,90.1
2024-11-08,ABNB,53.3
2024-11-11,ABNB,59.1
2024-11-12,ABNB,52.7
2024-11-13,ABNB,48.9
2024-11-14,ABNB,50.5
2024-11-15,ABNB,44.8
2024-11-18,ABNB,43.4
2024-11-19,ABNB,45.5
2024-11-20,ABNB,63.5
2024-11-21,ABNB,55.9
2024-11-22,ABNB,62.3
2024-11-25,ABNB,69.4
2024-11-26,ABNB,58.7
2024-11-27,ABNB,58.6
2024-11-29,ABNB,56.6
2024-12-02,ABNB,54.7
2024-12-03,ABNB,53.2
2024-12-04,ABNB,57.3
2024-12-05,ABNB,42.7
2024-12-06,ABNB,28.4
2024-12-09,ABNB,64.3
2024-12-10,ABNB,47.3
2024-12-11,ABNB,72.4
2024-12-12,ABNB,66.1
2024-12-13,ABNB,29.3
2024-12-16,ABNB,43.2
2024-12-17,ABNB,44.1
2024-12-18,ABNB,30.3
2024-12-19,ABNB,25.0
2024-12-20,ABNB,50.4
2024-12-23,ABNB,37.3
2024-12-24,ABNB,24.0
2024-12-26,ABNB,27.4
2024-12-27,ABNB,26.4
2024-12-30,ABNB,28.2
