"Date","Ticker","Sharpe","Sharpe_avg","Sharpe_hi","Sharpe_low"
1/13/2025 0:00:00,"XLK",-7.20,-1.72,2.04,-5.48
1/14/2025 0:00:00,"XLK",-6.70,-1.72,2.04,-5.48
1/15/2025 0:00:00,"XLK",-5.20,-1.72,2.04,-5.48
1/16/2025 0:00:00,"XLK",-6.50,-1.72,2.04,-5.48
1/17/2025 0:00:00,"XLK",-4.80,-1.72,2.04,-5.48
1/21/2025 0:00:00,"XLK",-1.90,-1.72,2.04,-5.48
1/22/2025 0:00:00,"XLK",-0.40,-1.72,2.04,-5.48
1/23/2025 0:00:00,"XLK",-1.40,-1.72,2.04,-5.48
1/24/2025 0:00:00,"XLK",-2.90,-1.72,2.04,-5.48
1/27/2025 0:00:00,"XLK",-5.80,-1.72,2.04,-5.48
1/28/2025 0:00:00,"XLK",-4.10,-1.72,2.04,-5.48
1/29/2025 0:00:00,"XLK",-3.80,-1.72,2.04,-5.48
1/30/2025 0:00:00,"XLK",-3.00,-1.72,2.04,-5.48
1/31/2025 0:00:00,"XLK",-2.90,-1.72,2.04,-5.48
2/3/2025 0:00:00,"XLK",-3.50,-1.72,2.04,-5.48
2/4/2025 0:00:00,"XLK",-3.50,-1.72,2.04,-5.48
2/5/2025 0:00:00,"XLK",-3.50,-1.72,2.04,-5.48
2/6/2025 0:00:00,"XLK",-2.20,-1.72,2.04,-5.48
2/7/2025 0:00:00,"XLK",-2.80,-1.72,2.04,-5.48
2/10/2025 0:00:00,"XLK",-0.60,-1.72,2.04,-5.48
2/11/2025 0:00:00,"XLK",-0.20,-1.72,2.04,-5.48
2/12/2025 0:00:00,"XLK",-0.50,-1.72,2.04,-5.48
2/13/2025 0:00:00,"XLK",-0.80,-1.72,2.04,-5.48
2/14/2025 0:00:00,"XLK",-0.20,-1.72,2.04,-5.48
2/18/2025 0:00:00,"XLK",-0.60,-1.72,2.04,-5.48
2/19/2025 0:00:00,"XLK",-1.10,-1.72,2.04,-5.48
2/20/2025 0:00:00,"XLK",-2.70,-1.72,2.04,-5.48
2/21/2025 0:00:00,"XLK",-4.40,-1.72,2.04,-5.48
2/24/2025 0:00:00,"XLK",-4.60,-1.72,2.04,-5.48
2/25/2025 0:00:00,"XLK",-2.40,-1.72,2.04,-5.48
2/26/2025 0:00:00,"XLK",-4.30,-1.72,2.04,-5.48
2/27/2025 0:00:00,"XLK",-6.10,-1.72,2.04,-5.48
2/28/2025 0:00:00,"XLK",-5.10,-1.72,2.04,-5.48
3/3/2025 0:00:00,"XLK",-6.30,-1.72,2.04,-5.48
3/4/2025 0:00:00,"XLK",-5.50,-1.72,2.04,-5.48
3/5/2025 0:00:00,"XLK",-5.40,-1.72,2.04,-5.48
3/6/2025 0:00:00,"XLK",-7.80,-1.72,2.04,-5.48
3/7/2025 0:00:00,"XLK",-7.10,-1.72,2.04,-5.48
3/10/2025 0:00:00,"XLK",-8.10,-1.72,2.04,-5.48
3/11/2025 0:00:00,"XLK",-9.20,-1.72,2.04,-5.48
3/12/2025 0:00:00,"XLK",-8.30,-1.72,2.04,-5.48
3/13/2025 0:00:00,"XLK",-9.10,-1.72,2.04,-5.48
3/14/2025 0:00:00,"XLK",-7.60,-1.72,2.04,-5.48
3/17/2025 0:00:00,"XLK",-7.60,-1.72,2.04,-5.48
3/18/2025 0:00:00,"XLK",-8.80,-1.72,2.04,-5.48
3/19/2025 0:00:00,"XLK",-8.10,-1.72,2.04,-5.48
3/20/2025 0:00:00,"XLK",-8.30,-1.72,2.04,-5.48
3/21/2025 0:00:00,"XLK",-6.80,-1.72,2.04,-5.48
3/24/2025 0:00:00,"XLK",-5.20,-1.72,2.04,-5.48
3/25/2025 0:00:00,"XLK",-4.40,-1.72,2.04,-5.48
3/26/2025 0:00:00,"XLK",-6.00,-1.72,2.04,-5.48
3/27/2025 0:00:00,"XLK",-4.70,-1.72,2.04,-5.48
3/28/2025 0:00:00,"XLK",-6.80,-1.72,2.04,-5.48
3/31/2025 0:00:00,"XLK",-5.30,-1.72,2.04,-5.48
4/1/2025 0:00:00,"XLK",-5.10,-1.72,2.04,-5.48
4/2/2025 0:00:00,"XLK",-5.40,-1.72,2.04,-5.48
4/3/2025 0:00:00,"XLK",-6.10,-1.72,2.04,-5.48
4/4/2025 0:00:00,"XLK",-8.50,-1.72,2.04,-5.48
4/7/2025 0:00:00,"XLK",-6.70,-1.72,2.04,-5.48
4/8/2025 0:00:00,"XLK",-7.60,-1.72,2.04,-5.48
4/9/2025 0:00:00,"XLK",-2.10,-1.72,2.04,-5.48
4/10/2025 0:00:00,"XLK",-2.80,-1.72,2.04,-5.48
4/11/2025 0:00:00,"XLK",-3.00,-1.72,2.04,-5.48
4/14/2025 0:00:00,"XLK",-3.00,-1.72,2.04,-5.48
4/15/2025 0:00:00,"XLK",-2.50,-1.72,2.04,-5.48
4/16/2025 0:00:00,"XLK",-3.70,-1.72,2.04,-5.48
4/17/2025 0:00:00,"XLK",-3.70,-1.72,2.04,-5.48
4/21/2025 0:00:00,"XLK",-4.40,-1.72,2.04,-5.48
4/22/2025 0:00:00,"XLK",-4.10,-1.72,2.04,-5.48
4/23/2025 0:00:00,"XLK",-3.50,-1.72,2.04,-5.48
4/24/2025 0:00:00,"XLK",-2.00,-1.72,2.04,-5.48
4/25/2025 0:00:00,"XLK",-1.40,-1.72,2.04,-5.48
4/28/2025 0:00:00,"XLK",-0.80,-1.72,2.04,-5.48
4/29/2025 0:00:00,"XLK",-0.70,-1.72,2.04,-5.48
4/30/2025 0:00:00,"XLK",-0.80,-1.72,2.04,-5.48
5/1/2025 0:00:00,"XLK",-0.60,-1.72,2.04,-5.48
5/2/2025 0:00:00,"XLK",1.50,-1.72,2.04,-5.48
5/5/2025 0:00:00,"XLK",3.30,-1.72,2.04,-5.48
5/6/2025 0:00:00,"XLK",3.20,-1.72,2.04,-5.48
5/7/2025 0:00:00,"XLK",4.10,-1.72,2.04,-5.48
5/8/2025 0:00:00,"XLK",0.70,-1.72,2.04,-5.48
5/9/2025 0:00:00,"XLK",3.40,-1.72,2.04,-5.48
5/12/2025 0:00:00,"XLK",5.00,-1.72,2.04,-5.48
5/13/2025 0:00:00,"XLK",5.70,-1.72,2.04,-5.48
5/14/2025 0:00:00,"XLK",5.80,-1.72,2.04,-5.48
5/15/2025 0:00:00,"XLK",7.80,-1.72,2.04,-5.48
5/16/2025 0:00:00,"XLK",9.50,-1.72,2.04,-5.48
5/19/2025 0:00:00,"XLK",11.10,-1.72,2.04,-5.48
5/20/2025 0:00:00,"XLK",10.60,-1.72,2.04,-5.48
5/21/2025 0:00:00,"XLK",6.80,-1.72,2.04,-5.48
5/22/2025 0:00:00,"XLK",4.60,-1.72,2.04,-5.48
5/23/2025 0:00:00,"XLK",3.10,-1.72,2.04,-5.48
5/27/2025 0:00:00,"XLK",4.80,-1.72,2.04,-5.48
5/28/2025 0:00:00,"XLK",4.10,-1.72,2.04,-5.48
5/29/2025 0:00:00,"XLK",3.90,-1.72,2.04,-5.48
5/30/2025 0:00:00,"XLK",2.60,-1.72,2.04,-5.48
6/2/2025 0:00:00,"XLK",2.10,-1.72,2.04,-5.48
6/3/2025 0:00:00,"XLK",3.60,-1.72,2.04,-5.48
6/4/2025 0:00:00,"XLK",4.30,-1.72,2.04,-5.48
6/5/2025 0:00:00,"XLK",3.50,-1.72,2.04,-5.48
6/6/2025 0:00:00,"XLK",3.50,-1.72,2.04,-5.48
6/9/2025 0:00:00,"XLK",3.90,-1.72,2.04,-5.48
6/10/2025 0:00:00,"XLK",1.00,-1.72,2.04,-5.48
6/11/2025 0:00:00,"XLK",-1.10,-1.72,2.04,-5.48
6/12/2025 0:00:00,"XLK",-0.90,-1.72,2.04,-5.48
6/13/2025 0:00:00,"XLK",-2.40,-1.72,2.04,-5.48
6/16/2025 0:00:00,"XLK",-0.90,-1.72,2.04,-5.48
6/17/2025 0:00:00,"XLK",-1.40,-1.72,2.04,-5.48
6/18/2025 0:00:00,"XLK",-0.90,-1.72,2.04,-5.48
6/20/2025 0:00:00,"XLK",0.50,-1.72,2.04,-5.48
6/23/2025 0:00:00,"XLK",1.60,-1.72,2.04,-5.48
6/24/2025 0:00:00,"XLK",4.40,-1.72,2.04,-5.48
6/25/2025 0:00:00,"XLK",3.10,-1.72,2.04,-5.48
6/26/2025 0:00:00,"XLK",4.80,-1.72,2.04,-5.48
6/27/2025 0:00:00,"XLK",4.50,-1.72,2.04,-5.48
6/30/2025 0:00:00,"XLK",6.10,-1.72,2.04,-5.48
7/1/2025 0:00:00,"XLK",3.70,-1.72,2.04,-5.48
7/2/2025 0:00:00,"XLK",3.20,-1.72,2.04,-5.48
7/3/2025 0:00:00,"XLK",4.60,-1.72,2.04,-5.48
7/7/2025 0:00:00,"XLK",3.90,-1.72,2.04,-5.48
7/8/2025 0:00:00,"XLK",3.50,-1.72,2.04,-5.48
7/9/2025 0:00:00,"XLK",3.60,-1.72,2.04,-5.48
7/10/2025 0:00:00,"XLK",2.50,-1.72,2.04,-5.48
7/11/2025 0:00:00,"XLK",2.20,-1.72,2.04,-5.48
7/14/2025 0:00:00,"XLK",1.20,-1.72,2.04,-5.48
7/15/2025 0:00:00,"XLK",3.80,-1.72,2.04,-5.48
7/16/2025 0:00:00,"XLK",2.60,-1.72,2.04,-5.48
7/17/2025 0:00:00,"XLK",4.90,-1.72,2.04,-5.48
7/18/2025 0:00:00,"XLK",4.80,-1.72,2.04,-5.48
7/21/2025 0:00:00,"XLK",5.70,-1.72,2.04,-5.48
7/22/2025 0:00:00,"XLK",2.90,-1.72,2.04,-5.48
7/23/2025 0:00:00,"XLK",1.40,-1.72,2.04,-5.48
7/24/2025 0:00:00,"XLK",0.90,-1.72,2.04,-5.48
7/25/2025 0:00:00,"XLK",0.30,-1.72,2.04,-5.48
7/28/2025 0:00:00,"XLK",1.50,-1.72,2.04,-5.48
7/30/2025 0:00:00,"XLK",1.70,-1.72,2.04,-5.48
7/31/2025 0:00:00,"XLK",-1.10,-1.72,2.04,-5.48
8/1/2025 0:00:00,"XLK",-5.40,-1.72,2.04,-5.48
8/4/2025 0:00:00,"XLK",-1.70,-1.72,2.04,-5.48
8/5/2025 0:00:00,"XLK",-3.30,-1.72,2.04,-5.48
8/6/2025 0:00:00,"XLK",-2.60,-1.72,2.04,-5.48
8/7/2025 0:00:00,"XLK",-2.20,-1.72,2.04,-5.48
8/8/2025 0:00:00,"XLK",-0.50,-1.72,2.04,-5.48
8/11/2025 0:00:00,"XLK",-1.20,-1.72,2.04,-5.48
8/12/2025 0:00:00,"XLK",-0.40,-1.72,2.04,-5.48
8/13/2025 0:00:00,"XLK",-0.70,-1.72,2.04,-5.48
8/14/2025 0:00:00,"XLK",-1.90,-1.72,2.04,-5.48
8/15/2025 0:00:00,"XLK",-2.60,-1.72,2.04,-5.48
8/18/2025 0:00:00,"XLK",-2.50,-1.72,2.04,-5.48
8/19/2025 0:00:00,"XLK",-3.10,-1.72,2.04,-5.48
8/20/2025 0:00:00,"XLK",-4.40,-1.72,2.04,-5.48
8/21/2025 0:00:00,"XLK",-5.20,-1.72,2.04,-5.48
8/22/2025 0:00:00,"XLK",-4.00,-1.72,2.04,-5.48
8/25/2025 0:00:00,"XLK",-5.00,-1.72,2.04,-5.48
8/26/2025 0:00:00,"XLK",-4.60,-1.72,2.04,-5.48
8/27/2025 0:00:00,"XLK",-4.20,-1.72,2.04,-5.48
8/28/2025 0:00:00,"XLK",-2.80,-1.72,2.04,-5.48
8/29/2025 0:00:00,"XLK",1.90,-1.72,2.04,-5.48
8/1/2024 0:00:00,"XLV",-0.10,-5.99,-1.67,-10.31
8/2/2024 0:00:00,"XLV",-1.30,-5.99,-1.67,-10.31
8/5/2024 0:00:00,"XLV",-3.60,-5.99,-1.67,-10.31
8/6/2024 0:00:00,"XLV",-3.60,-5.99,-1.67,-10.31
8/7/2024 0:00:00,"XLV",-5.40,-5.99,-1.67,-10.31
8/8/2024 0:00:00,"XLV",-3.70,-5.99,-1.67,-10.31
8/9/2024 0:00:00,"XLV",-3.80,-5.99,-1.67,-10.31
8/12/2024 0:00:00,"XLV",-3.90,-5.99,-1.67,-10.31
8/13/2024 0:00:00,"XLV",-3.90,-5.99,-1.67,-10.31
8/14/2024 0:00:00,"XLV",-4.20,-5.99,-1.67,-10.31
8/15/2024 0:00:00,"XLV",-1.50,-5.99,-1.67,-10.31
8/16/2024 0:00:00,"XLV",-2.20,-5.99,-1.67,-10.31
8/19/2024 0:00:00,"XLV",-2.10,-5.99,-1.67,-10.31
8/20/2024 0:00:00,"XLV",-1.60,-5.99,-1.67,-10.31
8/21/2024 0:00:00,"XLV",-2.30,-5.99,-1.67,-10.31
8/22/2024 0:00:00,"XLV",-1.80,-5.99,-1.67,-10.31
8/23/2024 0:00:00,"XLV",-1.90,-5.99,-1.67,-10.31
8/26/2024 0:00:00,"XLV",-2.10,-5.99,-1.67,-10.31
8/27/2024 0:00:00,"XLV",-2.00,-5.99,-1.67,-10.31
8/28/2024 0:00:00,"XLV",-1.40,-5.99,-1.67,-10.31
8/29/2024 0:00:00,"XLV",-2.30,-5.99,-1.67,-10.31
8/30/2024 0:00:00,"XLV",-1.40,-5.99,-1.67,-10.31
9/3/2024 0:00:00,"XLV",1.40,-5.99,-1.67,-10.31
9/4/2024 0:00:00,"XLV",1.10,-5.99,-1.67,-10.31
9/5/2024 0:00:00,"XLV",0.40,-5.99,-1.67,-10.31
9/6/2024 0:00:00,"XLV",-3.40,-5.99,-1.67,-10.31
9/9/2024 0:00:00,"XLV",-3.90,-5.99,-1.67,-10.31
9/10/2024 0:00:00,"XLV",-2.30,-5.99,-1.67,-10.31
9/11/2024 0:00:00,"XLV",-5.10,-5.99,-1.67,-10.31
9/12/2024 0:00:00,"XLV",-5.70,-5.99,-1.67,-10.31
9/13/2024 0:00:00,"XLV",-6.70,-5.99,-1.67,-10.31
9/16/2024 0:00:00,"XLV",-5.40,-5.99,-1.67,-10.31
9/17/2024 0:00:00,"XLV",-7.80,-5.99,-1.67,-10.31
9/18/2024 0:00:00,"XLV",-9.00,-5.99,-1.67,-10.31
9/19/2024 0:00:00,"XLV",-8.60,-5.99,-1.67,-10.31
9/20/2024 0:00:00,"XLV",-9.40,-5.99,-1.67,-10.31
9/23/2024 0:00:00,"XLV",-11.00,-5.99,-1.67,-10.31
9/24/2024 0:00:00,"XLV",-11.40,-5.99,-1.67,-10.31
9/25/2024 0:00:00,"XLV",-12.60,-5.99,-1.67,-10.31
9/26/2024 0:00:00,"XLV",-12.10,-5.99,-1.67,-10.31
9/27/2024 0:00:00,"XLV",-12.50,-5.99,-1.67,-10.31
9/30/2024 0:00:00,"XLV",-12.20,-5.99,-1.67,-10.31
10/1/2024 0:00:00,"XLV",-13.10,-5.99,-1.67,-10.31
10/2/2024 0:00:00,"XLV",-13.10,-5.99,-1.67,-10.31
10/3/2024 0:00:00,"XLV",-11.70,-5.99,-1.67,-10.31
10/4/2024 0:00:00,"XLV",-12.40,-5.99,-1.67,-10.31
10/7/2024 0:00:00,"XLV",-14.40,-5.99,-1.67,-10.31
10/8/2024 0:00:00,"XLV",-14.40,-5.99,-1.67,-10.31
10/9/2024 0:00:00,"XLV",-11.10,-5.99,-1.67,-10.31
10/10/2024 0:00:00,"XLV",-12.30,-5.99,-1.67,-10.31
10/11/2024 0:00:00,"XLV",-10.90,-5.99,-1.67,-10.31
10/14/2024 0:00:00,"XLV",-10.90,-5.99,-1.67,-10.31
10/15/2024 0:00:00,"XLV",-10.60,-5.99,-1.67,-10.31
10/16/2024 0:00:00,"XLV",-10.20,-5.99,-1.67,-10.31
10/17/2024 0:00:00,"XLV",-11.50,-5.99,-1.67,-10.31
10/18/2024 0:00:00,"XLV",-9.90,-5.99,-1.67,-10.31
10/21/2024 0:00:00,"XLV",-10.20,-5.99,-1.67,-10.31
10/22/2024 0:00:00,"XLV",-10.10,-5.99,-1.67,-10.31
10/23/2024 0:00:00,"XLV",-9.30,-5.99,-1.67,-10.31
10/24/2024 0:00:00,"XLV",-11.30,-5.99,-1.67,-10.31
10/25/2024 0:00:00,"XLV",-12.10,-5.99,-1.67,-10.31
10/28/2024 0:00:00,"XLV",-12.90,-5.99,-1.67,-10.31
10/29/2024 0:00:00,"XLV",-13.00,-5.99,-1.67,-10.31
10/30/2024 0:00:00,"XLV",-13.00,-5.99,-1.67,-10.31
10/31/2024 0:00:00,"XLV",-12.60,-5.99,-1.67,-10.31
11/1/2024 0:00:00,"XLV",-11.80,-5.99,-1.67,-10.31
11/4/2024 0:00:00,"XLV",-12.00,-5.99,-1.67,-10.31
11/5/2024 0:00:00,"XLV",-11.20,-5.99,-1.67,-10.31
11/6/2024 0:00:00,"XLV",-12.80,-5.99,-1.67,-10.31
11/7/2024 0:00:00,"XLV",-11.60,-5.99,-1.67,-10.31
11/8/2024 0:00:00,"XLV",-11.20,-5.99,-1.67,-10.31
11/11/2024 0:00:00,"XLV",-13.30,-5.99,-1.67,-10.31
11/12/2024 0:00:00,"XLV",-12.80,-5.99,-1.67,-10.31
11/13/2024 0:00:00,"XLV",-14.50,-5.99,-1.67,-10.31
11/14/2024 0:00:00,"XLV",-14.70,-5.99,-1.67,-10.31
11/15/2024 0:00:00,"XLV",-16.20,-5.99,-1.67,-10.31
11/18/2024 0:00:00,"XLV",-14.90,-5.99,-1.67,-10.31
11/19/2024 0:00:00,"XLV",-15.90,-5.99,-1.67,-10.31
11/20/2024 0:00:00,"XLV",-12.40,-5.99,-1.67,-10.31
11/21/2024 0:00:00,"XLV",-10.10,-5.99,-1.67,-10.31
11/22/2024 0:00:00,"XLV",-9.40,-5.99,-1.67,-10.31
11/25/2024 0:00:00,"XLV",-8.30,-5.99,-1.67,-10.31
11/26/2024 0:00:00,"XLV",-7.30,-5.99,-1.67,-10.31
11/27/2024 0:00:00,"XLV",-6.40,-5.99,-1.67,-10.31
11/29/2024 0:00:00,"XLV",-4.90,-5.99,-1.67,-10.31
12/2/2024 0:00:00,"XLV",-5.90,-5.99,-1.67,-10.31
12/3/2024 0:00:00,"XLV",-5.50,-5.99,-1.67,-10.31
12/4/2024 0:00:00,"XLV",-6.50,-5.99,-1.67,-10.31
12/5/2024 0:00:00,"XLV",-7.80,-5.99,-1.67,-10.31
12/6/2024 0:00:00,"XLV",-9.30,-5.99,-1.67,-10.31
12/9/2024 0:00:00,"XLV",-10.00,-5.99,-1.67,-10.31
12/10/2024 0:00:00,"XLV",-10.00,-5.99,-1.67,-10.31
12/11/2024 0:00:00,"XLV",-9.60,-5.99,-1.67,-10.31
12/12/2024 0:00:00,"XLV",-10.60,-5.99,-1.67,-10.31
12/13/2024 0:00:00,"XLV",-8.70,-5.99,-1.67,-10.31
12/16/2024 0:00:00,"XLV",-8.10,-5.99,-1.67,-10.31
12/17/2024 0:00:00,"XLV",-9.50,-5.99,-1.67,-10.31
12/18/2024 0:00:00,"XLV",-10.00,-5.99,-1.67,-10.31
12/19/2024 0:00:00,"XLV",-12.50,-5.99,-1.67,-10.31
12/20/2024 0:00:00,"XLV",-11.80,-5.99,-1.67,-10.31
12/23/2024 0:00:00,"XLV",-11.40,-5.99,-1.67,-10.31
12/24/2024 0:00:00,"XLV",-11.90,-5.99,-1.67,-10.31
12/26/2024 0:00:00,"XLV",-12.90,-5.99,-1.67,-10.31
12/27/2024 0:00:00,"XLV",-14.60,-5.99,-1.67,-10.31
12/30/2024 0:00:00,"XLV",-16.60,-5.99,-1.67,-10.31
