Date,Ticker,LT_Trend,lt_avg,lt_hi,lt_lo
2025-09-01,ABBV,0.0258,0.0212,0.0289,0.0135
2024-08-01,ABNB,0.015,-0.0003,0.0194,-0.02
2024-09-01,ABNB,0.0013,-0.0003,0.0194,-0.02
2024-10-01,ABNB,0.0064,-0.0003,0.0194,-0.02
2024-11-01,ABNB,0.0224,-0.0003,0.0194,-0.02
2024-12-01,ABNB,0.0364,-0.0003,0.0194,-0.02
2025-01-01,ABNB,0.0208,-0.0003,0.0194,-0.02
2025-02-01,ABNB,0.003,-0.0003,0.0194,-0.02
2025-03-01,ABNB,-0.0048,-0.0003,0.0194,-0.02
2025-04-01,ABNB,-0.0171,-0.0003,0.0194,-0.02
2025-05-01,ABNB,-0.0115,-0.0003,0.0194,-0.02
2025-06-01,ABNB,-0.0083,-0.0003,0.0194,-0.02
2025-07-01,ABNB,-0.0223,-0.0003,0.0194,-0.02
2025-08-01,ABNB,-0.0347,-0.0003,0.0194,-0.02
2025-09-01,ABNB,-0.0381,-0.0003,0.0194,-0.02
2024-08-01,ABT,-0.0112,0.0112,0.0216,0.0008
2024-09-01,ABT,-0.0009,0.0112,0.0216,0.0008
2024-10-01,ABT,0.0066,0.0112,0.0216,0.0008
2024-11-01,ABT,0.0081,0.0112,0.0216,0.0008
2024-12-01,ABT,0.0035,0.0112,0.0216,0.0008
2025-01-01,ABT,0.0058,0.0112,0.0216,0.0008
2025-02-01,ABT,0.0173,0.0112,0.0216,0.0008
2025-03-01,ABT,0.0273,0.0112,0.0216,0.0008
2025-04-01,ABT,0.0212,0.0112,0.0216,0.0008
2025-05-01,ABT,0.0196,0.0112,0.0216,0.0008
2025-06-01,ABT,0.0227,0.0112,0.0216,0.0008
2025-07-01,ABT,0.0121,0.0112,0.0216,0.0008
2025-08-01,ABT,0.0128,0.0112,0.0216,0.0008
2025-09-01,ABT,0.0224,0.0112,0.0216,0.0008
2024-08-01,ACGL,0.0897,0.0521,0.076,0.0282
2024-09-01,ACGL,0.0984,0.0521,0.076,0.0282
2024-10-01,ACGL,0.0675,0.0521,0.076,0.0282
2024-11-01,ACGL,0.0703,0.0521,0.076,0.0282
2024-12-01,ACGL,0.0623,0.0521,0.076,0.0282
2025-01-01,ACGL,0.0567,0.0521,0.076,0.0282
2025-02-01,ACGL,0.0498,0.0521,0.076,0.0282
2025-03-01,ACGL,0.0462,0.0521,0.076,0.0282
2025-04-01,ACGL,0.0366,0.0521,0.076,0.0282
2025-05-01,ACGL,0.0329,0.0521,0.076,0.0282
2025-06-01,ACGL,0.0343,0.0521,0.076,0.0282
2025-07-01,ACGL,0.0212,0.0521,0.076,0.0282
2025-08-01,ACGL,0.0197,0.0521,0.076,0.0282
2025-09-01,ACGL,0.02,0.0521,0.076,0.0282
2024-08-01,ACN,0.0013,0.0097,0.0271,-0.0076
2024-09-01,ACN,0.0134,0.0097,0.0271,-0.0076
2024-10-01,ACN,0.0295,0.0097,0.0271,-0.0076
2024-11-01,ACN,0.0278,0.0097,0.0271,-0.0076
2024-12-01,ACN,0.0264,0.0097,0.0271,-0.0076
2025-01-01,ACN,0.0269,0.0097,0.0271,-0.0076
2025-02-01,ACN,0.0274,0.0097,0.0271,-0.0076
2025-03-01,ACN,0.0178,0.0097,0.0271,-0.0076
2025-04-01,ACN,0.0092,0.0097,0.0271,-0.0076
2025-05-01,ACN,0.0007,0.0097,0.0271,-0.0076
2025-06-01,ACN,-0.0079,0.0097,0.0271,-0.0076
2025-07-01,ACN,-0.0143,0.0097,0.0271,-0.0076
2025-08-01,ACN,-0.0214,0.0097,0.0271,-0.0076
2025-09-01,ACN,-0.0235,0.0097,0.0271,-0.0076
2024-08-01,ADBE,0.0224,0.0151,0.0497,-0.0195
2024-09-01,ADBE,0.0552,0.0151,0.0497,-0.0195
2024-10-01,ADBE,0.056,0.0151,0.0497,-0.0195
2024-11-01,ADBE,0.0533,0.0151,0.0497,-0.0195
2024-12-01,ADBE,0.0443,0.0151,0.0497,-0.0195
2025-01-01,ADBE,0.0356,0.0151,0.0497,-0.0195
2025-02-01,ADBE,0.03,0.0151,0.0497,-0.0195
2025-03-01,ADBE,0.0216,0.0151,0.0497,-0.0195
2025-04-01,ADBE,0.0033,0.0151,0.0497,-0.0195
2025-05-01,ADBE,-0.0021,0.0151,0.0497,-0.0195
2025-06-01,ADBE,-0.0219,0.0151,0.0497,-0.0195
2025-07-01,ADBE,-0.0359,0.0151,0.0497,-0.0195
2025-08-01,ADBE,-0.0467,0.0151,0.0497,-0.0195
2025-09-01,ADBE,-0.0522,0.0151,0.0497,-0.0195
2024-08-01,ADI,0.036,0.0134,0.0307,-0.0039
2024-09-01,ADI,0.0335,0.0134,0.0307,-0.0039
2024-10-01,ADI,0.0417,0.0134,0.0307,-0.0039
2024-11-01,ADI,0.0291,0.0134,0.0307,-0.0039
2024-12-01,ADI,0.0188,0.0134,0.0307,-0.0039
2025-01-01,ADI,0.0175,0.0134,0.0307,-0.0039
2025-02-01,ADI,0.0104,0.0134,0.0307,-0.0039
2025-03-01,ADI,0.0019,0.0134,0.0307,-0.0039
2025-04-01,ADI,-0.0167,0.0134,0.0307,-0.0039
2025-05-01,ADI,-0.0063,0.0134,0.0307,-0.0039
2025-06-01,ADI,-0.0015,0.0134,0.0307,-0.0039
2025-07-01,ADI,0.0007,0.0134,0.0307,-0.0039
2025-08-01,ADI,0.0077,0.0134,0.0307,-0.0039
2025-09-01,ADI,0.0112,0.0134,0.0307,-0.0039
2024-08-01,ADM,-0.0567,-0.0743,-0.0642,-0.0845
2024-09-01,ADM,-0.0631,-0.0743,-0.0642,-0.0845
2024-10-01,ADM,-0.0715,-0.0743,-0.0642,-0.0845
2024-11-01,ADM,-0.085,-0.0743,-0.0642,-0.0845
2024-12-01,ADM,-0.09,-0.0743,-0.0642,-0.0845
2025-01-01,ADM,-0.0835,-0.0743,-0.0642,-0.0845
2025-02-01,ADM,-0.083,-0.0743,-0.0642,-0.0845
2025-03-01,ADM,-0.0773,-0.0743,-0.0642,-0.0845
2025-04-01,ADM,-0.0833,-0.0743,-0.0642,-0.0845
2025-05-01,ADM,-0.0782,-0.0743,-0.0642,-0.0845
2025-06-01,ADM,-0.0655,-0.0743,-0.0642,-0.0845
2025-07-01,ADM,-0.073,-0.0743,-0.0642,-0.0845
2025-08-01,ADM,-0.0623,-0.0743,-0.0642,-0.0845
2025-09-01,ADM,-0.0576,-0.0743,-0.0642,-0.0845
2024-08-01,ADP,0.011,0.0197,0.0263,0.0131
2024-09-01,ADP,0.0128,0.0197,0.0263,0.0131
2024-10-01,ADP,0.0228,0.0197,0.0263,0.0131
2024-11-01,ADP,0.0231,0.0197,0.0263,0.0131
2024-12-01,ADP,0.0186,0.0197,0.0263,0.0131
2025-01-01,ADP,0.0229,0.0197,0.0263,0.0131
2025-02-01,ADP,0.0235,0.0197,0.0263,0.0131
2025-03-01,ADP,0.0263,0.0197,0.0263,0.0131
2025-04-01,ADP,0.0238,0.0197,0.0263,0.0131
2025-05-01,ADP,0.0266,0.0197,0.0263,0.0131
2025-06-01,ADP,0.0284,0.0197,0.0263,0.0131
2025-07-01,ADP,0.0116,0.0197,0.0263,0.0131
2025-08-01,ADP,0.0089,0.0197,0.0263,0.0131
2025-09-01,ADP,0.0074,0.0197,0.0263,0.0131
2024-08-01,ADSK,0.0182,0.0288,0.0374,0.0201
2024-09-01,ADSK,0.0232,0.0288,0.0374,0.0201
2024-10-01,ADSK,0.0322,0.0288,0.0374,0.0201
2024-11-01,ADSK,0.0397,0.0288,0.0374,0.0201
2024-12-01,ADSK,0.0439,0.0288,0.0374,0.0201
2025-01-01,ADSK,0.045,0.0288,0.0374,0.0201
2025-02-01,ADSK,0.0329,0.0288,0.0374,0.0201
2025-03-01,ADSK,0.0239,0.0288,0.0374,0.0201
2025-04-01,ADSK,0.0174,0.0288,0.0374,0.0201
2025-05-01,ADSK,0.0254,0.0288,0.0374,0.0201
2025-06-01,ADSK,0.0252,0.0288,0.0374,0.0201
2025-07-01,ADSK,0.0239,0.0288,0.0374,0.0201
2025-08-01,ADSK,0.0249,0.0288,0.0374,0.0201
2025-09-01,ADSK,0.0271,0.0288,0.0374,0.0201
2024-08-01,AEE,-0.0247,0.0084,0.022,-0.0053
2024-09-01,AEE,-0.0131,0.0084,0.022,-0.0053
2024-10-01,AEE,0.0002,0.0084,0.022,-0.0053
2024-11-01,AEE,0.0069,0.0084,0.022,-0.0053
2024-12-01,AEE,0.0059,0.0084,0.022,-0.0053
2025-01-01,AEE,0.0063,0.0084,0.022,-0.0053
2025-02-01,AEE,0.0136,0.0084,0.022,-0.0053
2025-03-01,AEE,0.021,0.0084,0.022,-0.0053
2025-04-01,AEE,0.0154,0.0084,0.022,-0.0053
2025-05-01,AEE,0.0158,0.0084,0.022,-0.0053
2025-06-01,AEE,0.0173,0.0084,0.022,-0.0053
2025-07-01,AEE,0.0178,0.0084,0.022,-0.0053
2025-08-01,AEE,0.0229,0.0084,0.022,-0.0053
2025-09-01,AEE,0.0299,0.0084,0.022,-0.0053
2024-08-01,AEP,-0.0128,0.0055,0.0171,-0.006
2024-09-01,AEP,-0.0031,0.0055,0.0171,-0.006
2024-10-01,AEP,0.0056,0.0055,0.0171,-0.006
2024-11-01,AEP,-0.0002,0.0055,0.0171,-0.006
2024-12-01,AEP,-0.007,0.0055,0.0171,-0.006
2025-01-01,AEP,-0.0062,0.0055,0.0171,-0.006
2025-02-01,AEP,0.0017,0.0055,0.0171,-0.006
2025-03-01,AEP,0.0081,0.0055,0.0171,-0.006
2025-04-01,AEP,0.0063,0.0055,0.0171,-0.006
2025-05-01,AEP,0.0109,0.0055,0.0171,-0.006
2025-06-01,AEP,0.0135,0.0055,0.0171,-0.006
2025-07-01,AEP,0.0189,0.0055,0.0171,-0.006
2025-08-01,AEP,0.0281,0.0055,0.0171,-0.006
2025-09-01,AEP,0.0346,0.0055,0.0171,-0.006
2024-08-01,AES,-0.0615,-0.0921,-0.0718,-0.1125
2024-09-01,AES,-0.0688,-0.0921,-0.0718,-0.1125
2024-10-01,AES,-0.0647,-0.0921,-0.0718,-0.1125
2024-11-01,AES,-0.0914,-0.0921,-0.0718,-0.1125
2024-12-01,AES,-0.1068,-0.0921,-0.0718,-0.1125
2025-01-01,AES,-0.1179,-0.0921,-0.0718,-0.1125
2025-02-01,AES,-0.1235,-0.0921,-0.0718,-0.1125
2025-03-01,AES,-0.1078,-0.0921,-0.0718,-0.1125
2025-04-01,AES,-0.1092,-0.0921,-0.0718,-0.1125
2025-05-01,AES,-0.1028,-0.0921,-0.0718,-0.1125
2025-06-01,AES,-0.0981,-0.0921,-0.0718,-0.1125
2025-07-01,AES,-0.0869,-0.0921,-0.0718,-0.1125
2025-08-01,AES,-0.0755,-0.0921,-0.0718,-0.1125
2025-09-01,AES,-0.0522,-0.0921,-0.0718,-0.1125
2024-08-01,AFL,0.0564,0.0536,0.0603,0.047
2024-09-01,AFL,0.0591,0.0536,0.0603,0.047
2024-10-01,AFL,0.0612,0.0536,0.0603,0.047
2024-11-01,AFL,0.0507,0.0536,0.0603,0.047
2024-12-01,AFL,0.0465,0.0536,0.0603,0.047
2025-01-01,AFL,0.0439,0.0536,0.0603,0.047
2025-02-01,AFL,0.0466,0.0536,0.0603,0.047
2025-03-01,AFL,0.0638,0.0536,0.0603,0.047
2025-04-01,AFL,0.0581,0.0536,0.0603,0.047
2025-05-01,AFL,0.0575,0.0536,0.0603,0.047
2025-06-01,AFL,0.0582,0.0536,0.0603,0.047
2025-07-01,AFL,0.0523,0.0536,0.0603,0.047
2025-08-01,AFL,0.0438,0.0536,0.0603,0.047
2025-09-01,AFL,0.0428,0.0536,0.0603,0.047
2024-08-01,AIG,0.0096,0.0237,0.0427,0.0048
2024-09-01,AIG,0.0119,0.0237,0.0427,0.0048
2024-10-01,AIG,0.0162,0.0237,0.0427,0.0048
2024-11-01,AIG,0.0084,0.0237,0.0427,0.0048
2024-12-01,AIG,0.0004,0.0237,0.0427,0.0048
2025-01-01,AIG,-0.0044,0.0237,0.0427,0.0048
2025-02-01,AIG,0.0057,0.0237,0.0427,0.0048
2025-03-01,AIG,0.0466,0.0237,0.0427,0.0048
2025-04-01,AIG,0.0484,0.0237,0.0427,0.0048
2025-05-01,AIG,0.0483,0.0237,0.0427,0.0048
2025-06-01,AIG,0.0469,0.0237,0.0427,0.0048
2025-07-01,AIG,0.0376,0.0237,0.0427,0.0048
2025-08-01,AIG,0.0291,0.0237,0.0427,0.0048
2025-09-01,AIG,0.0299,0.0237,0.0427,0.0048
2024-08-01,AIZ,0.0028,0.0376,0.0538,0.0215
2024-09-01,AIZ,0.0134,0.0376,0.0538,0.0215
2024-10-01,AIZ,0.0263,0.0376,0.0538,0.0215
2024-11-01,AIZ,0.0452,0.0376,0.0538,0.0215
2024-12-01,AIZ,0.0506,0.0376,0.0538,0.0215
2025-01-01,AIZ,0.049,0.0376,0.0538,0.0215
2025-02-01,AIZ,0.046,0.0376,0.0538,0.0215
2025-03-01,AIZ,0.0676,0.0376,0.0538,0.0215
2025-04-01,AIZ,0.0452,0.0376,0.0538,0.0215
2025-05-01,AIZ,0.0406,0.0376,0.0538,0.0215
2025-06-01,AIZ,0.0412,0.0376,0.0538,0.0215
2025-07-01,AIZ,0.0344,0.0376,0.0538,0.0215
2025-08-01,AIZ,0.0323,0.0376,0.0538,0.0215
2025-09-01,AIZ,0.0298,0.0376,0.0538,0.0215
2024-08-01,AJG,0.0508,0.0517,0.0591,0.0442
2024-09-01,AJG,0.0525,0.0517,0.0591,0.0442
2024-10-01,AJG,0.0533,0.0517,0.0591,0.0442
2024-11-01,AJG,0.0533,0.0517,0.0591,0.0442
2024-12-01,AJG,0.0502,0.0517,0.0591,0.0442
2025-01-01,AJG,0.0495,0.0517,0.0591,0.0442
2025-02-01,AJG,0.0573,0.0517,0.0591,0.0442
2025-03-01,AJG,0.0674,0.0517,0.0591,0.0442
2025-04-01,AJG,0.0592,0.0517,0.0591,0.0442
2025-05-01,AJG,0.0527,0.0517,0.0591,0.0442
2025-06-01,AJG,0.0515,0.0517,0.0591,0.0442
2025-07-01,AJG,0.0411,0.0517,0.0591,0.0442
2025-08-01,AJG,0.0375,0.0517,0.0591,0.0442
2025-09-01,AJG,0.0354,0.0517,0.0591,0.0442
2024-08-01,AKAM,0.0061,-0.0001,0.019,-0.0193
2024-09-01,AKAM,0.0168,-0.0001,0.019,-0.0193
2024-10-01,AKAM,0.0302,-0.0001,0.019,-0.0193
2024-11-01,AKAM,0.0148,-0.0001,0.019,-0.0193
2024-12-01,AKAM,0.0113,-0.0001,0.019,-0.0193
2025-01-01,AKAM,0.0096,-0.0001,0.019,-0.0193
2025-02-01,AKAM,0.003,-0.0001,0.019,-0.0193
2025-03-01,AKAM,0.0089,-0.0001,0.019,-0.0193
2025-04-01,AKAM,-0.0004,-0.0001,0.019,-0.0193
2025-05-01,AKAM,-0.0135,-0.0001,0.019,-0.0193
2025-06-01,AKAM,-0.0186,-0.0001,0.019,-0.0193
2025-07-01,AKAM,-0.0209,-0.0001,0.019,-0.0193
2025-08-01,AKAM,-0.0395,-0.0001,0.019,-0.0193
2025-09-01,AKAM,-0.0434,-0.0001,0.019,-0.0193
2024-08-01,ALB,-0.1543,-0.1647,-0.1503,-0.1792
2024-09-01,ALB,-0.1682,-0.1647,-0.1503,-0.1792
2024-10-01,ALB,-0.1653,-0.1647,-0.1503,-0.1792
2024-11-01,ALB,-0.168,-0.1647,-0.1503,-0.1792
2024-12-01,ALB,-0.1559,-0.1647,-0.1503,-0.1792
2025-01-01,ALB,-0.1553,-0.1647,-0.1503,-0.1792
2025-02-01,ALB,-0.1681,-0.1647,-0.1503,-0.1792
2025-03-01,ALB,-0.1722,-0.1647,-0.1503,-0.1792
2025-04-01,ALB,-0.1822,-0.1647,-0.1503,-0.1792
2025-05-01,ALB,-0.1823,-0.1647,-0.1503,-0.1792
2025-06-01,ALB,-0.1883,-0.1647,-0.1503,-0.1792
2025-07-01,ALB,-0.1567,-0.1647,-0.1503,-0.1792
2025-08-01,ALB,-0.136,-0.1647,-0.1503,-0.1792
2025-09-01,ALB,-0.1271,-0.1647,-0.1503,-0.1792
2024-08-01,ALGN,-0.0622,-0.0904,-0.0382,-0.1426
2024-09-01,ALGN,-0.047,-0.0904,-0.0382,-0.1426
2024-10-01,ALGN,-0.0275,-0.0904,-0.0382,-0.1426
2024-11-01,ALGN,-0.0223,-0.0904,-0.0382,-0.1426
2024-12-01,ALGN,-0.0226,-0.0904,-0.0382,-0.1426
2025-01-01,ALGN,-0.0427,-0.0904,-0.0382,-0.1426
2025-02-01,ALGN,-0.0972,-0.0904,-0.0382,-0.1426
2025-03-01,ALGN,-0.1236,-0.0904,-0.0382,-0.1426
2025-04-01,ALGN,-0.1384,-0.0904,-0.0382,-0.1426
2025-05-01,ALGN,-0.1251,-0.0904,-0.0382,-0.1426
2025-06-01,ALGN,-0.1243,-0.0904,-0.0382,-0.1426
2025-07-01,ALGN,-0.1577,-0.0904,-0.0382,-0.1426
2025-08-01,ALGN,-0.1668,-0.0904,-0.0382,-0.1426
2025-09-01,ALGN,-0.1625,-0.0904,-0.0382,-0.1426
2024-08-01,ALL,0.039,0.0554,0.0695,0.0412
2024-09-01,ALL,0.0414,0.0554,0.0695,0.0412
2024-10-01,ALL,0.0418,0.0554,0.0695,0.0412
2024-11-01,ALL,0.045,0.0554,0.0695,0.0412
2024-12-01,ALL,0.0452,0.0554,0.0695,0.0412
2025-01-01,ALL,0.0416,0.0554,0.0695,0.0412
2025-02-01,ALL,0.0431,0.0554,0.0695,0.0412
2025-03-01,ALL,0.0707,0.0554,0.0695,0.0412
2025-04-01,ALL,0.0636,0.0554,0.0695,0.0412
2025-05-01,ALL,0.0637,0.0554,0.0695,0.0412
2025-06-01,ALL,0.0687,0.0554,0.0695,0.0412
2025-07-01,ALL,0.0739,0.0554,0.0695,0.0412
2025-08-01,ALL,0.076,0.0554,0.0695,0.0412
2025-09-01,ALL,0.0759,0.0554,0.0695,0.0412
2024-08-01,ALLE,0.0336,0.0367,0.0449,0.0285
2024-09-01,ALLE,0.0428,0.0367,0.0449,0.0285
2024-10-01,ALLE,0.0536,0.0367,0.0449,0.0285
2024-11-01,ALLE,0.045,0.0367,0.0449,0.0285
2024-12-01,ALLE,0.0359,0.0367,0.0449,0.0285
2025-01-01,ALLE,0.0289,0.0367,0.0449,0.0285
2025-02-01,ALLE,0.0218,0.0367,0.0449,0.0285
2025-03-01,ALLE,0.0297,0.0367,0.0449,0.0285
2025-04-01,ALLE,0.0345,0.0367,0.0449,0.0285
2025-05-01,ALLE,0.0358,0.0367,0.0449,0.0285
2025-06-01,ALLE,0.031,0.0367,0.0449,0.0285
2025-07-01,ALLE,0.0343,0.0367,0.0449,0.0285
2025-08-01,ALLE,0.0435,0.0367,0.0449,0.0285
2025-09-01,ALLE,0.0534,0.0367,0.0449,0.0285
2024-08-01,AMAT,0.0748,0.0527,0.076,0.0293
2024-09-01,AMAT,0.0752,0.0527,0.076,0.0293
2024-10-01,AMAT,0.0975,0.0527,0.076,0.0293
2024-11-01,AMAT,0.0792,0.0527,0.076,0.0293
2024-12-01,AMAT,0.0623,0.0527,0.076,0.0293
2025-01-01,AMAT,0.0609,0.0527,0.076,0.0293
2025-02-01,AMAT,0.0516,0.0527,0.076,0.0293
2025-03-01,AMAT,0.0426,0.0527,0.076,0.0293
2025-04-01,AMAT,0.0261,0.0527,0.076,0.0293
2025-05-01,AMAT,0.0282,0.0527,0.076,0.0293
2025-06-01,AMAT,0.0303,0.0527,0.076,0.0293
2025-07-01,AMAT,0.0325,0.0527,0.076,0.0293
2025-08-01,AMAT,0.0276,0.0527,0.076,0.0293
2025-09-01,AMAT,0.0246,0.0527,0.076,0.0293
2024-08-01,AMCR,-0.0372,-0.0253,-0.0153,-0.0353
2024-09-01,AMCR,-0.0127,-0.0253,-0.0153,-0.0353
2024-10-01,AMCR,-0.0066,-0.0253,-0.0153,-0.0353
2024-11-01,AMCR,-0.026,-0.0253,-0.0153,-0.0353
2024-12-01,AMCR,-0.0367,-0.0253,-0.0153,-0.0353
2025-01-01,AMCR,-0.0376,-0.0253,-0.0153,-0.0353
2025-02-01,AMCR,-0.0325,-0.0253,-0.0153,-0.0353
2025-03-01,AMCR,-0.0267,-0.0253,-0.0153,-0.0353
2025-04-01,AMCR,-0.0349,-0.0253,-0.0153,-0.0353
2025-05-01,AMCR,-0.0274,-0.0253,-0.0153,-0.0353
2025-06-01,AMCR,-0.0235,-0.0253,-0.0153,-0.0353
2025-07-01,AMCR,-0.0155,-0.0253,-0.0153,-0.0353
2025-08-01,AMCR,-0.0175,-0.0253,-0.0153,-0.0353
2025-09-01,AMCR,-0.0121,-0.0253,-0.0153,-0.0353
2024-08-01,AMD,0.0585,0.0497,0.0885,0.0108
2024-09-01,AMD,0.0778,0.0497,0.0885,0.0108
2024-10-01,AMD,0.1084,0.0497,0.0885,0.0108
2024-11-01,AMD,0.1062,0.0497,0.0885,0.0108
2024-12-01,AMD,0.0848,0.0497,0.0885,0.0108
2025-01-01,AMD,0.0763,0.0497,0.0885,0.0108
2025-02-01,AMD,0.0534,0.0497,0.0885,0.0108
2025-03-01,AMD,0.0256,0.0497,0.0885,0.0108
2025-04-01,AMD,0.0004,0.0497,0.0885,0.0108
2025-05-01,AMD,-0.0151,0.0497,0.0885,0.0108
2025-06-01,AMD,-0.0002,0.0497,0.0885,0.0108
2025-07-01,AMD,0.0267,0.0497,0.0885,0.0108
2025-08-01,AMD,0.0414,0.0497,0.0885,0.0108
2025-09-01,AMD,0.0486,0.0497,0.0885,0.0108
2024-08-01,AME,0.0088,0.0082,0.0207,-0.0042
2024-09-01,AME,0.0119,0.0082,0.0207,-0.0042
2024-10-01,AME,0.0209,0.0082,0.0207,-0.0042
2024-11-01,AME,0.0247,0.0082,0.0207,-0.0042
2024-12-01,AME,0.0219,0.0082,0.0207,-0.0042
2025-01-01,AME,0.0184,0.0082,0.0207,-0.0042
2025-02-01,AME,0.0164,0.0082,0.0207,-0.0042
2025-03-01,AME,0.0175,0.0082,0.0207,-0.0042
2025-04-01,AME,0.0004,0.0082,0.0207,-0.0042
2025-05-01,AME,-0.0006,0.0082,0.0207,-0.0042
2025-06-01,AME,-0.0104,0.0082,0.0207,-0.0042
2025-07-01,AME,-0.0099,0.0082,0.0207,-0.0042
2025-08-01,AME,-0.009,0.0082,0.0207,-0.0042
2025-09-01,AME,-0.0049,0.0082,0.0207,-0.0042
2024-08-01,AMGN,0.0484,0.0334,0.0465,0.0203
2024-09-01,AMGN,0.0554,0.0334,0.0465,0.0203
2024-10-01,AMGN,0.0511,0.0334,0.0465,0.0203
2024-11-01,AMGN,0.0212,0.0334,0.0465,0.0203
2024-12-01,AMGN,0.0123,0.0334,0.0465,0.0203
2025-01-01,AMGN,0.0137,0.0334,0.0465,0.0203
2025-02-01,AMGN,0.0293,0.0334,0.0465,0.0203
2025-03-01,AMGN,0.0426,0.0334,0.0465,0.0203
2025-04-01,AMGN,0.0313,0.0334,0.0465,0.0203
2025-05-01,AMGN,0.0302,0.0334,0.0465,0.0203
2025-06-01,AMGN,0.0352,0.0334,0.0465,0.0203
2025-07-01,AMGN,0.0381,0.0334,0.0465,0.0203
2025-08-01,AMGN,0.0255,0.0334,0.0465,0.0203
2025-09-01,AMGN,0.0179,0.0334,0.0465,0.0203
2024-08-01,AMP,0.0341,0.0386,0.0528,0.0244
2024-09-01,AMP,0.0357,0.0386,0.0528,0.0244
2024-10-01,AMP,0.0465,0.0386,0.0528,0.0244
2024-11-01,AMP,0.0546,0.0386,0.0528,0.0244
2024-12-01,AMP,0.0552,0.0386,0.0528,0.0244
2025-01-01,AMP,0.0528,0.0386,0.0528,0.0244
2025-02-01,AMP,0.0493,0.0386,0.0528,0.0244
2025-03-01,AMP,0.0603,0.0386,0.0528,0.0244
2025-04-01,AMP,0.0262,0.0386,0.0528,0.0244
2025-05-01,AMP,0.0288,0.0386,0.0528,0.0244
2025-06-01,AMP,0.0272,0.0386,0.0528,0.0244
2025-07-01,AMP,0.0208,0.0386,0.0528,0.0244
2025-08-01,AMP,0.0178,0.0386,0.0528,0.0244
2025-09-01,AMP,0.0167,0.0386,0.0528,0.0244
2024-08-01,AMT,-0.0495,-0.0181,-0.0031,-0.0331
2024-09-01,AMT,-0.0274,-0.0181,-0.0031,-0.0331
2024-10-01,AMT,-0.0064,-0.0181,-0.0031,-0.0331
2024-11-01,AMT,-0.0172,-0.0181,-0.0031,-0.0331
2024-12-01,AMT,-0.0283,-0.0181,-0.0031,-0.0331
2025-01-01,AMT,-0.0367,-0.0181,-0.0031,-0.0331
2025-02-01,AMT,-0.0309,-0.0181,-0.0031,-0.0331
2025-03-01,AMT,-0.0206,-0.0181,-0.0031,-0.0331
2025-04-01,AMT,-0.0132,-0.0181,-0.0031,-0.0331
2025-05-01,AMT,-0.0069,-0.0181,-0.0031,-0.0331
2025-06-01,AMT,-0.0036,-0.0181,-0.0031,-0.0331
