Date,Ticker,monthly_return,monthly_return_avg,monthly_return_hi,monthly_return_lo
2025-06-01,D,-0.0027,0.0065,0.039,-0.0261
2025-07-01,D,0.03,0.0065,0.039,-0.0261
2025-08-01,D,0.02,0.0065,0.039,-0.0261
2025-09-01,D,-0.02,0.0065,0.039,-0.0261
2024-08-01,DAL,-0.01,0.0246,0.1533,-0.1041
2024-09-01,DAL,0.17,0.0246,0.1533,-0.1041
2024-10-01,DAL,0.11,0.0246,0.1533,-0.1041
2024-11-01,DAL,0.1,0.0246,0.1533,-0.1041
2024-12-01,DAL,-0.05,0.0246,0.1533,-0.1041
2025-01-01,DAL,0.1,0.0246,0.1533,-0.1041
2025-02-01,DAL,-0.11,0.0246,0.1533,-0.1041
2025-03-01,DAL,-0.32,0.0246,0.1533,-0.1041
2025-04-01,DAL,-0.04,0.0246,0.1533,-0.1041
2025-05-01,DAL,0.15,0.0246,0.1533,-0.1041
2025-06-01,DAL,0.01,0.0246,0.1533,-0.1041
2025-07-01,DAL,0.07,0.0246,0.1533,-0.1041
2025-08-01,DAL,0.14,0.0246,0.1533,-0.1041
2025-09-01,DAL,-0.0098,0.0246,0.1533,-0.1041
2024-08-01,DASH,0.15,0.0563,0.1322,-0.0197
2024-09-01,DASH,0.1,0.0563,0.1322,-0.0197
2024-10-01,DASH,0.09,0.0563,0.1322,-0.0197
2024-11-01,DASH,0.14,0.0563,0.1322,-0.0197
2024-12-01,DASH,-0.07,0.0563,0.1322,-0.0197
2025-01-01,DASH,0.11,0.0563,0.1322,-0.0197
2025-02-01,DASH,0.04,0.0563,0.1322,-0.0197
2025-03-01,DASH,-0.08,0.0563,0.1322,-0.0197
2025-04-01,DASH,0.05,0.0563,0.1322,-0.0197
2025-05-01,DASH,0.07,0.0563,0.1322,-0.0197
2025-06-01,DASH,0.16,0.0563,0.1322,-0.0197
2025-07-01,DASH,0.01,0.0563,0.1322,-0.0197
2025-08-01,DASH,-0.02,0.0563,0.1322,-0.0197
2025-09-01,DASH,0.0065,0.0563,0.1322,-0.0197
2024-08-01,DAY,-0.03,0.0138,0.1029,-0.0753
2024-09-01,DAY,0.06,0.0138,0.1029,-0.0753
2024-10-01,DAY,0.14,0.0138,0.1029,-0.0753
2024-11-01,DAY,0.11,0.0138,0.1029,-0.0753
2024-12-01,DAY,-0.09,0.0138,0.1029,-0.0753
2025-01-01,DAY,-0.02,0.0138,0.1029,-0.0753
2025-02-01,DAY,-0.13,0.0138,0.1029,-0.0753
2025-03-01,DAY,-0.06,0.0138,0.1029,-0.0753
2025-04-01,DAY,-0.0079,0.0138,0.1029,-0.0753
2025-05-01,DAY,0.02,0.0138,0.1029,-0.0753
2025-06-01,DAY,-0.06,0.0138,0.1029,-0.0753
2025-07-01,DAY,0.04,0.0138,0.1029,-0.0753
2025-08-01,DAY,0.19,0.0138,0.1029,-0.0753
2025-09-01,DAY,-0.01,0.0138,0.1029,-0.0753
2024-08-01,DBB,0.04,0.0037,0.0395,-0.0321
2024-09-01,DBB,0.05,0.0037,0.0395,-0.0321
2024-10-01,DBB,-0.01,0.0037,0.0395,-0.0321
2024-11-01,DBB,-0.01,0.0037,0.0395,-0.0321
2024-12-01,DBB,-0.06,0.0037,0.0395,-0.0321
2025-01-01,DBB,-0.0091,0.0037,0.0395,-0.0321
2025-02-01,DBB,0.02,0.0037,0.0395,-0.0321
2025-03-01,DBB,0.0068,0.0037,0.0395,-0.0321
2025-04-01,DBB,-0.07,0.0037,0.0395,-0.0321
2025-05-01,DBB,0.03,0.0037,0.0395,-0.0321
2025-06-01,DBB,0.05,0.0037,0.0395,-0.0321
2025-07-01,DBB,-0.0057,0.0037,0.0395,-0.0321
2025-08-01,DBB,0.02,0.0037,0.0395,-0.0321
2025-09-01,DBB,0.0051,0.0037,0.0395,-0.0321
2024-08-01,DD,0.0065,-0.0092,0.0503,-0.0687
2024-09-01,DD,0.05,-0.0092,0.0503,-0.0687
2024-10-01,DD,-0.07,-0.0092,0.0503,-0.0687
2024-11-01,DD,0.0072,-0.0092,0.0503,-0.0687
2024-12-01,DD,-0.09,-0.0092,0.0503,-0.0687
2025-01-01,DD,0.0072,-0.0092,0.0503,-0.0687
2025-02-01,DD,0.06,-0.0092,0.0503,-0.0687
2025-03-01,DD,-0.09,-0.0092,0.0503,-0.0687
2025-04-01,DD,-0.12,-0.0092,0.0503,-0.0687
2025-05-01,DD,0.01,-0.0092,0.0503,-0.0687
2025-06-01,DD,0.02,-0.0092,0.0503,-0.0687
2025-07-01,DD,0.04,-0.0092,0.0503,-0.0687
2025-08-01,DD,0.06,-0.0092,0.0503,-0.0687
2025-09-01,DD,0.01,-0.0092,0.0503,-0.0687
2024-08-01,DDOG,-0.0015,0.0122,0.1167,-0.0924
2024-09-01,DDOG,-0.01,0.0122,0.1167,-0.0924
2024-10-01,DDOG,0.08,0.0122,0.1167,-0.0924
2024-11-01,DDOG,0.19,0.0122,0.1167,-0.0924
2024-12-01,DDOG,-0.06,0.0122,0.1167,-0.0924
2025-01-01,DDOG,-0.0013,0.0122,0.1167,-0.0924
2025-02-01,DDOG,-0.2,0.0122,0.1167,-0.0924
2025-03-01,DDOG,-0.16,0.0122,0.1167,-0.0924
2025-04-01,DDOG,0.02,0.0122,0.1167,-0.0924
2025-05-01,DDOG,0.14,0.0122,0.1167,-0.0924
2025-06-01,DDOG,0.13,0.0122,0.1167,-0.0924
2025-07-01,DDOG,0.04,0.0122,0.1167,-0.0924
2025-08-01,DDOG,-0.02,0.0122,0.1167,-0.0924
2025-09-01,DDOG,-0.0044,0.0122,0.1167,-0.0924
2024-08-01,DE,0.03,0.0163,0.0826,-0.0499
2024-09-01,DE,0.07,0.0163,0.0826,-0.0499
2024-10-01,DE,-0.03,0.0163,0.0826,-0.0499
2024-11-01,DE,0.14,0.0163,0.0826,-0.0499
2024-12-01,DE,-0.09,0.0163,0.0826,-0.0499
2025-01-01,DE,0.11,0.0163,0.0826,-0.0499
2025-02-01,DE,0.0088,0.0163,0.0826,-0.0499
2025-03-01,DE,-0.02,0.0163,0.0826,-0.0499
2025-04-01,DE,-0.01,0.0163,0.0826,-0.0499
2025-05-01,DE,0.08,0.0163,0.0826,-0.0499
2025-06-01,DE,0.0044,0.0163,0.0826,-0.0499
2025-07-01,DE,0.03,0.0163,0.0826,-0.0499
2025-08-01,DE,-0.09,0.0163,0.0826,-0.0499
2025-09-01,DE,-0.01,0.0163,0.0826,-0.0499
2024-08-01,DECK,0.03,-0.0188,0.0928,-0.1303
2024-09-01,DECK,-0.0027,-0.0188,0.0928,-0.1303
2024-10-01,DECK,0.009,-0.0188,0.0928,-0.1303
2024-11-01,DECK,0.19,-0.0188,0.0928,-0.1303
2024-12-01,DECK,0.03,-0.0188,0.0928,-0.1303
2025-01-01,DECK,-0.13,-0.0188,0.0928,-0.1303
2025-02-01,DECK,-0.24,-0.0188,0.0928,-0.1303
2025-03-01,DECK,-0.22,-0.0188,0.0928,-0.1303
2025-04-01,DECK,-0.0088,-0.0188,0.0928,-0.1303
2025-05-01,DECK,-0.04,-0.0188,0.0928,-0.1303
2025-06-01,DECK,-0.02,-0.0188,0.0928,-0.1303
2025-07-01,DECK,0.02,-0.0188,0.0928,-0.1303
2025-08-01,DECK,0.11,-0.0188,0.0928,-0.1303
2025-09-01,DECK,0.0064,-0.0188,0.0928,-0.1303
2024-08-01,DELL,0.01,0.0053,0.0882,-0.0775
2024-09-01,DELL,0.02,0.0053,0.0882,-0.0775
2024-10-01,DELL,0.04,0.0053,0.0882,-0.0775
2024-11-01,DELL,0.03,0.0053,0.0882,-0.0775
2024-12-01,DELL,-0.1,0.0053,0.0882,-0.0775
2025-01-01,DELL,-0.1,0.0053,0.0882,-0.0775
2025-02-01,DELL,-0.0081,0.0053,0.0882,-0.0775
2025-03-01,DELL,-0.11,0.0053,0.0882,-0.0775
2025-04-01,DELL,0.0067,0.0053,0.0882,-0.0775
2025-05-01,DELL,0.19,0.0053,0.0882,-0.0775
2025-06-01,DELL,0.09,0.0053,0.0882,-0.0775
2025-07-01,DELL,0.07,0.0053,0.0882,-0.0775
2025-08-01,DELL,-0.08,0.0053,0.0882,-0.0775
2025-09-01,DELL,0.02,0.0053,0.0882,-0.0775
2024-08-01,DG,-0.37,-0.0101,0.1184,-0.1386
2024-09-01,DG,0.01,-0.0101,0.1184,-0.1386
2024-10-01,DG,-0.05,-0.0101,0.1184,-0.1386
2024-11-01,DG,-0.03,-0.0101,0.1184,-0.1386
2024-12-01,DG,-0.01,-0.0101,0.1184,-0.1386
2025-01-01,DG,-0.06,-0.0101,0.1184,-0.1386
2025-02-01,DG,0.04,-0.0101,0.1184,-0.1386
2025-03-01,DG,0.17,-0.0101,0.1184,-0.1386
2025-04-01,DG,0.06,-0.0101,0.1184,-0.1386
2025-05-01,DG,0.03,-0.0101,0.1184,-0.1386
2025-06-01,DG,0.16,-0.0101,0.1184,-0.1386
2025-07-01,DG,-0.08,-0.0101,0.1184,-0.1386
2025-08-01,DG,0.03,-0.0101,0.1184,-0.1386
2025-09-01,DG,0.0048,-0.0101,0.1184,-0.1386
2024-08-01,DGX,0.09,0.0159,0.0671,-0.0353
2024-09-01,DGX,-0.01,0.0159,0.0671,-0.0353
2024-10-01,DGX,-0.0027,0.0159,0.0671,-0.0353
2024-11-01,DGX,0.04,0.0159,0.0671,-0.0353
2024-12-01,DGX,-0.07,0.0159,0.0671,-0.0353
2025-01-01,DGX,0.07,0.0159,0.0671,-0.0353
2025-02-01,DGX,0.05,0.0159,0.0671,-0.0353
2025-03-01,DGX,-0.02,0.0159,0.0671,-0.0353
2025-04-01,DGX,0.05,0.0159,0.0671,-0.0353
2025-05-01,DGX,-0.02,0.0159,0.0671,-0.0353
2025-06-01,DGX,0.03,0.0159,0.0671,-0.0353
2025-07-01,DGX,-0.07,0.0159,0.0671,-0.0353
2025-08-01,DGX,0.08,0.0159,0.0671,-0.0353
2025-09-01,DGX,0.01,0.0159,0.0671,-0.0353
2024-08-01,DHI,0.04,-0.0036,0.0885,-0.0957
2024-09-01,DHI,0.01,-0.0036,0.0885,-0.0957
2024-10-01,DHI,-0.12,-0.0036,0.0885,-0.0957
2024-11-01,DHI,-0.0013,-0.0036,0.0885,-0.0957
2024-12-01,DHI,-0.18,-0.0036,0.0885,-0.0957
2025-01-01,DHI,0.01,-0.0036,0.0885,-0.0957
2025-02-01,DHI,-0.11,-0.0036,0.0885,-0.0957
2025-03-01,DHI,0.0025,-0.0036,0.0885,-0.0957
2025-04-01,DHI,-0.0062,-0.0036,0.0885,-0.0957
2025-05-01,DHI,-0.06,-0.0036,0.0885,-0.0957
2025-06-01,DHI,0.08,-0.0036,0.0885,-0.0957
2025-07-01,DHI,0.1,-0.0036,0.0885,-0.0957
2025-08-01,DHI,0.17,-0.0036,0.0885,-0.0957
2025-09-01,DHI,0.07,-0.0036,0.0885,-0.0957
2024-08-01,DHR,-0.02,-0.0208,0.0202,-0.0619
2024-09-01,DHR,0.03,-0.0208,0.0202,-0.0619
2024-10-01,DHR,-0.12,-0.0208,0.0202,-0.0619
2024-11-01,DHR,-0.02,-0.0208,0.0202,-0.0619
2024-12-01,DHR,-0.04,-0.0208,0.0202,-0.0619
2025-01-01,DHR,-0.03,-0.0208,0.0202,-0.0619
2025-02-01,DHR,-0.06,-0.0208,0.0202,-0.0619
2025-03-01,DHR,-0.01,-0.0208,0.0202,-0.0619
2025-04-01,DHR,-0.02,-0.0208,0.0202,-0.0619
2025-05-01,DHR,-0.04,-0.0208,0.0202,-0.0619
2025-06-01,DHR,0.03,-0.0208,0.0202,-0.0619
2025-07-01,DHR,-0.0019,-0.0208,0.0202,-0.0619
2025-08-01,DHR,0.04,-0.0208,0.0202,-0.0619
2025-09-01,DHR,-0.02,-0.0208,0.0202,-0.0619
2024-08-01,DHT,-0.08,-0.0006,0.0746,-0.0758
2024-09-01,DHT,0.01,-0.0006,0.0746,-0.0758
2024-10-01,DHT,-0.06,-0.0006,0.0746,-0.0758
2024-11-01,DHT,-0.09,-0.0006,0.0746,-0.0758
2024-12-01,DHT,-0.01,-0.0006,0.0746,-0.0758
2025-01-01,DHT,0.19,-0.0006,0.0746,-0.0758
2025-02-01,DHT,-0.09,-0.0006,0.0746,-0.0758
2025-03-01,DHT,0.01,-0.0006,0.0746,-0.0758
2025-04-01,DHT,0.01,-0.0006,0.0746,-0.0758
2025-05-01,DHT,0.08,-0.0006,0.0746,-0.0758
2025-06-01,DHT,-0.06,-0.0006,0.0746,-0.0758
2025-07-01,DHT,0.02,-0.0006,0.0746,-0.0758
2025-08-01,DHT,0.05,-0.0006,0.0746,-0.0758
2025-09-01,DHT,0.06,-0.0006,0.0746,-0.0758
2024-08-01,DIA,0.01,0.0064,0.0395,-0.0268
2024-09-01,DIA,0.01,0.0064,0.0395,-0.0268
2024-10-01,DIA,-0.01,0.0064,0.0395,-0.0268
2024-11-01,DIA,0.07,0.0064,0.0395,-0.0268
2024-12-01,DIA,-0.05,0.0064,0.0395,-0.0268
2025-01-01,DIA,0.04,0.0064,0.0395,-0.0268
2025-02-01,DIA,-0.01,0.0064,0.0395,-0.0268
2025-03-01,DIA,-0.04,0.0064,0.0395,-0.0268
2025-04-01,DIA,-0.03,0.0064,0.0395,-0.0268
2025-05-01,DIA,0.03,0.0064,0.0395,-0.0268
2025-06-01,DIA,0.04,0.0064,0.0395,-0.0268
2025-07-01,DIA,0.0015,0.0064,0.0395,-0.0268
2025-08-01,DIA,0.03,0.0064,0.0395,-0.0268
2025-09-01,DIA,-0.0024,0.0064,0.0395,-0.0268
2024-08-01,DIS,-0.03,0.0151,0.11,-0.0798
2024-09-01,DIS,0.06,0.0151,0.11,-0.0798
2024-10-01,DIS,0.0001,0.0151,0.11,-0.0798
2024-11-01,DIS,0.19,0.0151,0.11,-0.0798
2024-12-01,DIS,-0.05,0.0151,0.11,-0.0798
2025-01-01,DIS,0.01,0.0151,0.11,-0.0798
2025-02-01,DIS,0.0065,0.0151,0.11,-0.0798
2025-03-01,DIS,-0.14,0.0151,0.11,-0.0798
2025-04-01,DIS,-0.08,0.0151,0.11,-0.0798
2025-05-01,DIS,0.21,0.0151,0.11,-0.0798
2025-06-01,DIS,0.09,0.0151,0.11,-0.0798
2025-07-01,DIS,-0.04,0.0151,0.11,-0.0798
2025-08-01,DIS,-0.0061,0.0151,0.11,-0.0798
2025-09-01,DIS,-0.004,0.0151,0.11,-0.0798
2024-08-01,DLR,0.01,0.0087,0.0754,-0.058
2024-09-01,DLR,0.06,0.0087,0.0754,-0.058
2024-10-01,DLR,0.09,0.0087,0.0754,-0.058
2024-11-01,DLR,0.09,0.0087,0.0754,-0.058
2024-12-01,DLR,-0.09,0.0087,0.0754,-0.058
2025-01-01,DLR,-0.07,0.0087,0.0754,-0.058
2025-02-01,DLR,-0.04,0.0087,0.0754,-0.058
2025-03-01,DLR,-0.08,0.0087,0.0754,-0.058
2025-04-01,DLR,0.11,0.0087,0.0754,-0.058
2025-05-01,DLR,0.06,0.0087,0.0754,-0.058
2025-06-01,DLR,0.01,0.0087,0.0754,-0.058
2025-07-01,DLR,0.01,0.0087,0.0754,-0.058
2025-08-01,DLR,-0.05,0.0087,0.0754,-0.058
2025-09-01,DLR,-0.02,0.0087,0.0754,-0.058
2024-08-01,DLTR,-0.21,-0.0002,0.1021,-0.1026
2024-09-01,DLTR,-0.18,-0.0002,0.1021,-0.1026
2024-10-01,DLTR,-0.08,-0.0002,0.1021,-0.1026
2024-11-01,DLTR,0.09,-0.0002,0.1021,-0.1026
2024-12-01,DLTR,0.05,-0.0002,0.1021,-0.1026
2025-01-01,DLTR,-0.02,-0.0002,0.1021,-0.1026
2025-02-01,DLTR,-0.0067,-0.0002,0.1021,-0.1026
2025-03-01,DLTR,0.02,-0.0002,0.1021,-0.1026
2025-04-01,DLTR,0.08,-0.0002,0.1021,-0.1026
2025-05-01,DLTR,0.09,-0.0002,0.1021,-0.1026
2025-06-01,DLTR,0.09,-0.0002,0.1021,-0.1026
2025-07-01,DLTR,0.13,-0.0002,0.1021,-0.1026
2025-08-01,DLTR,-0.03,-0.0002,0.1021,-0.1026
2025-09-01,DLTR,-0.07,-0.0002,0.1021,-0.1026
2024-08-01,DOC,0.02,-0.0145,0.0279,-0.0569
2024-09-01,DOC,0.02,-0.0145,0.0279,-0.0569
2024-10-01,DOC,-0.01,-0.0145,0.0279,-0.0569
2024-11-01,DOC,-0.02,-0.0145,0.0279,-0.0569
2024-12-01,DOC,-0.08,-0.0145,0.0279,-0.0569
2025-01-01,DOC,0.01,-0.0145,0.0279,-0.0569
2025-02-01,DOC,-0.0097,-0.0145,0.0279,-0.0569
2025-03-01,DOC,-0.01,-0.0145,0.0279,-0.0569
2025-04-01,DOC,-0.12,-0.0145,0.0279,-0.0569
2025-05-01,DOC,-0.02,-0.0145,0.0279,-0.0569
2025-06-01,DOC,0.0057,-0.0145,0.0279,-0.0569
2025-07-01,DOC,-0.03,-0.0145,0.0279,-0.0569
2025-08-01,DOC,0.05,-0.0145,0.0279,-0.0569
2025-09-01,DOC,0.02,-0.0145,0.0279,-0.0569
2024-08-01,DOV,0.0096,-0.0016,0.053,-0.0563
2024-09-01,DOV,0.03,-0.0016,0.053,-0.0563
2024-10-01,DOV,-0.01,-0.0016,0.053,-0.0563
2024-11-01,DOV,0.08,-0.0016,0.053,-0.0563
2024-12-01,DOV,-0.09,-0.0016,0.053,-0.0563
2025-01-01,DOV,0.08,-0.0016,0.053,-0.0563
2025-02-01,DOV,-0.02,-0.0016,0.053,-0.0563
2025-03-01,DOV,-0.12,-0.0016,0.053,-0.0563
2025-04-01,DOV,-0.02,-0.0016,0.053,-0.0563
2025-05-01,DOV,0.04,-0.0016,0.053,-0.0563
2025-06-01,DOV,0.03,-0.0016,0.053,-0.0563
2025-07-01,DOV,-0.01,-0.0016,0.053,-0.0563
2025-08-01,DOV,-0.01,-0.0016,0.053,-0.0563
2025-09-01,DOV,-0.0062,-0.0016,0.053,-0.0563
2024-08-01,DOW,-0.01,-0.0576,-0.0035,-0.1118
2024-09-01,DOW,0.01,-0.0576,-0.0035,-0.1118
2024-10-01,DOW,-0.1,-0.0576,-0.0035,-0.1118
2024-11-01,DOW,-0.11,-0.0576,-0.0035,-0.1118
2024-12-01,DOW,-0.09,-0.0576,-0.0035,-0.1118
2025-01-01,DOW,-0.02,-0.0576,-0.0035,-0.1118
2025-02-01,DOW,-0.02,-0.0576,-0.0035,-0.1118
2025-03-01,DOW,-0.08,-0.0576,-0.0035,-0.1118
2025-04-01,DOW,-0.13,-0.0576,-0.0035,-0.1118
2025-05-01,DOW,-0.09,-0.0576,-0.0035,-0.1118
2025-06-01,DOW,-0.04,-0.0576,-0.0035,-0.1118
2025-07-01,DOW,-0.12,-0.0576,-0.0035,-0.1118
2025-08-01,DOW,0.05,-0.0576,-0.0035,-0.1118
2025-09-01,DOW,-0.0053,-0.0576,-0.0035,-0.1118
2024-08-01,DPZ,-0.03,0.0033,0.0686,-0.0621
2024-09-01,DPZ,0.03,0.0033,0.0686,-0.0621
2024-10-01,DPZ,-0.03,0.0033,0.0686,-0.0621
2024-11-01,DPZ,0.14,0.0033,0.0686,-0.0621
2024-12-01,DPZ,-0.12,0.0033,0.0686,-0.0621
2025-01-01,DPZ,0.06,0.0033,0.0686,-0.0621
2025-02-01,DPZ,0.08,0.0033,0.0686,-0.0621
2025-03-01,DPZ,-0.06,0.0033,0.0686,-0.0621
2025-04-01,DPZ,0.06,0.0033,0.0686,-0.0621
2025-05-01,DPZ,-0.03,0.0033,0.0686,-0.0621
2025-06-01,DPZ,-0.05,0.0033,0.0686,-0.0621
2025-07-01,DPZ,0.02,0.0033,0.0686,-0.0621
2025-08-01,DPZ,-0.01,0.0033,0.0686,-0.0621
2025-09-01,DPZ,0.01,0.0033,0.0686,-0.0621
2024-08-01,DRI,0.07,0.0221,0.0642,-0.02
2024-09-01,DRI,0.03,0.0221,0.0642,-0.02
2024-10-01,DRI,-0.02,0.0221,0.0642,-0.02
2024-11-01,DRI,0.09,0.0221,0.0642,-0.02
2024-12-01,DRI,0.05,0.0221,0.0642,-0.02
2025-01-01,DRI,0.04,0.0221,0.0642,-0.02
2025-02-01,DRI,0.02,0.0221,0.0642,-0.02
2025-03-01,DRI,0.03,0.0221,0.0642,-0.02
2025-04-01,DRI,-0.03,0.0221,0.0642,-0.02
2025-05-01,DRI,0.06,0.0221,0.0642,-0.02
2025-06-01,DRI,0.01,0.0221,0.0642,-0.02
2025-07-01,DRI,-0.07,0.0221,0.0642,-0.02
2025-08-01,DRI,0.02,0.0221,0.0642,-0.02
2025-09-01,DRI,0.01,0.0221,0.0642,-0.02
2024-08-01,DTE,0.03,0.007,0.0421,-0.028
2024-09-01,DTE,0.02,0.007,0.0421,-0.028
2024-10-01,DTE,-0.03,0.007,0.0421,-0.028
2024-11-01,DTE,0.01,0.007,0.0421,-0.028
2024-12-01,DTE,-0.04,0.007,0.0421,-0.028
2025-01-01,DTE,-0.0072,0.007,0.0421,-0.028
2025-02-01,DTE,0.1,0.007,0.0421,-0.028
2025-03-01,DTE,0.03,0.007,0.0421,-0.028
2025-04-01,DTE,-0.0092,0.007,0.0421,-0.028
2025-05-01,DTE,-0.0026,0.007,0.0421,-0.028
2025-06-01,DTE,-0.03,0.007,0.0421,-0.028
2025-07-01,DTE,0.04,0.007,0.0421,-0.028
2025-08-01,DTE,-0.01,0.007,0.0421,-0.028
2025-09-01,DTE,-0.0004,0.007,0.0421,-0.028
2024-08-01,DUK,0.04,0.0064,0.0377,-0.0249
2024-09-01,DUK,0.01,0.0064,0.0377,-0.0249
2024-10-01,DUK,-0.0003,0.0064,0.0377,-0.0249
2024-11-01,DUK,0.01,0.0064,0.0377,-0.0249
2024-12-01,DUK,-0.08,0.0064,0.0377,-0.0249
2025-01-01,DUK,0.03,0.0064,0.0377,-0.0249
2025-02-01,DUK,0.04,0.0064,0.0377,-0.0249
2025-03-01,DUK,0.03,0.0064,0.0377,-0.0249
2025-04-01,DUK,0.0004,0.0064,0.0377,-0.0249
2025-05-01,DUK,-0.03,0.0064,0.0377,-0.0249
2025-06-01,DUK,0.0024,0.0064,0.0377,-0.0249
2025-07-01,DUK,0.03,0.0064,0.0377,-0.0249
2025-08-01,DUK,0.007,0.0064,0.0377,-0.0249
2025-09-01,DUK,-0.01,0.0064,0.0377,-0.0249
2024-08-01,DVA,0.09,0.0011,0.1029,-0.1007
2024-09-01,DVA,0.08,0.0011,0.1029,-0.1007
2024-10-01,DVA,-0.15,0.0011,0.1029,-0.1007
2024-11-01,DVA,0.17,0.0011,0.1029,-0.1007
2024-12-01,DVA,-0.1,0.0011,0.1029,-0.1007
2025-01-01,DVA,0.16,0.0011,0.1029,-0.1007
2025-02-01,DVA,-0.17,0.0011,0.1029,-0.1007
2025-03-01,DVA,0.03,0.0011,0.1029,-0.1007
2025-04-01,DVA,-0.07,0.0011,0.1029,-0.1007
2025-05-01,DVA,-0.03,0.0011,0.1029,-0.1007
2025-06-01,DVA,0.04,0.0011,0.1029,-0.1007
2025-07-01,DVA,-0.01,0.0011,0.1029,-0.1007
2025-08-01,DVA,-0.01,0.0011,0.1029,-0.1007
2025-09-01,DVA,0.0008,0.0011,0.1029,-0.1007
2024-08-01,DVN,-0.04,-0.0187,0.0639,-0.1013
2024-09-01,DVN,-0.13,-0.0187,0.0639,-0.1013
2024-10-01,DVN,-0.01,-0.0187,0.0639,-0.1013
2024-11-01,DVN,-0.01,-0.0187,0.0639,-0.1013
2024-12-01,DVN,-0.14,-0.0187,0.0639,-0.1013
2025-01-01,DVN,0.04,-0.0187,0.0639,-0.1013
2025-02-01,DVN,0.06,-0.0187,0.0639,-0.1013
2025-03-01,DVN,0.03,-0.0187,0.0639,-0.1013
2025-04-01,DVN,-0.2,-0.0187,0.0639,-0.1013
2025-05-01,DVN,-0.0049,-0.0187,0.0639,-0.1013
2025-06-01,DVN,0.05,-0.0187,0.0639,-0.1013
2025-07-01,DVN,0.04,-0.0187,0.0639,-0.1013
2025-08-01,DVN,0.08,-0.0187,0.0639,-0.1013
2025-09-01,DVN,-0.03,-0.0187,0.0639,-0.1013
2024-08-01,DXCM,0.02,0.0087,0.1084,-0.0911
2024-09-01,DXCM,-0.03,0.0087,0.1084,-0.0911
2024-10-01,DXCM,0.05,0.0087,0.1084,-0.0911
2024-11-01,DXCM,0.1,0.0087,0.1084,-0.0911
2024-12-01,DXCM,-0.0028,0.0087,0.1084,-0.0911
2025-01-01,DXCM,0.11,0.0087,0.1084,-0.0911
2025-02-01,DXCM,0.01,0.0087,0.1084,-0.0911
2025-03-01,DXCM,-0.25,0.0087,0.1084,-0.0911
2025-04-01,DXCM,0.04,0.0087,0.1084,-0.0911
2025-05-01,DXCM,0.18,0.0087,0.1084,-0.0911
2025-06-01,DXCM,0.01,0.0087,0.1084,-0.0911
2025-07-01,DXCM,-0.07,0.0087,0.1084,-0.0911
2025-08-01,DXCM,-0.06,0.0087,0.1084,-0.0911
2025-09-01,DXCM,0.06,0.0087,0.1084,-0.0911
2024-08-01,EA,0.0058,0.0098,0.0922,-0.0725
2024-09-01,EA,-0.05,0.0098,0.0922,-0.0725
2024-10-01,EA,0.05,0.0098,0.0922,-0.0725
2024-11-01,EA,0.08,0.0098,0.0922,-0.0725
2024-12-01,EA,-0.11,0.0098,0.0922,-0.0725
2025-01-01,EA,-0.17,0.0098,0.0922,-0.0725
2025-02-01,EA,0.04,0.0098,0.0922,-0.0725
2025-03-01,EA,0.11,0.0098,0.0922,-0.0725
2025-04-01,EA,0.0039,0.0098,0.0922,-0.0725
2025-05-01,EA,-0.0091,0.0098,0.0922,-0.0725
2025-06-01,EA,0.1,0.0098,0.0922,-0.0725
2025-07-01,EA,-0.04,0.0098,0.0922,-0.0725
2025-08-01,EA,0.12,0.0098,0.0922,-0.0725
2025-09-01,EA,-0.01,0.0098,0.0922,-0.0725
2024-08-01,EBAY,0.06,0.0345,0.1107,-0.0417
2024-09-01,EBAY,0.09,0.0345,0.1107,-0.0417
2024-10-01,EBAY,-0.12,0.0345,0.1107,-0.0417
2024-11-01,EBAY,0.09,0.0345,0.1107,-0.0417
2024-12-01,EBAY,-0.02,0.0345,0.1107,-0.0417
2025-01-01,EBAY,0.08,0.0345,0.1107,-0.0417
2025-02-01,EBAY,-0.04,0.0345,0.1107,-0.0417
2025-03-01,EBAY,0.04,0.0345,0.1107,-0.0417
2025-04-01,EBAY,0.0063,0.0345,0.1107,-0.0417
2025-05-01,EBAY,0.07,0.0345,0.1107,-0.0417
2025-06-01,EBAY,0.01,0.0345,0.1107,-0.0417
2025-07-01,EBAY,0.2,0.0345,0.1107,-0.0417
2025-08-01,EBAY,-0.01,0.0345,0.1107,-0.0417
2025-09-01,EBAY,0.02,0.0345,0.1107,-0.0417
2024-08-01,EC,-0.08,-0.0129,0.0917,-0.1174
2024-09-01,EC,-0.09,-0.0129,0.0917,-0.1174
2024-10-01,EC,-0.14,-0.0129,0.0917,-0.1174
2024-11-01,EC,0.04,-0.0129,0.0917,-0.1174
2024-12-01,EC,-0.01,-0.0129,0.0917,-0.1174
2025-01-01,EC,0.15,-0.0129,0.0917,-0.1174
2025-02-01,EC,0.06,-0.0129,0.0917,-0.1174
2025-03-01,EC,0.05,-0.0129,0.0917,-0.1174
2025-04-01,EC,-0.25,-0.0129,0.0917,-0.1174
2025-05-01,EC,0.04,-0.0129,0.0917,-0.1174
2025-06-01,EC,0.04,-0.0129,0.0917,-0.1174
2025-07-01,EC,-0.05,-0.0129,0.0917,-0.1174
2025-08-01,EC,0.11,-0.0129,0.0917,-0.1174
2025-09-01,EC,-0.03,-0.0129,0.0917,-0.1174
2024-08-01,ECH,0.02,0.0153,0.0578,-0.0271
