"Date","Ticker","weekly_return_pct","weekly_return_avg_pct","weekly_return_hi_pct","weekly_return_lo_pct"
9/30/2024 0:00:00,"XLP","-0.0188","0.0002","0.0150","-0.0146"
9/30/2024 0:00:00,"XLRE","-0.0175","0.0001","0.0226","-0.0224"
9/30/2024 0:00:00,"XLU","0.0110","0.0025","0.0213","-0.0163"
9/30/2024 0:00:00,"XLV","-0.0091","-0.0018","0.0199","-0.0235"
9/30/2024 0:00:00,"XLY","-0.0134","0.0051","0.0351","-0.0249"
10/7/2024 0:00:00,"DIA","0.0125","0.0025","0.0255","-0.0205"
10/7/2024 0:00:00,"IWM","0.0096","0.0018","0.0337","-0.0301"
10/7/2024 0:00:00,"QQQ","0.0123","0.0045","0.0358","-0.0268"
10/7/2024 0:00:00,"SPY","0.0115","0.0035","0.0286","-0.0216"
10/7/2024 0:00:00,"XLB","0.0075","0.0005","0.0271","-0.0261"
10/7/2024 0:00:00,"XLC","-0.0050","0.0053","0.0300","-0.0194"
10/7/2024 0:00:00,"XLE","-0.0040","0.0001","0.0367","-0.0365"
10/7/2024 0:00:00,"XLF","0.0187","0.0044","0.0326","-0.0238"
10/7/2024 0:00:00,"XLI","0.0212","0.0038","0.0313","-0.0237"
10/7/2024 0:00:00,"XLK","0.0242","0.0045","0.0421","-0.0331"
10/7/2024 0:00:00,"XLP","0.0021","0.0002","0.0150","-0.0146"
10/7/2024 0:00:00,"XLRE","-0.0021","0.0001","0.0226","-0.0224"
10/7/2024 0:00:00,"XLU","-0.0257","0.0025","0.0213","-0.0163"
10/7/2024 0:00:00,"XLV","0.0147","-0.0018","0.0199","-0.0235"
10/7/2024 0:00:00,"XLY","-0.0081","0.0051","0.0351","-0.0249"
10/14/2024 0:00:00,"DIA","0.0091","0.0025","0.0255","-0.0205"
10/14/2024 0:00:00,"IWM","0.0196","0.0018","0.0337","-0.0301"
10/14/2024 0:00:00,"QQQ","0.0022","0.0045","0.0358","-0.0268"
10/14/2024 0:00:00,"SPY","0.0086","0.0035","0.0286","-0.0216"
10/14/2024 0:00:00,"XLB","0.0180","0.0005","0.0271","-0.0261"
10/14/2024 0:00:00,"XLC","0.0088","0.0053","0.0300","-0.0194"
10/14/2024 0:00:00,"XLE","-0.0270","0.0001","0.0367","-0.0365"
10/14/2024 0:00:00,"XLF","0.0236","0.0044","0.0326","-0.0238"
10/14/2024 0:00:00,"XLI","0.0061","0.0038","0.0313","-0.0237"
10/14/2024 0:00:00,"XLK","0.0004","0.0045","0.0421","-0.0331"
10/14/2024 0:00:00,"XLP","0.0073","0.0002","0.0150","-0.0146"
10/14/2024 0:00:00,"XLRE","0.0297","0.0001","0.0226","-0.0224"
10/14/2024 0:00:00,"XLU","0.0335","0.0025","0.0213","-0.0163"
10/14/2024 0:00:00,"XLV","-0.0050","-0.0018","0.0199","-0.0235"
10/14/2024 0:00:00,"XLY","0.0148","0.0051","0.0351","-0.0249"
10/21/2024 0:00:00,"DIA","-0.0269","0.0025","0.0255","-0.0205"
10/21/2024 0:00:00,"IWM","-0.0304","0.0018","0.0337","-0.0301"
10/21/2024 0:00:00,"QQQ","0.0017","0.0045","0.0358","-0.0268"
10/21/2024 0:00:00,"SPY","-0.0095","0.0035","0.0286","-0.0216"
10/21/2024 0:00:00,"XLB","-0.0383","0.0005","0.0271","-0.0261"
10/21/2024 0:00:00,"XLC","-0.0042","0.0053","0.0300","-0.0194"
10/21/2024 0:00:00,"XLE","-0.0063","0.0001","0.0367","-0.0365"
10/21/2024 0:00:00,"XLF","-0.0210","0.0044","0.0326","-0.0238"
10/21/2024 0:00:00,"XLI","-0.0282","0.0038","0.0313","-0.0237"
10/21/2024 0:00:00,"XLK","-0.0027","0.0045","0.0421","-0.0331"
10/21/2024 0:00:00,"XLP","-0.0145","0.0002","0.0150","-0.0146"
10/21/2024 0:00:00,"XLRE","-0.0151","0.0001","0.0226","-0.0224"
10/21/2024 0:00:00,"XLU","-0.0193","0.0025","0.0213","-0.0163"
10/21/2024 0:00:00,"XLV","-0.0301","-0.0018","0.0199","-0.0235"
10/21/2024 0:00:00,"XLY","0.0065","0.0051","0.0351","-0.0249"
10/28/2024 0:00:00,"DIA","-0.0017","0.0025","0.0255","-0.0205"
10/28/2024 0:00:00,"IWM","0.0004","0.0018","0.0337","-0.0301"
10/28/2024 0:00:00,"QQQ","-0.0161","0.0045","0.0358","-0.0268"
10/28/2024 0:00:00,"SPY","-0.0139","0.0035","0.0286","-0.0216"
10/28/2024 0:00:00,"XLB","-0.0089","0.0005","0.0271","-0.0261"
10/28/2024 0:00:00,"XLC","0.0169","0.0053","0.0300","-0.0194"
10/28/2024 0:00:00,"XLE","-0.0196","0.0001","0.0367","-0.0365"
10/28/2024 0:00:00,"XLF","0.0002","0.0044","0.0326","-0.0238"
10/28/2024 0:00:00,"XLI","-0.0103","0.0038","0.0313","-0.0237"
10/28/2024 0:00:00,"XLK","-0.0281","0.0045","0.0421","-0.0331"
10/28/2024 0:00:00,"XLP","-0.0113","0.0002","0.0150","-0.0146"
10/28/2024 0:00:00,"XLRE","-0.0306","0.0001","0.0226","-0.0224"
10/28/2024 0:00:00,"XLU","-0.0284","0.0025","0.0213","-0.0163"
10/28/2024 0:00:00,"XLV","-0.0057","-0.0018","0.0199","-0.0235"
10/28/2024 0:00:00,"XLY","-0.0036","0.0051","0.0351","-0.0249"
11/4/2024 0:00:00,"DIA","0.0458","0.0025","0.0255","-0.0205"
11/4/2024 0:00:00,"IWM","0.0838","0.0018","0.0337","-0.0301"
11/4/2024 0:00:00,"QQQ","0.0533","0.0045","0.0358","-0.0268"
11/4/2024 0:00:00,"SPY","0.0464","0.0035","0.0286","-0.0216"
11/4/2024 0:00:00,"XLB","0.0143","0.0005","0.0271","-0.0261"
11/4/2024 0:00:00,"XLC","0.0401","0.0053","0.0300","-0.0194"
11/4/2024 0:00:00,"XLE","0.0630","0.0001","0.0367","-0.0365"
11/4/2024 0:00:00,"XLF","0.0532","0.0044","0.0326","-0.0238"
11/4/2024 0:00:00,"XLI","0.0585","0.0038","0.0313","-0.0237"
11/4/2024 0:00:00,"XLK","0.0575","0.0045","0.0421","-0.0331"
11/4/2024 0:00:00,"XLP","0.0083","0.0002","0.0150","-0.0146"
11/4/2024 0:00:00,"XLRE","0.0270","0.0001","0.0226","-0.0224"
11/4/2024 0:00:00,"XLU","0.0133","0.0025","0.0213","-0.0163"
11/4/2024 0:00:00,"XLV","0.0164","-0.0018","0.0199","-0.0235"
11/4/2024 0:00:00,"XLY","0.0724","0.0051","0.0351","-0.0249"
11/11/2024 0:00:00,"DIA","-0.0128","0.0025","0.0255","-0.0205"
11/11/2024 0:00:00,"IWM","-0.0413","0.0018","0.0337","-0.0301"
11/11/2024 0:00:00,"QQQ","-0.0348","0.0045","0.0358","-0.0268"
11/11/2024 0:00:00,"SPY","-0.0210","0.0035","0.0286","-0.0216"
11/11/2024 0:00:00,"XLB","-0.0344","0.0005","0.0271","-0.0261"
11/11/2024 0:00:00,"XLC","-0.0108","0.0053","0.0300","-0.0194"
11/11/2024 0:00:00,"XLE","0.0104","0.0001","0.0367","-0.0365"
11/11/2024 0:00:00,"XLF","0.0137","0.0044","0.0326","-0.0238"
11/11/2024 0:00:00,"XLI","-0.0212","0.0038","0.0313","-0.0237"
11/11/2024 0:00:00,"XLK","-0.0363","0.0045","0.0421","-0.0331"
11/11/2024 0:00:00,"XLP","-0.0107","0.0002","0.0150","-0.0146"
11/11/2024 0:00:00,"XLRE","-0.0214","0.0001","0.0226","-0.0224"
11/11/2024 0:00:00,"XLU","0.0009","0.0025","0.0213","-0.0163"
11/11/2024 0:00:00,"XLV","-0.0571","-0.0018","0.0199","-0.0235"
11/11/2024 0:00:00,"XLY","-0.0078","0.0051","0.0351","-0.0249"
11/18/2024 0:00:00,"DIA","0.0197","0.0025","0.0255","-0.0205"
11/18/2024 0:00:00,"IWM","0.0441","0.0018","0.0337","-0.0301"
11/18/2024 0:00:00,"QQQ","0.0184","0.0045","0.0358","-0.0268"
11/18/2024 0:00:00,"SPY","0.0165","0.0035","0.0286","-0.0216"
11/18/2024 0:00:00,"XLB","0.0303","0.0005","0.0271","-0.0261"
11/18/2024 0:00:00,"XLC","0.0180","0.0053","0.0300","-0.0194"
11/18/2024 0:00:00,"XLE","0.0265","0.0001","0.0367","-0.0365"
11/18/2024 0:00:00,"XLF","0.0171","0.0044","0.0326","-0.0238"
11/18/2024 0:00:00,"XLI","0.0251","0.0038","0.0313","-0.0237"
11/18/2024 0:00:00,"XLK","0.0212","0.0045","0.0421","-0.0331"
11/18/2024 0:00:00,"XLP","0.0232","0.0002","0.0150","-0.0146"
11/18/2024 0:00:00,"XLRE","0.0255","0.0001","0.0226","-0.0224"
11/18/2024 0:00:00,"XLU","0.0274","0.0025","0.0213","-0.0163"
11/18/2024 0:00:00,"XLV","0.0162","-0.0018","0.0199","-0.0235"
11/18/2024 0:00:00,"XLY","0.0216","0.0051","0.0351","-0.0249"
11/25/2024 0:00:00,"DIA","0.0155","0.0025","0.0255","-0.0205"
11/25/2024 0:00:00,"IWM","0.0129","0.0018","0.0337","-0.0301"
11/25/2024 0:00:00,"QQQ","0.0078","0.0045","0.0358","-0.0268"
11/25/2024 0:00:00,"SPY","0.0118","0.0035","0.0286","-0.0216"
11/25/2024 0:00:00,"XLB","0.0073","0.0005","0.0271","-0.0261"
11/25/2024 0:00:00,"XLC","0.0156","0.0053","0.0300","-0.0194"
11/25/2024 0:00:00,"XLE","-0.0181","0.0001","0.0367","-0.0365"
11/25/2024 0:00:00,"XLF","0.0120","0.0044","0.0326","-0.0238"
11/25/2024 0:00:00,"XLI","0.0093","0.0038","0.0313","-0.0237"
11/25/2024 0:00:00,"XLK","0.0006","0.0045","0.0421","-0.0331"
11/25/2024 0:00:00,"XLP","0.0167","0.0002","0.0150","-0.0146"
11/25/2024 0:00:00,"XLRE","0.0204","0.0001","0.0226","-0.0224"
11/25/2024 0:00:00,"XLU","0.0180","0.0025","0.0213","-0.0163"
11/25/2024 0:00:00,"XLV","0.0223","-0.0018","0.0199","-0.0235"
11/25/2024 0:00:00,"XLY","0.0191","0.0051","0.0351","-0.0249"
12/2/2024 0:00:00,"DIA","-0.0066","0.0025","0.0255","-0.0205"
12/2/2024 0:00:00,"IWM","-0.0122","0.0018","0.0337","-0.0301"
12/2/2024 0:00:00,"QQQ","0.0323","0.0045","0.0358","-0.0268"
12/2/2024 0:00:00,"SPY","0.0087","0.0035","0.0286","-0.0216"
12/2/2024 0:00:00,"XLB","-0.0307","0.0005","0.0271","-0.0261"
12/2/2024 0:00:00,"XLC","0.0254","0.0053","0.0300","-0.0194"
12/2/2024 0:00:00,"XLE","-0.0484","0.0001","0.0367","-0.0365"
12/2/2024 0:00:00,"XLF","-0.0185","0.0044","0.0326","-0.0238"
12/2/2024 0:00:00,"XLI","-0.0241","0.0038","0.0313","-0.0237"
12/2/2024 0:00:00,"XLK","0.0300","0.0045","0.0421","-0.0331"
12/2/2024 0:00:00,"XLP","-0.0101","0.0002","0.0150","-0.0146"
12/2/2024 0:00:00,"XLRE","-0.0277","0.0001","0.0226","-0.0224"
12/2/2024 0:00:00,"XLU","-0.0399","0.0025","0.0213","-0.0163"
12/2/2024 0:00:00,"XLV","-0.0215","-0.0018","0.0199","-0.0235"
12/2/2024 0:00:00,"XLY","0.0462","0.0051","0.0351","-0.0249"
12/9/2024 0:00:00,"DIA","-0.0176","0.0025","0.0255","-0.0205"
12/9/2024 0:00:00,"IWM","-0.0248","0.0018","0.0337","-0.0301"
12/9/2024 0:00:00,"QQQ","0.0077","0.0045","0.0358","-0.0268"
12/9/2024 0:00:00,"SPY","-0.0059","0.0035","0.0286","-0.0216"
12/9/2024 0:00:00,"XLB","-0.0296","0.0005","0.0271","-0.0261"
12/9/2024 0:00:00,"XLC","0.0001","0.0053","0.0300","-0.0194"
12/9/2024 0:00:00,"XLE","-0.0200","0.0001","0.0367","-0.0365"
12/9/2024 0:00:00,"XLF","-0.0172","0.0044","0.0326","-0.0238"
12/9/2024 0:00:00,"XLI","-0.0225","0.0038","0.0313","-0.0237"
12/9/2024 0:00:00,"XLK","-0.0075","0.0045","0.0421","-0.0331"
12/9/2024 0:00:00,"XLP","-0.0041","0.0002","0.0150","-0.0146"
12/9/2024 0:00:00,"XLRE","-0.0217","0.0001","0.0226","-0.0224"
12/9/2024 0:00:00,"XLU","-0.0261","0.0025","0.0213","-0.0163"
12/9/2024 0:00:00,"XLV","-0.0231","-0.0018","0.0199","-0.0235"
12/9/2024 0:00:00,"XLY","0.0115","0.0051","0.0351","-0.0249"
12/16/2024 0:00:00,"DIA","-0.0250","0.0025","0.0255","-0.0205"
12/16/2024 0:00:00,"IWM","-0.0490","0.0018","0.0337","-0.0301"
12/16/2024 0:00:00,"QQQ","-0.0226","0.0045","0.0358","-0.0268"
12/16/2024 0:00:00,"SPY","-0.0219","0.0035","0.0286","-0.0216"
12/16/2024 0:00:00,"XLB","-0.0418","0.0005","0.0271","-0.0261"
12/16/2024 0:00:00,"XLC","-0.0300","0.0053","0.0300","-0.0194"
12/16/2024 0:00:00,"XLE","-0.0586","0.0001","0.0367","-0.0365"
12/16/2024 0:00:00,"XLF","-0.0210","0.0044","0.0326","-0.0238"
12/16/2024 0:00:00,"XLI","-0.0266","0.0038","0.0313","-0.0237"
12/16/2024 0:00:00,"XLK","-0.0130","0.0045","0.0421","-0.0331"
12/16/2024 0:00:00,"XLP","-0.0259","0.0002","0.0150","-0.0146"
12/16/2024 0:00:00,"XLRE","-0.0488","0.0001","0.0226","-0.0224"
12/16/2024 0:00:00,"XLU","-0.0157","0.0025","0.0213","-0.0163"
12/16/2024 0:00:00,"XLV","-0.0214","-0.0018","0.0199","-0.0235"
12/16/2024 0:00:00,"XLY","-0.0283","0.0051","0.0351","-0.0249"
12/23/2024 0:00:00,"DIA","0.0034","0.0025","0.0255","-0.0205"
12/23/2024 0:00:00,"IWM","0.0021","0.0018","0.0337","-0.0301"
12/23/2024 0:00:00,"QQQ","0.0075","0.0045","0.0358","-0.0268"
12/23/2024 0:00:00,"SPY","0.0065","0.0035","0.0286","-0.0216"
12/23/2024 0:00:00,"XLB","-0.0075","0.0005","0.0271","-0.0261"
12/23/2024 0:00:00,"XLC","0.0020","0.0053","0.0300","-0.0194"
12/23/2024 0:00:00,"XLE","0.0050","0.0001","0.0367","-0.0365"
12/23/2024 0:00:00,"XLF","0.0049","0.0044","0.0326","-0.0238"
12/23/2024 0:00:00,"XLI","-0.0042","0.0038","0.0313","-0.0237"
12/23/2024 0:00:00,"XLK","0.0065","0.0045","0.0421","-0.0331"
12/23/2024 0:00:00,"XLP","-0.0080","0.0002","0.0150","-0.0146"
12/23/2024 0:00:00,"XLRE","-0.0061","0.0001","0.0226","-0.0224"
12/23/2024 0:00:00,"XLU","-0.0046","0.0025","0.0213","-0.0163"
12/23/2024 0:00:00,"XLV","0.0069","-0.0018","0.0199","-0.0235"
12/23/2024 0:00:00,"XLY","0.0036","0.0051","0.0351","-0.0249"
12/30/2024 0:00:00,"DIA","-0.0066","0.0025","0.0255","-0.0205"
12/30/2024 0:00:00,"IWM","0.0091","0.0018","0.0337","-0.0301"
12/30/2024 0:00:00,"QQQ","-0.0076","0.0045","0.0358","-0.0268"
12/30/2024 0:00:00,"SPY","-0.0052","0.0035","0.0286","-0.0216"
12/30/2024 0:00:00,"XLB","-0.0208","0.0005","0.0271","-0.0261"
12/30/2024 0:00:00,"XLC","-0.0029","0.0053","0.0300","-0.0194"
12/30/2024 0:00:00,"XLE","0.0338","0.0001","0.0367","-0.0365"
12/30/2024 0:00:00,"XLF","-0.0033","0.0044","0.0326","-0.0238"
12/30/2024 0:00:00,"XLI","-0.0041","0.0038","0.0313","-0.0237"
12/30/2024 0:00:00,"XLK","-0.0074","0.0045","0.0421","-0.0331"
12/30/2024 0:00:00,"XLP","-0.0123","0.0002","0.0150","-0.0146"
