"Date","Ticker","st_trend","mt_trend","lt_trend"
2/28/2025 0:00:00,"XLK","-0.0127","-0.0191","0.0552"
3/3/2025 0:00:00,"XLK","-0.0197","-0.0296","0.0400"
3/4/2025 0:00:00,"XLK","-0.0250","-0.0296","0.0400"
3/5/2025 0:00:00,"XLK","-0.0273","-0.0296","0.0400"
3/6/2025 0:00:00,"XLK","-0.0287","-0.0296","0.0400"
3/7/2025 0:00:00,"XLK","-0.0320","-0.0296","0.0400"
3/10/2025 0:00:00,"XLK","-0.0373","-0.0274","0.0400"
3/11/2025 0:00:00,"XLK","-0.0428","-0.0274","0.0400"
3/12/2025 0:00:00,"XLK","-0.0456","-0.0274","0.0400"
3/13/2025 0:00:00,"XLK","-0.0484","-0.0274","0.0400"
3/14/2025 0:00:00,"XLK","-0.0481","-0.0274","0.0400"
3/17/2025 0:00:00,"XLK","-0.0398","-0.0274","0.0400"
3/18/2025 0:00:00,"XLK","-0.0353","-0.0274","0.0400"
3/19/2025 0:00:00,"XLK","-0.0299","-0.0274","0.0400"
3/20/2025 0:00:00,"XLK","-0.0248","-0.0274","0.0400"
3/21/2025 0:00:00,"XLK","-0.0218","-0.0274","0.0400"
3/24/2025 0:00:00,"XLK","-0.0149","-0.0249","0.0400"
3/25/2025 0:00:00,"XLK","-0.0082","-0.0249","0.0400"
3/26/2025 0:00:00,"XLK","-0.0064","-0.0249","0.0400"
3/27/2025 0:00:00,"XLK","-0.0072","-0.0249","0.0400"
3/28/2025 0:00:00,"XLK","-0.0120","-0.0249","0.0400"
3/31/2025 0:00:00,"XLK","-0.0152","-0.0576","0.0400"
4/1/2025 0:00:00,"XLK","-0.0137","-0.0576","0.0139"
4/2/2025 0:00:00,"XLK","-0.0121","-0.0576","0.0139"
4/3/2025 0:00:00,"XLK","-0.0158","-0.0576","0.0139"
4/4/2025 0:00:00,"XLK","-0.0289","-0.0576","0.0139"
4/7/2025 0:00:00,"XLK","-0.0565","-0.0761","0.0139"
4/8/2025 0:00:00,"XLK","-0.0640","-0.0761","0.0139"
4/9/2025 0:00:00,"XLK","-0.0564","-0.0761","0.0139"
4/10/2025 0:00:00,"XLK","-0.0561","-0.0761","0.0139"
4/11/2025 0:00:00,"XLK","-0.0552","-0.0761","0.0139"
4/14/2025 0:00:00,"XLK","-0.0543","-0.0773","0.0139"
4/15/2025 0:00:00,"XLK","-0.0551","-0.0773","0.0139"
4/16/2025 0:00:00,"XLK","-0.0580","-0.0773","0.0139"
4/17/2025 0:00:00,"XLK","-0.0583","-0.0773","0.0139"
4/21/2025 0:00:00,"XLK","-0.0595","-0.0767","0.0139"
4/22/2025 0:00:00,"XLK","-0.0550","-0.0767","0.0139"
4/23/2025 0:00:00,"XLK","-0.0461","-0.0767","0.0139"
4/24/2025 0:00:00,"XLK","-0.0383","-0.0767","0.0139"
4/25/2025 0:00:00,"XLK","-0.0250","-0.0767","0.0139"
4/28/2025 0:00:00,"XLK","-0.0092","-0.0646","0.0139"
4/29/2025 0:00:00,"XLK","0.0177","-0.0646","0.0139"
4/30/2025 0:00:00,"XLK","0.0291","-0.0646","0.0139"
5/1/2025 0:00:00,"XLK","0.0284","-0.0646","0.0088"
5/2/2025 0:00:00,"XLK","0.0296","-0.0646","0.0088"
5/5/2025 0:00:00,"XLK","0.0300","-0.0570","0.0088"
5/6/2025 0:00:00,"XLK","0.0264","-0.0570","0.0088"
5/7/2025 0:00:00,"XLK","0.0240","-0.0570","0.0088"
5/8/2025 0:00:00,"XLK","0.0288","-0.0570","0.0088"
5/9/2025 0:00:00,"XLK","0.0322","-0.0570","0.0088"
5/12/2025 0:00:00,"XLK","0.0459","-0.0445","0.0088"
5/13/2025 0:00:00,"XLK","0.0555","-0.0445","0.0088"
5/14/2025 0:00:00,"XLK","0.0556","-0.0445","0.0088"
5/15/2025 0:00:00,"XLK","0.0517","-0.0445","0.0088"
5/16/2025 0:00:00,"XLK","0.0461","-0.0445","0.0088"
5/19/2025 0:00:00,"XLK","0.0412","-0.0425","0.0088"
5/20/2025 0:00:00,"XLK","0.0388","-0.0425","0.0088"
5/21/2025 0:00:00,"XLK","0.0356","-0.0425","0.0088"
5/22/2025 0:00:00,"XLK","0.0304","-0.0425","0.0088"
5/23/2025 0:00:00,"XLK","0.0239","-0.0425","0.0088"
5/27/2025 0:00:00,"XLK","0.0218","-0.0304","0.0088"
5/28/2025 0:00:00,"XLK","0.0229","-0.0304","0.0088"
5/29/2025 0:00:00,"XLK","0.0251","-0.0304","0.0088"
5/30/2025 0:00:00,"XLK","0.0223","-0.0304","0.0088"
6/2/2025 0:00:00,"XLK","0.0210","-0.0203","0.0103"
6/3/2025 0:00:00,"XLK","0.0169","-0.0203","0.0103"
6/4/2025 0:00:00,"XLK","0.0116","-0.0203","0.0103"
6/5/2025 0:00:00,"XLK","0.0084","-0.0203","0.0103"
6/6/2025 0:00:00,"XLK","0.0061","-0.0203","0.0103"
6/9/2025 0:00:00,"XLK","0.0063","-0.0184","0.0103"
6/10/2025 0:00:00,"XLK","0.0074","-0.0184","0.0103"
6/11/2025 0:00:00,"XLK","0.0085","-0.0184","0.0103"
6/12/2025 0:00:00,"XLK","0.0127","-0.0184","0.0103"
6/13/2025 0:00:00,"XLK","0.0129","-0.0184","0.0103"
6/16/2025 0:00:00,"XLK","0.0167","-0.0159","0.0103"
6/17/2025 0:00:00,"XLK","0.0165","-0.0159","0.0103"
6/18/2025 0:00:00,"XLK","0.0159","-0.0159","0.0103"
6/20/2025 0:00:00,"XLK","0.0131","-0.0159","0.0103"
6/23/2025 0:00:00,"XLK","0.0131","-0.0122","0.0103"
6/24/2025 0:00:00,"XLK","0.0147","-0.0122","0.0103"
6/25/2025 0:00:00,"XLK","0.0151","-0.0122","0.0103"
6/26/2025 0:00:00,"XLK","0.0166","-0.0122","0.0103"
6/27/2025 0:00:00,"XLK","0.0167","-0.0122","0.0103"
6/30/2025 0:00:00,"XLK","0.0170","0.0261","0.0103"
7/1/2025 0:00:00,"XLK","0.0151","0.0261","0.0137"
7/2/2025 0:00:00,"XLK","0.0143","0.0261","0.0137"
7/3/2025 0:00:00,"XLK","0.0158","0.0261","0.0137"
7/7/2025 0:00:00,"XLK","0.0157","0.0555","0.0137"
7/8/2025 0:00:00,"XLK","0.0176","0.0555","0.0137"
7/9/2025 0:00:00,"XLK","0.0165","0.0555","0.0137"
7/10/2025 0:00:00,"XLK","0.0163","0.0555","0.0137"
7/11/2025 0:00:00,"XLK","0.0161","0.0555","0.0137"
7/14/2025 0:00:00,"XLK","0.0158","0.0509","0.0137"
7/15/2025 0:00:00,"XLK","0.0178","0.0509","0.0137"
7/16/2025 0:00:00,"XLK","0.0153","0.0509","0.0137"
7/17/2025 0:00:00,"XLK","0.0148","0.0509","0.0137"
7/18/2025 0:00:00,"XLK","0.0133","0.0509","0.0137"
7/21/2025 0:00:00,"XLK","0.0121","0.0498","0.0137"
7/22/2025 0:00:00,"XLK","0.0088","0.0498","0.0137"
7/23/2025 0:00:00,"XLK","0.0093","0.0498","0.0137"
7/24/2025 0:00:00,"XLK","0.0097","0.0498","0.0137"
7/25/2025 0:00:00,"XLK","0.0080","0.0498","0.0137"
7/28/2025 0:00:00,"XLK","0.0081","0.0406","0.0137"
7/29/2025 0:00:00,"XLK","0.0115","0.0406","0.0137"
7/30/2025 0:00:00,"XLK","0.0107","0.0406","0.0137"
7/31/2025 0:00:00,"XLK","0.0107","0.0406","0.0137"
8/1/2025 0:00:00,"XLK","0.0075","0.0406","0.0187"
8/4/2025 0:00:00,"XLK","0.0082","0.0422","0.0187"
8/5/2025 0:00:00,"XLK","0.0072","0.0422","0.0187"
8/6/2025 0:00:00,"XLK","0.0076","0.0422","0.0187"
8/7/2025 0:00:00,"XLK","0.0080","0.0422","0.0187"
8/8/2025 0:00:00,"XLK","0.0077","0.0422","0.0187"
8/11/2025 0:00:00,"XLK","0.0074","0.0335","0.0187"
8/12/2025 0:00:00,"XLK","0.0096","0.0335","0.0187"
8/13/2025 0:00:00,"XLK","0.0112","0.0335","0.0187"
8/14/2025 0:00:00,"XLK","0.0114","0.0335","0.0187"
8/15/2025 0:00:00,"XLK","0.0102","0.0335","0.0187"
8/18/2025 0:00:00,"XLK","0.0089","0.0200","0.0187"
8/19/2025 0:00:00,"XLK","0.0021","0.0200","0.0187"
8/20/2025 0:00:00,"XLK","-0.0044","0.0200","0.0187"
8/21/2025 0:00:00,"XLK","-0.0073","0.0200","0.0187"
8/22/2025 0:00:00,"XLK","-0.0055","0.0200","0.0187"
8/25/2025 0:00:00,"XLK","-0.0046","0.0193","0.0187"
8/26/2025 0:00:00,"XLK","-0.0038","0.0193","0.0187"
8/27/2025 0:00:00,"XLK","-0.0029","0.0193","0.0187"
8/28/2025 0:00:00,"XLK","-0.0037","0.0193","0.0187"
8/29/2025 0:00:00,"XLK","-0.0049","0.0193","0.0187"
8/1/2024 0:00:00,"XLV","0.0114","0.0103","0.0101"
8/2/2024 0:00:00,"XLV","0.0097","0.0103","0.0101"
8/5/2024 0:00:00,"XLV","0.0028","0.0038","0.0101"
8/6/2024 0:00:00,"XLV","0.0001","0.0038","0.0101"
8/7/2024 0:00:00,"XLV","-0.0052","0.0038","0.0101"
8/8/2024 0:00:00,"XLV","-0.0049","0.0038","0.0101"
8/9/2024 0:00:00,"XLV","-0.0048","0.0038","0.0101"
8/12/2024 0:00:00,"XLV","-0.0041","0.0016","0.0101"
8/13/2024 0:00:00,"XLV","-0.0027","0.0016","0.0101"
8/14/2024 0:00:00,"XLV","-0.0018","0.0016","0.0101"
8/15/2024 0:00:00,"XLV","-0.0023","0.0016","0.0101"
8/16/2024 0:00:00,"XLV","-0.0017","0.0016","0.0101"
8/19/2024 0:00:00,"XLV","-0.0004","0.0034","0.0101"
8/20/2024 0:00:00,"XLV","0.0016","0.0034","0.0101"
8/21/2024 0:00:00,"XLV","0.0028","0.0034","0.0101"
8/22/2024 0:00:00,"XLV","0.0031","0.0034","0.0101"
8/23/2024 0:00:00,"XLV","0.0044","0.0034","0.0101"
8/26/2024 0:00:00,"XLV","0.0097","0.0088","0.0101"
8/27/2024 0:00:00,"XLV","0.0115","0.0088","0.0101"
8/28/2024 0:00:00,"XLV","0.0154","0.0088","0.0101"
8/29/2024 0:00:00,"XLV","0.0141","0.0088","0.0101"
8/30/2024 0:00:00,"XLV","0.0145","0.0088","0.0101"
9/3/2024 0:00:00,"XLV","0.0147","0.0097","0.0159"
9/4/2024 0:00:00,"XLV","0.0154","0.0097","0.0159"
9/5/2024 0:00:00,"XLV","0.0115","0.0097","0.0159"
9/6/2024 0:00:00,"XLV","0.0108","0.0097","0.0159"
9/9/2024 0:00:00,"XLV","0.0097","0.0103","0.0159"
9/10/2024 0:00:00,"XLV","0.0088","0.0103","0.0159"
9/11/2024 0:00:00,"XLV","0.0061","0.0103","0.0159"
9/12/2024 0:00:00,"XLV","0.0055","0.0103","0.0159"
9/13/2024 0:00:00,"XLV","0.0047","0.0103","0.0159"
9/16/2024 0:00:00,"XLV","0.0046","0.0110","0.0159"
9/17/2024 0:00:00,"XLV","0.0044","0.0110","0.0159"
9/18/2024 0:00:00,"XLV","0.0037","0.0110","0.0159"
9/19/2024 0:00:00,"XLV","0.0032","0.0110","0.0159"
9/20/2024 0:00:00,"XLV","0.0021","0.0110","0.0159"
9/23/2024 0:00:00,"XLV","0.0004","0.0108","0.0159"
9/24/2024 0:00:00,"XLV","-0.0018","0.0108","0.0159"
9/25/2024 0:00:00,"XLV","-0.0067","0.0108","0.0159"
9/26/2024 0:00:00,"XLV","-0.0045","0.0108","0.0159"
9/27/2024 0:00:00,"XLV","-0.0053","0.0108","0.0159"
9/30/2024 0:00:00,"XLV","-0.0057","0.0113","0.0159"
10/1/2024 0:00:00,"XLV","-0.0055","0.0113","0.0160"
10/2/2024 0:00:00,"XLV","-0.0051","0.0113","0.0160"
10/3/2024 0:00:00,"XLV","-0.0065","0.0113","0.0160"
10/4/2024 0:00:00,"XLV","-0.0077","0.0113","0.0160"
10/7/2024 0:00:00,"XLV","-0.0109","0.0134","0.0160"
10/8/2024 0:00:00,"XLV","-0.0122","0.0134","0.0160"
10/9/2024 0:00:00,"XLV","-0.0096","0.0134","0.0160"
10/10/2024 0:00:00,"XLV","-0.0093","0.0134","0.0160"
10/11/2024 0:00:00,"XLV","-0.0082","0.0134","0.0160"
10/14/2024 0:00:00,"XLV","-0.0057","0.0090","0.0160"
10/15/2024 0:00:00,"XLV","-0.0042","0.0090","0.0160"
10/16/2024 0:00:00,"XLV","-0.0024","0.0090","0.0160"
10/17/2024 0:00:00,"XLV","-0.0018","0.0090","0.0160"
10/18/2024 0:00:00,"XLV","-0.0022","0.0090","0.0160"
10/21/2024 0:00:00,"XLV","-0.0031","0.0044","0.0160"
10/22/2024 0:00:00,"XLV","-0.0045","0.0044","0.0160"
10/23/2024 0:00:00,"XLV","-0.0058","0.0044","0.0160"
10/24/2024 0:00:00,"XLV","-0.0060","0.0044","0.0160"
10/25/2024 0:00:00,"XLV","-0.0068","0.0044","0.0160"
10/28/2024 0:00:00,"XLV","-0.0049","0.0007","0.0160"
10/29/2024 0:00:00,"XLV","-0.0056","0.0007","0.0160"
10/30/2024 0:00:00,"XLV","-0.0118","0.0007","0.0160"
10/31/2024 0:00:00,"XLV","-0.0131","0.0007","0.0160"
11/1/2024 0:00:00,"XLV","-0.0137","0.0007","0.0075"
11/4/2024 0:00:00,"XLV","-0.0148","0.0040","0.0075"
11/5/2024 0:00:00,"XLV","-0.0161","0.0040","0.0075"
11/6/2024 0:00:00,"XLV","-0.0024","0.0040","0.0075"
11/7/2024 0:00:00,"XLV","-0.0033","0.0040","0.0075"
11/8/2024 0:00:00,"XLV","-0.0023","0.0040","0.0075"
11/11/2024 0:00:00,"XLV","-0.0010","-0.0025","0.0075"
11/12/2024 0:00:00,"XLV","-0.0009","-0.0025","0.0075"
11/13/2024 0:00:00,"XLV","-0.0004","-0.0025","0.0075"
11/14/2024 0:00:00,"XLV","-0.0032","-0.0025","0.0075"
11/15/2024 0:00:00,"XLV","-0.0072","-0.0025","0.0075"
11/18/2024 0:00:00,"XLV","-0.0088","-0.0070","0.0075"
11/19/2024 0:00:00,"XLV","-0.0110","-0.0070","0.0075"
11/20/2024 0:00:00,"XLV","-0.0081","-0.0070","0.0075"
11/21/2024 0:00:00,"XLV","-0.0055","-0.0070","0.0075"
11/22/2024 0:00:00,"XLV","-0.0033","-0.0070","0.0075"
11/25/2024 0:00:00,"XLV","-0.0003","-0.0115","0.0075"
11/26/2024 0:00:00,"XLV","0.0017","-0.0115","0.0075"
11/27/2024 0:00:00,"XLV","-0.0079","-0.0115","0.0075"
11/29/2024 0:00:00,"XLV","-0.0060","-0.0115","0.0075"
12/2/2024 0:00:00,"XLV","-0.0065","-0.0148","0.0004"
12/3/2024 0:00:00,"XLV","-0.0069","-0.0148","0.0004"
12/4/2024 0:00:00,"XLV","-0.0058","-0.0148","0.0004"
12/5/2024 0:00:00,"XLV","-0.0058","-0.0148","0.0004"
12/6/2024 0:00:00,"XLV","-0.0036","-0.0148","0.0004"
12/9/2024 0:00:00,"XLV","0.0005","-0.0208","0.0004"
12/10/2024 0:00:00,"XLV","0.0020","-0.0208","0.0004"
12/11/2024 0:00:00,"XLV","0.0029","-0.0208","0.0004"
12/12/2024 0:00:00,"XLV","0.0010","-0.0208","0.0004"
12/13/2024 0:00:00,"XLV","-0.0027","-0.0208","0.0004"
12/16/2024 0:00:00,"XLV","-0.0070","-0.0271","0.0004"
12/17/2024 0:00:00,"XLV","-0.0108","-0.0271","0.0004"
12/18/2024 0:00:00,"XLV","-0.0148","-0.0271","0.0004"
12/19/2024 0:00:00,"XLV","-0.0194","-0.0271","0.0004"
12/20/2024 0:00:00,"XLV","-0.0216","-0.0271","0.0004"
12/23/2024 0:00:00,"XLV","-0.0223","-0.0282","0.0004"
12/24/2024 0:00:00,"XLV","-0.0230","-0.0282","0.0004"
12/26/2024 0:00:00,"XLV","-0.0234","-0.0282","0.0004"
12/27/2024 0:00:00,"XLV","-0.0211","-0.0282","0.0004"
12/30/2024 0:00:00,"XLV","-0.0206","-0.0281","0.0004"
12/31/2024 0:00:00,"XLV","-0.0202","-0.0281","0.0004"
1/2/2025 0:00:00,"XLV","-0.0194","-0.0281","-0.0003"
1/3/2025 0:00:00,"XLV","-0.0166","-0.0281","-0.0003"
1/6/2025 0:00:00,"XLV","-0.0126","-0.0254","-0.0003"
1/7/2025 0:00:00,"XLV","-0.0084","-0.0254","-0.0003"
1/8/2025 0:00:00,"XLV","-0.0049","-0.0254","-0.0003"
1/10/2025 0:00:00,"XLV","-0.0025","-0.0254","-0.0003"
1/13/2025 0:00:00,"XLV","0.0015","-0.0238","-0.0003"
1/14/2025 0:00:00,"XLV","0.0044","-0.0238","-0.0003"
1/15/2025 0:00:00,"XLV","0.0054","-0.0238","-0.0003"
1/16/2025 0:00:00,"XLV","0.0057","-0.0238","-0.0003"
1/17/2025 0:00:00,"XLV","0.0061","-0.0238","-0.0003"
1/21/2025 0:00:00,"XLV","0.0077","-0.0155","-0.0003"
1/22/2025 0:00:00,"XLV","0.0080","-0.0155","-0.0003"
1/23/2025 0:00:00,"XLV","0.0114","-0.0155","-0.0003"
1/24/2025 0:00:00,"XLV","0.0142","-0.0155","-0.0003"
1/27/2025 0:00:00,"XLV","0.0216","-0.0056","-0.0003"
1/28/2025 0:00:00,"XLV","0.0215","-0.0056","-0.0003"
1/29/2025 0:00:00,"XLV","0.0209","-0.0056","-0.0003"
1/30/2025 0:00:00,"XLV","0.0202","-0.0056","-0.0003"
1/31/2025 0:00:00,"XLV","0.0205","-0.0056","-0.0003"
